FECHA_DE_RECEPCION;HORA_DE_RECEPCION;FECHA_DE_RESOLUCION;HORA_DE_RESOLUCION;SECCION_ID;SECCION;ANOMALIA_ID;ANOMALIA;TIPO_DE_VIAL_ID;TIPO_DE_VIAL;NOMBRE_DE_VIAL;NUMERO;DISTRITO_ID;DISTRITO;BARRIO_ID;BARRIO;CODIGO_POSTAL
09/01/2016;18:28:31;09/01/2016;18:48:49;57;BICICLETA PUBLICA;3692;TOTEM. TARJETA DE USUARIO ATASCADA/ATRAPADA;291;CALLE;MARIA FRANCISCA;1;5;CHAMARTIN;501;EL VISO;28002
09/01/2016;18:35:35;20/01/2016;12:22:00;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;VILLAAMIL;1;6;TETUAN;606;BERRUGUETE;28039
09/01/2016;18:41:15;12/01/2016;07:53:37;2;ALUMBRADO PUBLICO EXTERIOR;3745;ALUMBRADO - 02. CALLE APAGADA (>1 FAROLA);291;CALLE;AVECILLA;1;11;CARABANCHEL;1104;VISTA ALEGRE;28025
09/01/2016;18:42:32;13/01/2016;10:52:59;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;JULIO PALACIOS;1;8;FUENCARRAL-EL PARDO;805;LA PAZ;28029
09/01/2016;18:43:51;11/01/2016;11:36:45;14;EXTERNO;1986;EXTERNO;291;CALLE;COBRE;8;2;ARGANZUELA;205;DELICIAS;-1
04/01/2016;22:36:56;12/01/2016;02:19:18;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3379;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 240 L;294;PASEO;YESERIAS;45;2;ARGANZUELA;202;ACACIAS;28005
04/01/2016;22:43:39;20/01/2016;14:49:13;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;PENSAMIENTO;24;6;TETUAN;603;CASTILLEJOS;28020
04/01/2016;22:45:46;05/01/2016;16:50:34;52;R RECOGIDA ANIMALES MUERTOS E;3547;RECOGIDA DE ANIMALES MUERTOS;291;CALLE;ESTRECHO DE MESINA;1;15;CIUDAD LINEAL;1506;SAN JUAN BAUTISTA;28043
04/01/2016;22:48:35;05/01/2016;07:24:40;2;ALUMBRADO PUBLICO EXTERIOR;3745;ALUMBRADO - 02. CALLE APAGADA (>1 FAROLA);291;CALLE;LAGO CALAFATE;1;13;PUENTE DE VALLECAS;1305;PORTAZGO;28018
04/01/2016;22:53:59;04/01/2016;22:54:48;57;BICICLETA PUBLICA;3704;ANCLAJE. SE ENGANCHA EN ANCLAJE EN ROJO;291;CALLE;SERRANO;1;4;SALAMANCA;401;RECOLETOS;28001
04/01/2016;22:56:39;04/01/2016;22:59:14;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;295;PLAZA;ASTROS;0;3;RETIRO;303;ESTRELLA;0
04/01/2016;23:20:43;11/01/2016;22:47:37;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3380;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 360 L;291;CALLE;CAVA DE SAN MIGUEL;17;1;CENTRO;106;SOL;28005
09/01/2016;18:43:57;13/01/2016;10:53:41;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;ARZOBISPO MORCILLO;1;8;FUENCARRAL-EL PARDO;805;LA PAZ;28029
09/01/2016;18:44:02;12/01/2016;07:55:03;2;ALUMBRADO PUBLICO EXTERIOR;3745;ALUMBRADO - 02. CALLE APAGADA (>1 FAROLA);291;CALLE;LINARES;15;11;CARABANCHEL;1104;VISTA ALEGRE;28025
09/01/2016;18:45:55;09/01/2016;18:49:24;57;BICICLETA PUBLICA;3704;ANCLAJE. SE ENGANCHA EN ANCLAJE EN ROJO;295;PLAZA;SAN ILDEFONSO;8;1;CENTRO;105;UNIVERSIDAD;28004
09/01/2016;18:48:32;09/01/2016;18:50:15;57;BICICLETA PUBLICA;3688;USUARIO. PROBLEMAS EN LA WEB BICIMAD;291;CALLE;ALCALA;1;1;CENTRO;106;SOL;28014
09/01/2016;18:57:41;12/01/2016;06:35:36;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;CLARA DEL REY;39;5;CHAMARTIN;502;PROSPERIDAD;28002
09/01/2016;19:01:27;17/01/2016;03:45:03;57;BICICLETA PUBLICA;3704;ANCLAJE. SE ENGANCHA EN ANCLAJE EN ROJO;291;CALLE;SANTA ISABEL;40;1;CENTRO;102;EMBAJADORES;28012
09/01/2016;19:04:02;12/01/2016;20:01:00;2;ALUMBRADO PUBLICO EXTERIOR;3745;ALUMBRADO - 02. CALLE APAGADA (>1 FAROLA);291;CALLE;SOMBRERERIA;1;1;CENTRO;102;EMBAJADORES;28012
04/01/2016;23:33:28;05/01/2016;12:14:42;65;ZONAS VERDES Y BOCAS DE RIEGO;3321;OTRAS INCIDENCIAS EN ZONAS VERDES;291;CALLE;RIOS ROSAS;34;7;CHAMBERI;705;RIOS ROSAS;28003
04/01/2016;23:38:30;05/01/2016;00:01:18;57;BICICLETA PUBLICA;3704;ANCLAJE. SE ENGANCHA EN ANCLAJE EN ROJO;292;AVENIDA;FELIPE II;1;4;SALAMANCA;402;GOYA;28009
05/01/2016;01:46:42;04/02/2016;10:56:54;14;EXTERNO;1986;EXTERNO;291;CALLE;PALMA;42;1;CENTRO;105;UNIVERSIDAD;-1
05/01/2016;05:47:42;12/01/2016;22:59:36;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3383;DESAPARECIDO CONTENEDOR NARANJA ORG VIA PUBLICA (4RUEDAS);292;AVENIDA;ASTURIAS;71;6;TETUAN;604;ALMENARA;28029
05/01/2016;05:52:40;12/01/2016;23:09:20;40;R CUBO/CONT (ORGANICO/ENVASES) HORQUILLAS/BANDERINES E;3437;REPARACION HORQUILLAS_BANDERINES CONTEN ORG-ENV V.PUBLICA;291;CALLE;MARQUES DE VIANA;51;6;TETUAN;606;BERRUGUETE;28039
05/01/2016;05:56:19;12/01/2016;12:02:34;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3373;RETIRADA POR ABANDONADO CUBO/CONTEN ORG_ENV 2 Y 4 RUEDAS;291;CALLE;FUENCARRAL;158;7;CHAMBERI;703;TRAFALGAR;28010
05/01/2016;05:58:42;12/01/2016;12:01:18;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3373;RETIRADA POR ABANDONADO CUBO/CONTEN ORG_ENV 2 Y 4 RUEDAS;291;CALLE;RODRIGUEZ SAN PEDRO;53;7;CHAMBERI;701;GAZTAMBIDE;28015
09/01/2016;19:08:10;09/01/2016;19:09:19;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;295;PLAZA;SAN JUAN DE LA CRUZ;11;7;CHAMBERI;705;RIOS ROSAS;28003
09/01/2016;19:12:29;11/01/2016;16:30:16;46;R CUBO/CONT (TODO TIPO) VACIADO E;3433;VACIADO CONTENEDOR PAPEL (IGLU AZUL);291;CALLE;RAVENA;35;20;SAN BLAS;2004;ARCOS;28032
09/01/2016;19:13:37;14/01/2016;08:05:19;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;RAVENA;35;20;SAN BLAS;2004;ARCOS;28032
09/01/2016;19:21:16;12/01/2016;11:10:51;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;FERROVIARIOS;80;12;USERA;1204;ALMENDRALES;28026
09/01/2016;19:22:55;11/03/2016;13:23:58;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3447;LIMPIEZA PINTADAS V.PUBLICA/Z. VERDES (MUROS/FACHADAS..);291;CALLE;SANTA FELICIANA;6;7;CHAMBERI;703;TRAFALGAR;28010
09/01/2016;19:41:16;09/01/2016;19:44:00;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;CONDE DUQUE;22;1;CENTRO;105;UNIVERSIDAD;28015
09/01/2016;19:42:59;10/01/2016;18:05:28;2;ALUMBRADO PUBLICO EXTERIOR;3745;ALUMBRADO - 02. CALLE APAGADA (>1 FAROLA);291;CALLE;GERARDO DIEGO;3;13;PUENTE DE VALLECAS;1304;PALOMERAS SURESTE;28018
05/01/2016;06:07:15;12/01/2016;12:47:12;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3368;ROTO CUBO NARANJA ORG 2 RUEDAS 240 L;292;AVENIDA;VALLADOLID;11;9;MONCLOA-ARAVACA;901;CASA DE CAMPO;28008
05/01/2016;06:10:19;11/01/2016;22:13:46;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3380;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 360 L;291;CALLE;VIRGEN DE LOS PELIGROS;2;1;CENTRO;103;CORTES;28013
05/01/2016;06:12:05;12/01/2016;23:24:26;44;R CUBO/CONT (PAPEL/VIDRIO) REPOS/REPARAC E;3426;REPARACION CONTENEDOR PAPEL (IGLU AZUL);292;AVENIDA;VALLADOLID;5;9;MONCLOA-ARAVACA;901;CASA DE CAMPO;28008
05/01/2016;06:13:34;12/01/2016;23:15:08;44;R CUBO/CONT (PAPEL/VIDRIO) REPOS/REPARAC E;3426;REPARACION CONTENEDOR PAPEL (IGLU AZUL);291;CALLE;CAPITAN HAYA;23;6;TETUAN;603;CASTILLEJOS;28020
05/01/2016;06:17:03;12/01/2016;23:20:37;44;R CUBO/CONT (PAPEL/VIDRIO) REPOS/REPARAC E;3426;REPARACION CONTENEDOR PAPEL (IGLU AZUL);291;CALLE;ORENSE;68;6;TETUAN;603;CASTILLEJOS;28020
05/01/2016;06:17:04;08/01/2016;12:16:39;59;SER;3708;PARQUIMETRO. MAL ESTADO PERO OPERATIVO;291;CALLE;PROFESOR MARTIN ALMAGRO BASCH;1;9;MONCLOA-ARAVACA;901;CASA DE CAMPO;28008
09/01/2016;19:51:41;09/01/2016;19:53:33;57;BICICLETA PUBLICA;3687;USUARIO. NO HA RECIBIDO EL CORREO ELECTRONICO DE ALTA;291;CALLE;ALCALA;1;1;CENTRO;106;SOL;28014
09/01/2016;19:53:32;09/01/2016;19:55:04;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;MANUEL SILVELA;20;7;CHAMBERI;703;TRAFALGAR;28010
09/01/2016;19:56:41;11/01/2016;08:48:58;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;291;CALLE;DUQUE DE SESTO;2;4;SALAMANCA;402;GOYA;28009
09/01/2016;19:57:07;11/01/2016;12:33:56;14;EXTERNO;1986;EXTERNO;292;AVENIDA;ALBUFERA;73;13;PUENTE DE VALLECAS;1306;NUMANCIA;-1
09/01/2016;20:01:18;09/01/2016;20:06:45;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;MENDEZ ALVARO;1;2;ARGANZUELA;207;ATOCHA;28045
09/01/2016;20:10:12;09/01/2016;20:11:09;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;FUENCARRAL;106;1;CENTRO;104;JUSTICIA;28004
09/01/2016;20:28:39;09/01/2016;20:38:55;57;BICICLETA PUBLICA;3692;TOTEM. TARJETA DE USUARIO ATASCADA/ATRAPADA;291;CALLE;ALCALA;1;1;CENTRO;106;SOL;28014
05/01/2016;06:18:00;12/01/2016;23:20:15;44;R CUBO/CONT (PAPEL/VIDRIO) REPOS/REPARAC E;3426;REPARACION CONTENEDOR PAPEL (IGLU AZUL);291;CALLE;ORENSE;62;6;TETUAN;603;CASTILLEJOS;28020
05/01/2016;06:18:58;12/01/2016;23:21:30;44;R CUBO/CONT (PAPEL/VIDRIO) REPOS/REPARAC E;3426;REPARACION CONTENEDOR PAPEL (IGLU AZUL);291;CALLE;ORENSE;85;6;TETUAN;603;CASTILLEJOS;28020
05/01/2016;06:22:17;05/01/2016;17:13:59;2;ALUMBRADO PUBLICO EXTERIOR;3745;ALUMBRADO - 02. CALLE APAGADA (>1 FAROLA);291;CALLE;CAZORLA;7;13;PUENTE DE VALLECAS;1301;ENTREVIAS;28053
05/01/2016;06:22:47;08/01/2016;09:21:54;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;BURETA;37;21;BARAJAS;2105;CORRALEJOS;28042
05/01/2016;06:30:26;11/01/2016;22:49:36;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3358;AVERIADO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;ESPOZ Y MINA;7;1;CENTRO;106;SOL;28012
05/01/2016;06:31:44;11/01/2016;22:49:08;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3358;AVERIADO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;ESPOZ Y MINA;7;1;CENTRO;106;SOL;28012
05/01/2016;06:38:08;03/03/2016;17:15:19;57;BICICLETA PUBLICA;3704;ANCLAJE. SE ENGANCHA EN ANCLAJE EN ROJO;291;CALLE;SERRANO;5;4;SALAMANCA;401;RECOLETOS;28001
21/12/2015;11:50:15;25/01/2016;15:27:22;58;SEÑALIZACION;3589;VERTICAL. REPOSICION / REPARACION DE SEÑAL.;291;CALLE;CENTEN;6;11;CARABANCHEL;1106;BUENAVISTA;28054
21/12/2015;11:51:06;19/01/2016;08:21:50;59;SER;3601;PARQUIMETRO. FUERA DE SERVICIO;291;CALLE;ARZOBISPO MORCILLO;1;8;FUENCARRAL-EL PARDO;805;LA PAZ;28029
21/12/2015;11:57:48;11/02/2016;09:40:05;5;ARBOLADO VIARIO;2668;PLANTACION DE ARBOL EN ALCORQUE VACIO;291;CALLE;OCAÑA;1;10;LATINA;1004;ALUCHE;28047
21/12/2015;11:59:39;13/01/2016;14:54:04;59;SER;3600;PAGOS EN EFECTIVO. DEVOLUCION DINERO POR CANCELACION AUTORIZ;291;CALLE;GAZTAMBIDE;4;7;CHAMBERI;701;GAZTAMBIDE;28015
21/12/2015;12:05:35;08/01/2016;06:44:13;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;FRANCISCO LOZANO;1;9;MONCLOA-ARAVACA;902;ARGUELLES;28008
21/12/2015;12:07:45;18/01/2016;08:08:16;65;ZONAS VERDES Y BOCAS DE RIEGO;3321;OTRAS INCIDENCIAS EN ZONAS VERDES;292;AVENIDA;PIO XII;97;5;CHAMARTIN;506;CASTILLA;28036
21/12/2015;12:19:50;05/02/2016;13:11:33;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;GARCIA DE PAREDES;62;7;CHAMBERI;704;ALMAGRO;28010
21/12/2015;12:20:59;11/07/2016;08:11:24;50;MOBILIARIO URBANO;3543;INSTALACION MOBILIARIO VARIO;292;AVENIDA;MIGUEL HERNANDEZ;116;13;PUENTE DE VALLECAS;1304;PALOMERAS SURESTE;28018
21/12/2015;12:24:56;07/01/2016;07:38:16;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;292;AVENIDA;MONFORTE DE LEMOS;173;8;FUENCARRAL-EL PARDO;804;EL PILAR;28029
21/12/2015;12:44:16;10/03/2016;13:29:18;50;MOBILIARIO URBANO;3493;BOLARDO DESANCLADO;291;CALLE;PARVILLAS BAJAS;40;17;VILLAVERDE;1701;SAN ANDRES;28021
21/12/2015;12:44:17;13/04/2016;10:52:39;50;MOBILIARIO URBANO;3490;BANCO REPOSICION;292;AVENIDA;ALBUFERA;74;13;PUENTE DE VALLECAS;1302;SAN DIEGO;28038
21/12/2015;12:46:14;05/02/2016;13:11:14;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;BRETON DE LOS HERREROS;18;7;CHAMBERI;705;RIOS ROSAS;28003
21/12/2015;12:50:21;18/01/2016;07:38:22;58;SEÑALIZACION;3589;VERTICAL. REPOSICION / REPARACION DE SEÑAL.;292;AVENIDA;REAL DE PINTO;84;17;VILLAVERDE;1701;SAN ANDRES;28021
21/12/2015;13:14:23;22/01/2016;06:39:40;2;ALUMBRADO PUBLICO EXTERIOR;3751;ALUMBRADO - 08. OTRAS INCIDENCIAS;291;CALLE;GUAREÑA;12;10;LATINA;1007;LAS AGUILAS;28044
09/01/2016;20:29:02;12/01/2016;07:50:45;2;ALUMBRADO PUBLICO EXTERIOR;3745;ALUMBRADO - 02. CALLE APAGADA (>1 FAROLA);291;CALLE;MATILDE HERNANDEZ;57;11;CARABANCHEL;1104;VISTA ALEGRE;28025
09/01/2016;20:34:03;09/01/2016;20:42:31;57;BICICLETA PUBLICA;3563;ANCLAJE: NO SE PUEDE DESANCLAR BICI;294;PASEO;DELICIAS;92;2;ARGANZUELA;205;DELICIAS;28045
09/01/2016;20:34:09;09/01/2016;20:41:09;57;BICICLETA PUBLICA;3692;TOTEM. TARJETA DE USUARIO ATASCADA/ATRAPADA;291;CALLE;VELAZQUEZ;75;4;SALAMANCA;406;CASTELLANA;28006
09/01/2016;20:41:52;11/01/2016;13:54:16;46;R CUBO/CONT (TODO TIPO) VACIADO E;3430;VACIADO CUBO/CONTENEDOR NARANJA ORG;292;AVENIDA;BETANZOS;62;8;FUENCARRAL-EL PARDO;804;EL PILAR;28034
09/01/2016;20:45:47;12/01/2016;06:34:41;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;VELAZQUEZ;20;4;SALAMANCA;401;RECOLETOS;28001
09/01/2016;21:14:31;12/01/2016;08:57:59;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;ALDEA DEL FRESNO;5;2;ARGANZUELA;203;CHOPERA;28045
09/01/2016;21:29:47;09/01/2016;21:31:52;57;BICICLETA PUBLICA;3704;ANCLAJE. SE ENGANCHA EN ANCLAJE EN ROJO;291;CALLE;BRAVO MURILLO;1;7;CHAMBERI;702;ARAPILES;28015
05/01/2016;06:40:44;11/01/2016;22:33:17;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3373;RETIRADA POR ABANDONADO CUBO/CONTEN ORG_ENV 2 Y 4 RUEDAS;291;CALLE;MARQUES VIUDO DE PONTEJOS;5;1;CENTRO;106;SOL;28012
05/01/2016;06:42:24;12/01/2016;23:11:44;44;R CUBO/CONT (PAPEL/VIDRIO) REPOS/REPARAC E;3426;REPARACION CONTENEDOR PAPEL (IGLU AZUL);292;AVENIDA;MENENDEZ PELAYO;67;3;RETIRO;306;NIÑO JESUS;28009
05/01/2016;06:58:28;05/01/2016;07:00:30;57;BICICLETA PUBLICA;3561;BICLETA. VANDALISMO. ROBADA, PERDIDA O ABANDONADA.;291;CALLE;ISLA DE GOMERA;14;6;TETUAN;606;BERRUGUETE;28039
05/01/2016;06:58:57;05/01/2016;16:49:08;52;R RECOGIDA ANIMALES MUERTOS E;3547;RECOGIDA DE ANIMALES MUERTOS;291;CALLE;MARISCAL GUTIERREZ DE OTERO;4;17;VILLAVERDE;1701;SAN ANDRES;28021
05/01/2016;07:03:08;12/01/2016;23:10:15;44;R CUBO/CONT (PAPEL/VIDRIO) REPOS/REPARAC E;3426;REPARACION CONTENEDOR PAPEL (IGLU AZUL);292;AVENIDA;MENENDEZ PELAYO;9;3;RETIRO;304;IBIZA;28009
05/01/2016;07:15:10;11/01/2016;08:37:57;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3325;RECOGIDA ELEMENTOS ABANDONADOS EN ESPACIO PUBLICO;291;CALLE;FERROVIARIOS;5;12;USERA;1205;MOSCARDO;28026
05/01/2016;07:16:35;08/01/2016;09:57:32;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;CESAR MANRIQUE;1;8;FUENCARRAL-EL PARDO;803;PEÑA GRANDE;28035
05/01/2016;07:17:24;14/01/2016;07:57:40;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;TESEO;1;20;SAN BLAS;2008;EL SALVADOR;28027
05/01/2016;07:22:36;08/01/2016;13:13:30;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;FERNANDEZ CARO;23;15;CIUDAD LINEAL;1504;CONCEPCION;28027
05/01/2016;07:22:54;11/01/2016;22:32:43;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3379;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;HILERAS;6;1;CENTRO;106;SOL;28013
05/01/2016;07:23:30;12/01/2016;11:59:17;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3354;AVERIADO CUBO AMARILLO ENV 2 RUEDAS 240 L;291;CALLE;VALLEHERMOSO;64;7;CHAMBERI;702;ARAPILES;28015
05/01/2016;07:23:50;11/01/2016;22:29:44;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3379;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;CAMPOMANES;4;1;CENTRO;101;PALACIO;28013
05/01/2016;07:24:59;12/01/2016;11:58:27;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3358;AVERIADO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;VALLEHERMOSO;64;7;CHAMBERI;702;ARAPILES;28015
05/01/2016;07:25:12;11/01/2016;10:22:10;43;R CUBO/CONT (PAPEL/VIDRIO) NUEVO SUMINISTRO A;3459;CONTENEDOR VIDRIO (IGLU VERDE);291;CALLE;JAVIER DE MIGUEL;40;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;28018
05/01/2016;07:32:28;05/01/2016;07:39:49;57;BICICLETA PUBLICA;3561;BICLETA. VANDALISMO. ROBADA, PERDIDA O ABANDONADA.;294;PASEO;EMBARCADERO;0;9;MONCLOA-ARAVACA;901;CASA DE CAMPO;0
05/01/2016;07:34:34;11/01/2016;11:13:35;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;ATOCHA;82;1;CENTRO;102;EMBAJADORES;28012
05/01/2016;07:37:06;12/01/2016;23:12:48;44;R CUBO/CONT (PAPEL/VIDRIO) REPOS/REPARAC E;3426;REPARACION CONTENEDOR PAPEL (IGLU AZUL);292;AVENIDA;ALFONSO XIII;111;5;CHAMARTIN;504;HISPANOAMERICA;28016
05/01/2016;07:41:52;12/01/2016;03:52:26;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3358;AVERIADO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;SIRIO;50;3;RETIRO;303;ESTRELLA;28007
09/01/2016;21:43:46;09/01/2016;22:23:38;57;BICICLETA PUBLICA;3693;"TOTEM. MENSAJE EN PANTALLA ""PROCESANDO DATOS""";291;CALLE;ALCALA;1;1;CENTRO;106;SOL;28014
09/01/2016;21:44:06;11/01/2016;11:59:47;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;291;CALLE;AGUSTIN DE FOXA;18;5;CHAMARTIN;506;CASTILLA;28036
09/01/2016;21:48:02;09/01/2016;21:51:22;57;BICICLETA PUBLICA;3683;USUARIO. TARJETA DE USUARIO ROBADA;291;CALLE;ALCALA;1;1;CENTRO;106;SOL;28014
09/01/2016;22:24:44;09/01/2016;22:26:43;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;HORTALEZA;88;1;CENTRO;104;JUSTICIA;28004
09/01/2016;22:30:21;09/01/2016;22:34:00;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;HORTALEZA;88;1;CENTRO;104;JUSTICIA;28004
09/01/2016;22:31:30;12/01/2016;08:12:06;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;LUIS MITJANS;6;3;RETIRO;302;ADELFAS;28007
09/01/2016;22:40:21;10/01/2016;00:02:50;57;BICICLETA PUBLICA;3687;USUARIO. NO HA RECIBIDO EL CORREO ELECTRONICO DE ALTA;291;CALLE;ALCALA;1;1;CENTRO;106;SOL;28014
09/01/2016;22:40:34;12/01/2016;10:14:59;22;PAVIMENTOS;1845;OTROS;303;AUTOVIA;M-30;0;15;CIUDAD LINEAL;1509;COSTILLARES;28033
09/01/2016;22:43:06;09/01/2016;22:49:21;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;ALCALA;1;1;CENTRO;106;SOL;28014
09/01/2016;22:53:51;12/01/2016;08:36:01;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;ARGANDA;5;2;ARGANZUELA;202;ACACIAS;28005
09/01/2016;22:57:06;10/01/2016;18:10:38;2;ALUMBRADO PUBLICO EXTERIOR;3744;ALUMBRADO - 01. FAROLA APAGADA (1 FAROLA);291;CALLE;PINAR DEL REY;27;16;HORTALEZA;1604;PINAR DEL REY;28033
09/01/2016;23:02:40;09/01/2016;23:13:15;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;295;PLAZA;CONDE DEL VALLE DE SUCHIL;1;7;CHAMBERI;702;ARAPILES;28015
09/01/2016;23:23:01;13/01/2016;11:18:42;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;MAQUEDA;18;10;LATINA;1004;ALUCHE;28024
09/01/2016;23:29:48;11/01/2016;13:44:19;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;GALLO;24;19;VICALVARO;1902;AMBROZ;28032
10/01/2016;00:14:12;10/01/2016;00:40:59;57;BICICLETA PUBLICA;3703;ANCLAJE. SE ENGANCHA EN ANCLAJE APAGADO;291;CALLE;DIEGO DE LEON;1;4;SALAMANCA;406;CASTELLANA;28006
