Fichero actualizado a fecha: 2016-11-06 02:18:16
Nombre del Organismo,Descripción,DatosPersonales,Dirección,Calle,CodigoPostal,Localidad,Localidad,SoloClasificar,Teléfono,Telefax oficial,Fax,e-mail,Páginas de internet,Posicion,Información adicional,Directorio Superior,Identificador Directorio Superior,Identificador,ultimaActualizacion,Enlace al contenido,
"EEI Nuestra Señora de la Concha - Zamora (Zamora)",,"Escuela de Educación Infantil",,"Pza. San Julián del Mercado, s/n","49001","Zamora","1179469491795",,"980 530 554",,,,,"41.501120983152674#-5.744948387145996#88",,"Escuelas de Educación Infantil","1284291585013",1284291626860,20131105,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284291626860/DirectorioPadre",
"EEI Nuestra Señora de Altamira - Miranda de Ebro (Burgos)",,"Escuela de Educación Infantil",,"C/ Anduva, s/n","09200","Miranda de Ebro","1179297562001",,"947 310 373",,,,,"42.68246694641152#-2.939786911010742#88",,"Escuelas de Educación Infantil","1142233511494",1284292341435,20131111,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284292341435/DirectorioPadre",
"EEI Nuestra Señora de la Asunción - Rueda (Valladolid)",,"Escuela de Educación Infantil",,"C/ Cándido Pimentel, s/n","47490","Rueda","1179469283489",,"605 847 855",,,,,"41.408102115985486#-4.960627555847168#82",,"Escuelas de Educación Infantil","1284293317349",1284293413768,20131115,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284293413768/DirectorioPadre",
"EEI Pablo Montesino - Peñausende (Zamora)",,"Escuela de Educación Infantil",,"C/ San Basilio s/n","49028","Peñausende","1179469406980",,"980 533 531",,,,,"41.28567541457459#-5.865669250488281#88",,"Escuelas de Educación Infantil","1284291585013",1284291627793,20131105,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284291627793/DirectorioPadre",
"EEI Peña Amaya - Villadiego (Burgos)",,"Escuela de Educación Infantil",,"C/ Doctor Antonio Ruiz, s/n","09120","Villadiego","1179297697343",,"947 361 700",,,,,"42.51408850230946#-4.010717868804932#94",,"Escuelas de Educación Infantil","1142233511494",1284292411662,20131111,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284292411662/DirectorioPadre",
"EEI de Peñafiel - Peñafiel (Valladolid)",,"Escuela de Educación Infantil",,"C/ Calvario, s/n","47300","Peñafiel","1179469273430",,"983 880 318",,,,,"41.5959962890166#-4.124207496643066#82",,"Escuelas de Educación Infantil","1284293317349",1284293392140,20131115,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284293392140/DirectorioPadre",
"EEI Pequelandia - San Leonardo de Yagüe (Soria)",,"Escuela de Educación Infantil",,"Av. Mº Eugenia Martínez del Campo, 22","42140","San Leonardo de Yagüe","1179469193435",,"975 376 474",,,,,"41.777756#-1.9862942#88",,"Escuelas de Educación Infantil ","1284288769133",1284290135492,20131023,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284290135492/DirectorioPadre",
"EEI Pequepando - Villalpando (Zamora)",,"Escuela de Educación Infantil",,"C/ Cruces, s/n","49630","Villalpando","1179469484225",,"980 660 006",,,,,"41.86173073358213#-5.413169860839844#88",,"Escuelas de Educación Infantil","1284291585013",1284291629460,20131105,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284291629460/DirectorioPadre",
"EEI Peter Pan - Tordesillas (Valladolid)",,"Escuela de Educación Infantil",,"C/ San Miguel s/n","47100","Tordesillas","1179469304512",,"983 771 371",,,,,"41.502245913149316#-4.992427825927734#82",,"Escuelas de Educación Infantil","1284293317349",1284293414433,20131115,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284293414433/DirectorioPadre",
"EEI Piedra Machucana - Ávila (Ávila)",,"Escuela de Educación Infantil",,"C/ Santo Tomás, 1","05003","Ávila","1179297192481",,"920 257 748",,,,,"40.64769429722846#-4.690818786621094#82",,"Escuelas de Educación Infantil ","1284288980459",1284289728511,20131022,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284289728511/DirectorioPadre",
"EEI Pinto-Pinto - Laguna de Duero (Valladolid)",,"Escuela de Educación Infantil",,"C/ Miguel Jadraque Sánchez Ocaña","47140","Laguna de Duero","1179469259624",,"983 526 755",,,,,"41.582675903380476#-4.717168807983398#88",,"Escuelas de Educación Infantil","1284293317349",1284293418020,20131115,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284293418020/DirectorioPadre",
"EEI Platero - Valladolid (Valladolid)",,"Escuela de Educación Infantil",,"C/ Ecuador, 12","47014","Valladolid","1179469311668",,"983 473 085",,,,,"41.62910880189922#-4.74733829498291#88",,"Escuelas de Educación Infantil","1284293317349",1284293419033,20131115,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284293419033/DirectorioPadre",
"EEI Remigio Hernández Morán - Ledesma (Salamanca)",,"Escuela de Educación Infantil",,"C/ Calzada de San Pedro, 2","37100","Ledesma","1179298264641",,,,,,,"41.088084960417895#-5.999114513397217#82",,"Escuelas de Educación Infantil","1284292633362",1284292656429,20131112,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284292656429/DirectorioPadre",
"EEI San Bernardo - Salamanca (Salamanca)",,"Escuela de Educación Infantil",,"C/ Arapiles, 16","37007","Salamanca","1179298323669",,"923 222 419",,,,,"40.97043702991652#-5.672163963317871#88",,"Escuelas de Educación Infantil","1284292633362",1284292657214,20131112,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284292657214/DirectorioPadre",
"EEI San Francisco - Medina del Campo (Valladolid)",,"Escuela de Educación Infantil",,"Callejón de San Francisco, 4","47400","Medina del Campo","1179469263156",,"983 811 676",,,,,"41.30930879915936#-4.913592338562012#88",,"Escuelas de Educación Infantil","1284293317349",1284293420082,20131115,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284293420082/DirectorioPadre",
"EEI San Francisco de Asís - Béjar (Salamanca)",,"Escuela de Educación Infantil",,"C/ Monte Mario, s/n","37700","Béjar","1179298197469",,"923 402 121",,,,,"40.38493192982467#-5.751557350158691#76",,"Escuelas de Educación Infantil","1284292633362",1284292657852,20131112,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284292657852/DirectorioPadre",
"EEI Santa María La Mayor - Burgos",,"Escuela de Educación Infantil",,"C/ Severo Ochoa, s/n","09007","Burgos","1179297447246",,"947 224 907",,,,,"42.35302#-3.675576#94",,"Escuelas de Educación Infantil","1142233511494",1142233511522,20131107,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233511522/DirectorioPadre",
"EEI Santa Teresa Arco Iris - Aranda de Duero (Burgos)",,"Escuela de Educación Infantil",,"Avenida General Gutiérrez, 5","09400","Aranda de Duero","1179297429124",,"947 509 972",,,,,"41.658783#-3.6947916#88",,"Escuelas de Educación Infantil","1142233511494",1284292269864,20131108,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284292269864/DirectorioPadre",
"EEI de Simancas - Simancas (Valladolid)",,"Escuela de Educación Infantil",,"C/ Camino del Robladillo, s/n","47130","Peñafiel","1179469273430",,"983 590 864",,,,,"41.58964136352194#-4.83273983001709#88",,"Escuelas de Educación Infantil","1284293317349",1284293393199,20131115,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284293393199/DirectorioPadre",
"EEI Soletillos - Sotillo de la Adrada (Ávila)",,"Escuela de Educación Infantil",,"C/ Mártires s/n","05420","Sotillo de la Adrada","1179297278985",,"616 890 523",,,,,"40.29029630058813#-4.587950706481934#82",,"Escuelas de Educación Infantil ","1284288980459",1284289729788,20131022,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284289729788/DirectorioPadre",
"EEI de Soria",,"Escuela de Educación Infantil",,"C/ Cabildo de los Heros, 3","42005","Soria","1179469197687",,"975 232 044",,,,,"41.777756#-1.9862942#88",,"Escuelas de Educación Infantil ","1284288769133",1284289714092,20131023,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284289714092/DirectorioPadre",
"EEI Tambores de Paz - Cabezón de Pisuerga (Valladolid)",,"Escuela de Educación Infantil",,"C/ Las Eras, 1","47260","Cabezón de Pisuerga","1179469240492",,"617 398 111",,,,,"41.732123544018655#-4.646444320678711#88",,"Escuelas de Educación Infantil","1284293317349",1284293420709,20131115,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284293420709/DirectorioPadre",
"EEI Torrecaballitos - Torrecaballeros (Segovia)",,"Escuela de Educación Infantil",,"C/ Berrocales, 14","40160","Torrecaballeros","1179298569184",,"616 415 278",,,,,"40.99583620421239#-4.022283554077148#82",,"Escuelas de Educación Infantil","1284290778483",1284290789219,20131029,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284290789219/DirectorioPadre",
"EEI Traviesos - Cigales (Valladolid)",,"Escuela de Educación Infantil",,"Cra. Valoria del Alcor, s/n","47270","Cigales","1179469247111",,"983 586 660",,,,,"41.76199706041996#-4.702877998352051#88",,"Escuelas de Educación Infantil","1284293317349",1284293421156,20131115,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284293421156/DirectorioPadre",
"EEI Ulaquillos - Solsancho (Ávila)",,"Escuela de Educación Infantil",,"Pz. de las Escuelas, s/n","05130","Solosancho","1179297277611",,"920 291 141",,,,,"40.55130490650952#-4.90439772605896#82",,"Escuelas de Educación Infantil ","1284288980459",1284289700871,20131022,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284289700871/DirectorioPadre",
"EEI El Valle de los Pitufos - Almarza (Soria)",,"Escuela de Educación Infantil",,"C/ Plaza, 1","42169","Almarza","1179469105145",,"975 310 039",,,,,"41.777756#-1.9862942#88",,"Escuelas de Educación Infantil ","1284288769133",1284289712219,20131023,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284289712219/DirectorioPadre",
"EEI del Valle de Tobalina (Burgos)",,"Escuela de Educación Infantil",,"C/ Arroyo, s/n","09210","Valle de Tobalina","1179297681171",,"625 325 282",,,,,"42.79313328756228#-3.276071548461914#88",,"Escuelas de Educación Infantil","1142233511494",1284292403269,20131111,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284292403269/DirectorioPadre",
"EEI Veo Veo - Laguna de Duero (Valladolid)",,"Escuela de Educación Infantil",,"C/ Carmen Conde, 1","47140","Laguna de Duero","1179469259624",,"983 540 608",,,,,"41.57904843074762#-4.720344543457031#88",,"Escuelas de Educación Infantil","1284293317349",1284293421566,20131115,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284293421566/DirectorioPadre",
"EEI Vía de la Plata - Aldeatejada (Salamanca)",,"Escuela de Educación Infantil",,"C/ Ronda Sur, s/n","37187","Aldeatejada","1179298183232",,"923 341 426",,,,,"40.92314390647659#-5.694737434387207#82",,"Escuelas de Educación Infantil","1284292633362",1284292658854,20131112,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284292658854/DirectorioPadre",
"EEI Villa Alba de Tormes - Alba de Tormes (Salamanca)",,"Escuela de Educación Infantil",,"C/ Cuatropea, 48","37800","Alba de Tormes","1179298177187",,"923 370 223",,,,,"40.82335764687134#-5.512175559997559#88",,"Escuelas de Educación Infantil","1284292633362",1284292659150,20131112,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284292659150/DirectorioPadre",
"EEI Villa de los Peques - Villaverde de Íscar (Segovia)",,"Escuela de Educación Infantil",,"C/ Cañada, 24-26","40219","Villaverde de Iscar","1179298578794",,"921 167 110",,,,,"41.30653643074409#-4.529628753662109#88",,"Escuelas de Educación Infantil","1284290778483",1284290789552,20131029,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284290789552/DirectorioPadre",
"EEI Villacastín - Villacastín (Segovia)",,"Escuela de Educación Infantil",,"C/ Bodega, s/n","40150","Villacastín","1179298578511",,"687 869 471",,,,,"40.77878661253302#-4.410281181335449#88",,"Escuelas de Educación Infantil","1284290778483",1284290790141,20131029,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284290790141/DirectorioPadre",
"EEI Virgen de Castilviejo - Medina de Rioseco (Valladolid)",,"Escuela de Educación Infantil",,"C/ El Castillo, s/n","47800","Laguna de Duero","1179469259624",,"983 700 075",,,,,"41.880058039155365#-5.0446343421936035#88",,"Escuelas de Educación Infantil","1284293317349",1284293422271,20131115,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284293422271/DirectorioPadre",
"EEI Virgen de la Vega - Salamanca (Salamanca)",,"Escuela de Educación Infantil",,"Avda. de los Comuneros, 2","37003","Salamanca","1179298323669",,"923 223 287",,,,,"40.968687236923174#-5.654654502868652#88",,"Escuelas de Educación Infantil","1284292633362",1284292660330,20131112,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284292660330/DirectorioPadre",
"EEI Virgen del Canto - Toro (Zamora)",,"Escuela de Educación Infantil",,"Pseo. del Canto, 37","49800","Toro","1179469472195",,"980 690 740",,,,,"41.52078837099832#-5.401926040649414#88",,"Escuelas de Educación Infantil","1284291585013",1284291629714,20131105,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284291629714/DirectorioPadre",
"E.E.I. Virgen del Espino",,,"C/ Martel, 6 C.P. 42004 Soria (Soria)",,,,,,"975 221 741",,,,,,,"Escuelas de Educación Infantil","1142233559490",1142233559543,20081105,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233559543/DirectorioPadre",
"E.E.I. ""Virgen del Mirón""",,,"C/ Sanz Oliveros, s/n C.P. 42002 Soria (Soria)",,,,,,"975 212 609",,,,,,,"Escuelas de Educación Infantil","1142233559490",1142233559570,20081105,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233559570/DirectorioPadre",
"EEI Virgen del Espino - Soria",,"Escuela de Educación Infantil",,"C/ Martel, 6","42004","Soria","1179469197687",,"975 221 741",,,,,"41.777756#-1.9862942#88",,"Escuelas de Educación Infantil ","1284288769133",1284290174041,20131023,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284290174041/DirectorioPadre",
"EEI Virgen del Mirón - Soria",,"Escuela de Educación Infantil",,"C/ Sanz Oliveros, 5","42003","Soria","1179469197687",,"975 212 609",,,,,"41.777756#-1.9862942#88",,"Escuelas de Educación Infantil ","1284288769133",1284290175335,20131023,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284290175335/DirectorioPadre",
"EEI Zona Este - Zamora (Zamora)",,"Escuela de Educación Infantil",,"C/ Isla de Pallas, 1","49001","Zamora","1179469491795",,"980 510 080",,,,,"41.52078837099832#-5.401926040649414#88",,"Escuelas de Educación Infantil","1284291585013",1284291630402,20131105,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284291630402/DirectorioPadre",
"EEI 5 Lobitos - Zaratán (Valladolid)",,"Escuela de Educación Infantil",,"C/ Camino Palomares, s/n","47610","Zaratán","1179469328477",,"983 388 691",,,,,"41.65684989636093#-4.781370162963867#76",,"Escuelas de Educación Infantil","1284293317349",1284293422803,20131115,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284293422803/DirectorioPadre",
"EEI Apeninos-Guardo",,"Escuela de Educación Infantil",,"Avda. Santander, 2","34880","Guardo","1179298084384",,"979 851 920",,,,,"42.78901#-4.8386407#88",,"Escuelas de Educación Infantil ","1284288912411",1284289358473,20131016,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284289358473/DirectorioPadre",
"EEI Casilda Ordoñez - Palencia",,"Escuela de Educación Infantil",,"C/ Santa Eufemia, 33","34003","Palencia","1179298103860",,"979 701 287",,,,,"42.026215#-4.5347795#88",,"Escuelas de Educación Infantil ","1284288912411",1284289360757,20131016,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284289360757/DirectorioPadre",
"EEI José Antonio Celemín Terradillos - Venta de Baños (Palencia)",,"Escuela de Educación Infantil",,"C/ Churruca, 15","34200","Venta de Baños","1179298060901",,"979 761 214",,,,,"41.91732#-4.493341#88",,"Escuelas de Educación Infantil ","1284288912411",1284289368755,20131016,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284289368755/DirectorioPadre",
"EEI La Cometa-Aguilar de Campoo (Palencia)",,"Escuela de Educación Infantil",,"Ps. El Soto, s/n","34800","Aguilar de Campoo","1179298051138",,"979 126 049",,,,,"42.78892#-4.258426#88",,"Escuelas de Educación Infantil ","1284288912411",1284289371402,20131016,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284289371402/DirectorioPadre",
"EEI Leonor de Castilla - Villamuriel de Cerrato (Palencia)",,"Escuela de Educación Infantil",,"Avda. Gómez Manrique, s/n","34190","Villamuriel de Cerrato","1179298140262",,"979 777 875",,,,,"41.94699#-4.50658#88",,"Escuelas de Educación Infantil ","1284288912411",1284289372858,20131016,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284289372858/DirectorioPadre",
"EEI Maestros Rebollar y Rodríguez - San Cebrián de Campos (Palencia)",,"Escuela de Educación Infantil",,"C/ Maestros Rebollar y Rodríguez, s/n","34429","San Cebrián de Campos","1179298119765",,"979 154 178",,,,,"42.20183#-4.5308585#88",,"Escuelas de Educación Infantil ","1284288912411",1284289381941,20131016,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284289381941/DirectorioPadre",
"EEI Miguel de Unamuno - Palencia",,"Escuela de Educación Infantil",,"C/ Unamuno, 13","34004","Palencia","1179298103860",,"979 727 076",,,,,"42.00354#-4.520997#88",,"Escuelas de Educación Infantil ","1284288912411",1284289396110,20131016,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284289396110/DirectorioPadre",
"EEI Pan y Guindas - Palencia",,"Escuela de Educación Infantil",,"Pz. de la Marina, s/n","34003","Palencia","1179298103860",,"979 712 283",,,,,"42.01112#-4.532032#88",,"Escuelas de Educación Infantil ","1284288912411",1284289397338,20131016,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284289397338/DirectorioPadre",
"EEI de Villalobón (Palencia)",,"Escuela de Educación Infantil",,"C/ Camino Viejo de Valladolid, s/n","34419","Villalobón","1179298137404",,"979 765 273",,,,,,,"Escuelas de Educación Infantil ","1284288912411",1284289405976,20131016,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284289405976/DirectorioPadre",
"EEI Virgen del Carmen - Palencia",,"Escuela de Educación Infantil",,"C/ Nuestra Señora de Rocamador, 12","34002","Palencia","1179298103860",,"979 721 136",,,,,,,"Escuelas de Educación Infantil ","1284288912411",1284289413895,20131016,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284289413895/DirectorioPadre",
"EH Alfonso VIII - San Esteban de Gormaz (Soria)",,"Escuela Hogar - Residencia",,"C/ Calderón de la Barca, 8","42330","San Esteban de Gormaz","1179469189573",,"975 350 376",,"975 350 491",,,"41.570263#-3.2008212#88",,"Escuelas Hogar","1142233560412",1142233560573,20131023,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233560573/DirectorioPadre",
"EH García Royo - Ágreda (Soria)",,"Escuela Hogar - Residencia",,"C/ García Royo, s/n.","42100","Ágreda","1179469097200",,"976 647 297",,,,,"41.851326#-1.9277211#88",,"Escuelas Hogar","1142233560412",1142233560465,20131023,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233560465/DirectorioPadre",
"EH Julián Sáinz del Río - Arcos de Jalón (Soria)",,"Escuela Hogar - Residencia",,"C/ Sintex Obrador, 4","42250","Arcos de Jalón","1179469116617",,"975 320 569",,,,,"41.21528#-2.273988#88",,"Escuelas Hogar","1142233560412",1142233560519,20131023,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233560519/DirectorioPadre",
"EH La Saleta - Santa Mª La Real de Nieva (Segovia)",,"Escuela Hogar",,"C/ Mayor, 26","40440","Santa María La Real de Nieva","1179298557054",,"921 594 014",,,,,"41.082100807733106#-4.426846504211426#88",,"Escuela Hogar","1142233553743",1142233553768,20131105,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233553768/DirectorioPadre",
"E.H. ""Las Encinas""",,,"Avda. del Reino de León, 44. C.P. 24400 Ponferrada (León)",,,,,,"987 404 765",,,,,,,"Escuelas Hogar","1142233526783",1142233526836,20081119,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233526836/DirectorioPadre",
"EH Los Sitios - Ciudad Rodrigo (Salamanca)",,"Escuela Hogar",,"C/ Juan Arias, 3","37500","Ciudad Rodrigo","1179298231776",,"923 462 732",,,,,"40.59691219054059#-6.5348052978515625#88",,"Escuela Hogar","1284292632891",1142233546323,20131113,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233546323/DirectorioPadre",
"EH Madre de las Mercedes - Soria",,"Escuela Hogar - Residencia",,"Camino de las Casas, s/n","42002","Soria","1179469197687",,"975 222 459",,,,,"41.76782#-2.467939#88",,"Escuelas Hogar","1142233560412",1142233560438,20131023,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233560438/DirectorioPadre",
"E.H. ""Niño Jesús""",,,"Ctra. Carbajal, s/n. C.P. 24080 León (León)",,,,,,"987 245 490",,,,,,,"Escuelas Hogar","1142233526783",1142233526809,20081119,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233526809/DirectorioPadre",
"EH Nuestra Señora del Campanario - Almazán (Soria)",,"Escuela Hogar - Residencia",,"Ctra. de Madrid, s/n","42200","Almazán","1179469107806",,"975 300 328",,,,,"41.4807#-2.5288606#88",,"Escuelas Hogar","1142233560412",1142233560492,20131023,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233560492/DirectorioPadre",
"EH Nuestra Señora del Rosario - Berlanga de Duero (Soria)",,"Escuela Hogar - Residencia",,"C/ Ramón Cortés, s/n","42360","Berlanga de Duero","1179469122518",,"975 343 102",,,,,"41.464718#-2.8646915#88",,"Escuelas Hogar","1142233560412",1142233560546,20131023,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233560546/DirectorioPadre",
"EH Río Duero - Zamora (Zamora)",,"Escuela Hogar",,"Calle Cabañales, s/n","49027","Zamora","1179469491795",,"980 530 139",,,,,"41.49237800399966#-5.745677947998047#76",,"Escuela Hogar","1284291584837",1284291804990,20131106,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284291804990/DirectorioPadre",
"EH Santa Mª la Mayor - Burgos",,"Escuela Hogar / Residencia",,"Poligono Residencial Fuentes Blancas, s/n","09193","Burgos","1179297447246",,"947 484 643",,,,,"42.3341526616462#-3.631410598754883#88",,"Escuelas Hogar","1142233513909",1142233513937,20131111,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233513937/DirectorioPadre",
"EH Santa Marta - Santa Marta de Tormes (Salamanca)",,"Escuela Hogar",,"C/ Cañamares, s/n","37900","Santa Marta de Tormes","1179298334099",,"923 200 221",,,,,"40.947135056033986#-5.632381439208984#88",,"Escuela Hogar","1284292632891",1142233546352,20131113,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233546352/DirectorioPadre",
"EH Santísima Trinidad - El Tiemblo (Ávila)","Centro de Educación Especial","Escuela Hogar",,"C/ Molino Nuevo, 2","05270","Tiemblo (El)","1179297279520",,"918 625 111",,,,,"40.41754764334817#-4.502077102661133#88",,"Escuelas Hogar","1284291466367",1284291466645,20131105,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284291466645/DirectorioPadre",
"El Barco de Ávila",,,"C/ Eras, s/n C.P. 05600 El Barco de Ávila (Ávila)",,,,,,"920 340 027",,"920 341 329",,,,,"Centros de Salud Rurales de Ávila","1142233498399",1142233498479,20081124,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233498479/DirectorioPadre",
"El Barco de Ávila",,,"C/ Cordel de Extremadura, s/n C.P. 05600 El Barco de Ávila (Ávila)",,,,,,"920 340 017",,"920 340 543",,,,,"Secciones Agrarias Comarcales","1142233496972",1142233497023,20080818,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233497023/DirectorioPadre",
