"WORK_ORDER_NUMBER","WORK_ORDER_ACTIVITY_DESC","WORK_ORDER_ADDRESS","WORK_ORDER_INITIATED_DATE","WORK_ORDER_COMPLETED_DATE"
388134,"Concrete Work - Maintenance","4625 BULYEA RD NW  ",08/02/2012 15:31:00,08/01/2013 10:06:00
388135,"Concrete Work - Maintenance","3403 BULYEA CR NW  ",08/02/2012 15:32:00,08/01/2013 10:06:00
388136,"Concrete Work - Maintenance","4523 BULYEA RD NW  ",08/02/2012 15:33:00,08/01/2013 10:06:00
388137,"Concrete Work - Maintenance","4515 BULYEA RD NW  ",08/02/2012 15:34:00,08/01/2013 10:06:00
388138,"Concrete Work - Maintenance","4511 BULYEA RD NW  ",08/02/2012 15:34:00,08/01/2013 10:06:00
388139,"Concrete Work - Maintenance","4503 BULYEA RD NW  ",08/02/2012 15:35:00,08/01/2013 10:06:00
388140,"Concrete Work - Maintenance","4423 BULYEA RD NW  ",08/02/2012 15:36:00,08/01/2013 10:06:00
388141,"Concrete Work - Maintenance","3403 BUTTON RD NW  ",08/02/2012 15:37:00,08/01/2013 10:06:00
388142,"Concrete Work - Maintenance","3403 BUTTON RD NW  ",08/02/2012 15:38:00,08/01/2013 10:06:00
388143,"Concrete Work - Maintenance","  BULYEA RD NW  ",08/02/2012 15:39:00,08/01/2013 10:06:00
388167,"Concrete Work - Maintenance","  BULYEA RD NW  ",08/03/2012 07:46:00,08/01/2013 10:06:00
388193,"Concrete Work - Maintenance","3403 BOULTON RD NW  ",08/03/2012 09:31:00,08/01/2013 10:06:00
388198,"Concrete Work - Maintenance","4303 BULYEA RD NW  ",08/03/2012 09:35:00,08/01/2013 10:06:00
388200,"Concrete Work - Maintenance","4228 BRENTWOOD GR NW  ",08/03/2012 09:36:00,08/01/2013 10:06:00
388202,"Concrete Work - Maintenance","4232 BRENTWOOD GR NW  ",08/03/2012 09:38:00,08/01/2013 10:06:00
388203,"Concrete Work - Maintenance","4236 BRENTWOOD GR NW  ",08/03/2012 09:39:00,08/01/2013 10:06:00
388205,"Concrete Work - Maintenance","4236 BRENTWOOD GR NW  ",08/03/2012 09:40:00,08/01/2013 10:06:00
388206,"Concrete Work - Maintenance","4240 BRENTWOOD GR NW  ",08/03/2012 09:40:00,08/01/2013 10:06:00
388209,"Concrete Work - Maintenance","4252 BRENTWOOD GR NW  ",08/03/2012 09:42:00,08/01/2013 10:06:00
388213,"Concrete Work - Maintenance","4324 BRENTWOOD GR NW  ",08/03/2012 09:44:00,08/01/2013 10:06:00
388214,"Concrete Work - Maintenance","4328 BRENTWOOD GR NW  ",08/03/2012 09:45:00,08/01/2013 10:06:00
388215,"Concrete Work - Maintenance","4328 BRENTWOOD GR NW  ",08/03/2012 09:45:00,08/01/2013 10:06:00
388216,"Concrete Work - Maintenance","4344 BRENTWOOD GR NW  ",08/03/2012 09:46:00,08/01/2013 10:06:00
388217,"Concrete Work - Maintenance","4303 BULYEA RD NW  ",08/03/2012 09:47:00,08/01/2013 10:06:00
388232,"Concrete Work - Maintenance","4408 BRENTWOOD GR NW  ",08/03/2012 10:08:00,08/01/2013 10:06:00
388233,"Concrete Work - Maintenance","4408 BRENTWOOD GR NW  ",08/03/2012 10:08:00,08/01/2013 10:06:00
388234,"Concrete Work - Maintenance","4424 BRENTWOOD GR NW  ",08/03/2012 10:09:00,08/01/2013 10:06:00
385993,"Concrete Work - Maintenance","5039 NESBITT RD NW  ",07/18/2012 09:07:00,08/01/2013 09:30:00
386055,"Concrete Work - Maintenance","5043 NESBITT RD NW  ",07/18/2012 10:50:00,08/01/2013 09:30:00
386056,"Concrete Work - Maintenance","5051 NESBITT RD NW  ",07/18/2012 10:50:00,08/01/2013 09:30:00
386062,"Concrete Work - Maintenance","1602 7 ST NW  ",07/18/2012 10:55:00,08/01/2013 09:30:00
386273,"Traffic Parking & Assessment - Design, review and update (Non-Recoverable)"," 16 AV SW  ",07/19/2012 14:09:00,08/02/2013 14:00:00
388394,"Concrete Work - Maintenance","4903 BATCHELOR CR NW  ",08/07/2012 08:33:00,08/01/2013 10:25:00
388395,"Concrete Work - Maintenance","3207 BREEN RD NW  ",08/07/2012 08:35:00,08/01/2013 10:25:00
388396,"Concrete Work - Maintenance","3204 BREEN RD NW  ",08/07/2012 08:37:00,08/01/2013 10:25:00
388397,"Concrete Work - Maintenance","3204 BREEN RD NW  ",08/07/2012 08:38:00,08/01/2013 10:25:00
388400,"Concrete Work - Maintenance","3216 BREEN RD NW  ",08/07/2012 08:49:00,08/01/2013 10:25:00
388413,"Concrete Work - Maintenance","3227 BREEN CR NW  ",08/07/2012 08:56:00,08/01/2013 10:25:00
388419,"Concrete Work - Maintenance","3131 BREEN CR NW  ",08/07/2012 09:05:00,08/01/2013 10:25:00
388420,"Concrete Work - Maintenance","2616 CROWCHILD TR SW  ",08/07/2012 09:08:21,08/01/2013 08:59:00
388421,"Concrete Work - Maintenance","  19 AV SW  ",08/07/2012 09:13:03,08/01/2013 09:02:00
388422,"Concrete Work - Maintenance","2101 17A ST SW  ",08/07/2012 09:14:28,08/01/2013 09:02:00
388424,"Concrete Work - Maintenance","  17 AV SW  ",08/07/2012 09:16:24,08/01/2013 09:02:00
388425,"Concrete Work - Maintenance","  17 AV SW  ",08/07/2012 09:17:31,08/01/2013 09:02:00
388426,"Concrete Work - Maintenance","  17 AV SW  ",08/07/2012 09:18:25,08/01/2013 09:02:00
385546,"Concrete Work - Maintenance","330 18 AV NW  ",07/13/2012 14:35:00,08/01/2013 09:27:00
385547,"Concrete Work - Maintenance","328 18 AV NW  ",07/13/2012 14:36:00,08/01/2013 09:27:00
385549,"Concrete Work - Maintenance","328 18 AV NW  ",07/13/2012 14:36:00,08/01/2013 09:27:00
385603,"Investigation, Analysis, Contract Administration and overhead","  DEERFOOT TR SE  ",07/16/2012 07:13:42,11/26/2013 07:41:00
385604,"Investigation, Analysis, Contract Administration and overhead","  70 AV SW  ",07/16/2012 07:21:54,11/26/2013 07:41:00
385605,"Investigation, Analysis, Contract Administration and overhead","  CASTLERIDGE BV NE  ",07/16/2012 07:29:57,11/26/2013 07:41:00
385743,"Concrete Work - Maintenance","5304 BUCKTHORN RD NW  ",07/16/2012 14:33:00,08/01/2013 09:29:00
385744,"Concrete Work - Maintenance","5406 THORNBRIAR RD NW  ",07/16/2012 14:34:00,08/01/2013 09:29:00
385745,"Concrete Work - Maintenance","5420 THORNBRIAR RD NW  ",07/16/2012 14:35:00,08/01/2013 09:29:00
385749,"Concrete Work - Maintenance","5632 THORNCLIFFE DR NW  ",07/16/2012 14:50:00,08/01/2013 09:29:00
385751,"Concrete Work - Maintenance","1031 THORNEYCROFT DR NW  ",07/16/2012 14:51:00,08/01/2013 09:29:00
385924,"Concrete Work - Maintenance","5027 NESBITT RD NW  ",07/17/2012 15:29:00,08/01/2013 09:30:00
385925,"Concrete Work - Maintenance","5035 NESBITT RD NW  ",07/17/2012 15:31:00,08/01/2013 09:30:00
385932,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  4 ST SW  ",07/17/2012 16:31:00,01/29/2013 11:38:00
385936,"Traffic Detours - Investigation Process (Recoverable)","  4 ST SW  ",07/17/2012 18:10:00,01/29/2013 11:38:00
386129,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  BANNISTER RD SE  ",07/18/2012 16:37:43,01/28/2013 16:35:00
386208,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","6702 FAIRMOUNT DR SE  ",07/19/2012 09:54:00,11/27/2013 08:54:00
386443,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  1 ST SE  ",07/21/2012 08:19:43,01/10/2013 12:16:00
386444,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  CENTRE ST S  ",07/21/2012 08:20:01,01/10/2013 12:16:00
384337,"Concrete Work - Maintenance","2208 SIROCCO DR SW  ",07/04/2012 11:03:00,08/01/2013 09:32:00
384338,"Concrete Work - Maintenance","3239 SIGNAL HILL DR SW  ",07/04/2012 11:03:00,08/01/2013 09:32:00
384339,"Concrete Work - Maintenance","3215 SIGNAL HILL DR SW  ",07/04/2012 11:04:00,08/01/2013 09:32:00
384346,"Concrete Work - Maintenance","524 SIENNA PARK DR SW  ",07/04/2012 11:49:00,08/01/2013 09:32:00
384347,"Concrete Work - Maintenance","404 SIENNA PARK DR SW  ",07/04/2012 11:50:00,08/01/2013 09:32:00
384357,"Concrete Work - Maintenance","356 SIENNA PARK DR SW  ",07/04/2012 13:32:00,08/01/2013 09:32:00
384363,"Concrete Work - Maintenance","170 SIERRA NEVADA GR SW  ",07/04/2012 13:38:00,08/01/2013 09:32:00
384364,"Concrete Work - Maintenance","95 SIERRA NEVADA WY SW  ",07/04/2012 13:40:00,08/01/2013 09:32:00
384365,"Concrete Work - Maintenance","  SIERRA MADRE CR SW  ",07/04/2012 13:41:00,08/01/2013 09:32:00
384369,"Concrete Work - Maintenance","  SIERRA MORENA BV SW  ",07/04/2012 13:47:00,08/01/2013 09:32:00
384373,"Concrete Work - Maintenance","  SIERRA MORENA BV SW  ",07/04/2012 13:59:00,08/01/2013 09:32:00
384376,"Concrete Work - Maintenance","140 GORDON DR SW  ",07/04/2012 14:06:00,08/01/2013 09:32:00
384382,"Concrete Work - Maintenance","4411 46 AV SW  ",07/04/2012 14:14:00,08/01/2013 09:33:00
384392,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  MACLEOD TR SE  ",07/04/2012 14:40:00,01/10/2013 12:07:00
384394,"Concrete Work - Maintenance","  46 AV SW  ",07/04/2012 14:45:00,08/01/2013 09:33:00
384407,"Concrete Work - Maintenance","  46 AV SW  ",07/04/2012 15:17:00,08/01/2013 09:33:00
384411,"Concrete Work - Maintenance","  46 AV SW  ",07/04/2012 15:23:00,08/01/2013 09:33:00
384412,"Concrete Work - Maintenance","  46 AV SW  ",07/04/2012 15:27:00,08/01/2013 09:33:00
384413,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","345 6 AV SE  ",07/04/2012 15:27:14,01/09/2013 16:24:00
384414,"Concrete Work - Maintenance","  46 AV SW  ",07/04/2012 15:29:00,08/01/2013 09:33:00
384527,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  CANYON MEADOWS DR SW  ",07/05/2012 14:17:00,01/11/2013 13:44:00
384592,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","132 HADDON RD SW  ",07/06/2012 09:31:00,01/11/2013 13:44:00
384725,"Concrete Work - Maintenance","2015 36 ST SW  ",07/09/2012 10:34:00,08/01/2013 09:35:00
384726,"Concrete Work - Maintenance","2439 36 ST SW  ",07/09/2012 10:35:00,08/01/2013 09:35:00
384730,"Concrete Work - Maintenance","2603N 36 ST SW  ",07/09/2012 10:36:00,08/01/2013 09:35:00
384746,"Concrete Work - Maintenance","2636 36 ST SW  ",07/09/2012 11:17:00,08/01/2013 09:35:00
384747,"Concrete Work - Maintenance","  36 ST SW  ",07/09/2012 11:18:00,08/01/2013 09:35:00
384955,"Concrete Work - Maintenance","  RICHARD RD SW  ",07/10/2012 11:34:00,08/01/2013 09:35:00
384956,"Concrete Work - Maintenance","  RICHARD RD SW  ",07/10/2012 11:35:00,08/01/2013 09:35:00
384958,"Concrete Work - Maintenance","  RICHARD RD SW  ",07/10/2012 11:37:00,08/01/2013 09:35:00
384960,"Concrete Work - Maintenance","  63 AV SW  ",07/10/2012 11:39:00,08/01/2013 09:35:00
384443,"Screening Fence Repairs [m]","    ",07/05/2012 06:46:23,05/07/2013 15:33:00
385134,"Concrete Work - Maintenance","  8 AV NE  ",07/11/2012 14:41:00,08/01/2013 09:26:00
385135,"Concrete Work - Maintenance","  8 AV NE  ",07/11/2012 14:44:00,08/01/2013 09:26:00
385136,"Concrete Work - Maintenance","921 REMINGTON RD NE  ",07/11/2012 14:45:00,08/01/2013 09:26:00
385137,"Concrete Work - Maintenance","1153 REGENT CR NE  ",07/11/2012 14:46:00,08/01/2013 09:26:00
385139,"Concrete Work - Maintenance","1105 READER CR NE  ",07/11/2012 14:46:00,08/01/2013 09:26:00
385141,"Concrete Work - Maintenance","1132 RADNOR AV NE  ",07/11/2012 14:48:00,08/01/2013 09:26:00
385146,"Concrete Work - Maintenance","506 11 AV NE  ",07/11/2012 14:51:00,08/01/2013 09:26:00
385441,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","2990 CEDARBRAE DR SW  ",07/12/2012 19:50:40,01/11/2013 13:44:00
385513,"Concrete Work - Maintenance","126 27 AV NW  ",07/13/2012 11:04:00,08/01/2013 09:27:00
385610,"Investigation, Analysis, Contract Administration and overhead","  NOSE HILL DR NW  ",07/16/2012 07:52:26,11/26/2013 07:41:00
385636,"Concrete Work - Maintenance","463 22 AV NE  ",07/16/2012 10:09:00,08/01/2013 09:28:00
385638,"Concrete Work - Maintenance","467 22 AV NE  ",07/16/2012 10:25:00,08/01/2013 09:28:00
385642,"Concrete Work - Maintenance","627 21 AV NE  ",07/16/2012 10:28:00,08/01/2013 09:28:00
385644,"Concrete Work - Maintenance","  21 AV NE  ",07/16/2012 10:30:00,08/01/2013 09:28:00
385648,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  11 ST SW  ",07/16/2012 10:36:00,02/27/2013 10:00:00
385650,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",07/16/2012 10:36:00,02/27/2013 10:00:00
385651,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  11 ST SW  ",07/16/2012 10:36:00,02/27/2013 10:00:00
385652,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",07/16/2012 10:36:00,02/27/2013 10:00:00
385653,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",07/16/2012 10:36:00,02/27/2013 10:00:00
371955,"Gravel Lane Washout Clean-up [#locations(width column)][m3]","    ",03/28/2012 15:56:00,03/13/2013 13:51:00
384655,"Investigation, Analysis, Contract Administration and overhead","  CENTRE ST N  ",07/09/2012 06:51:42,11/26/2013 07:41:00
384656,"Investigation, Analysis, Contract Administration and overhead","    ",07/09/2012 06:56:03,11/26/2013 07:41:00
385043,"Investigation, Analysis, Contract Administration and overhead","    ",07/10/2012 15:34:51,11/27/2013 14:47:00
385045,"Investigation, Analysis, Contract Administration and overhead","  NOSE HILL DR NW  ",07/10/2012 15:38:24,11/27/2013 14:47:00
385929,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","514 11 AV SW 100",07/17/2012 16:00:00,01/10/2013 12:07:00
386057,"Concrete Work - Maintenance","5067 NESBITT RD NW  ",07/18/2012 10:51:00,08/01/2013 09:30:00
384605,"Signs Field Ops - Sign Repair/replace missing or damaged signs","    ",07/06/2012 11:31:00,02/16/2013 09:12:00
384753,"Traffic Assessment - Design, Review and Update (Recoverable)

","  17 AV SE  ",07/09/2012 11:51:58,03/07/2013 12:00:00
381092,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  MACLEOD TR SW  ",06/05/2012 15:36:54,01/28/2013 15:23:00
384957,"Concrete Work - Maintenance","  RICHARD RD SW  ",07/10/2012 11:36:00,08/01/2013 09:35:00
384959,"Concrete Work - Maintenance","  50 AV SW  ",07/10/2012 11:38:00,08/01/2013 09:35:00
385013,"Concrete Work - Maintenance","  EDMONTON TR NE  ",07/10/2012 13:57:00,08/01/2013 09:23:00
385014,"Concrete Work - Maintenance","  EDMONTON TR NE  ",07/10/2012 14:45:00,08/01/2013 09:23:00
385015,"Concrete Work - Maintenance","  EDMONTON TR NE  ",07/10/2012 14:45:00,08/01/2013 09:23:00
385016,"Concrete Work - Maintenance","  EDMONTON TR NE  ",07/10/2012 14:46:00,08/01/2013 09:23:00
385017,"Concrete Work - Maintenance","  EDMONTON TR NE  ",07/10/2012 14:47:00,08/01/2013 09:23:00
385024,"Concrete Work - Maintenance","414 7 ST NE  ",07/10/2012 15:05:00,08/01/2013 09:23:00
385027,"Concrete Work - Maintenance","228 7 ST NE  ",07/10/2012 15:07:00,08/01/2013 09:23:00
385028,"Concrete Work - Maintenance","519 8 ST NE  ",07/10/2012 15:08:00,08/01/2013 09:23:00
385029,"Concrete Work - Maintenance","519 8 ST NE  ",07/10/2012 15:10:00,08/01/2013 09:23:00
385030,"Concrete Work - Maintenance","440 9 ST NE  ",07/10/2012 15:10:00,08/01/2013 09:23:00
385031,"Concrete Work - Maintenance","440 9 ST NE  ",07/10/2012 15:11:00,08/01/2013 09:23:00
385190,"Signs Field Ops - Detours set up / take down, used with street use permits for prepaid setups based on unit rates.","  26 AV SW  ",07/12/2012 09:00:00,01/11/2013 13:44:00
385243,"Concrete Work - Maintenance","718 5 ST NE  ",07/12/2012 10:02:00,08/01/2013 09:26:00
385246,"Concrete Work - Maintenance","415 EDMONTON TR NE  ",07/12/2012 10:05:00,08/01/2013 09:26:00
384333,"Concrete Work - Maintenance","2196 SIROCCO DR SW  ",07/04/2012 10:56:00,08/01/2013 09:32:00
384342,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  ANDERSON STATION WY SW  ",07/04/2012 11:15:00,01/11/2013 13:43:00
384533,"Concrete Work - Maintenance","  13 AV SW  ",07/05/2012 14:29:00,08/01/2013 09:33:00
384535,"Concrete Work - Maintenance","  39 ST SW  ",07/05/2012 14:34:00,08/01/2013 09:33:00
384538,"Concrete Work - Maintenance","  8 AV SW  ",07/05/2012 14:43:00,08/01/2013 09:33:00
384542,"Concrete Work - Maintenance","908 42 ST SW  ",07/05/2012 14:47:00,08/01/2013 09:33:00
384549,"Concrete Work - Maintenance","31 ROSSMERE RD SW  ",07/05/2012 15:18:00,08/01/2013 09:34:00
384551,"Concrete Work - Maintenance","5010 SPRUCE DR SW  ",07/05/2012 15:26:00,08/01/2013 09:34:00
384552,"Concrete Work - Maintenance","4 WILDWOOD DR SW  ",07/05/2012 15:27:00,08/01/2013 09:34:00
384553,"Concrete Work - Maintenance","27 WILDWOOD DR SW  ",07/05/2012 15:28:00,08/01/2013 09:34:00
384555,"Concrete Work - Maintenance","424 38 ST SW  ",07/05/2012 15:32:00,08/01/2013 09:34:00
384556,"Concrete Work - Maintenance","416 38 ST SW  ",07/05/2012 15:33:00,08/01/2013 09:34:00
384557,"Concrete Work - Maintenance","632 36 ST SW  ",07/05/2012 15:34:00,08/01/2013 09:34:00
384559,"Concrete Work - Maintenance","  3 AV SW  ",07/05/2012 15:35:00,08/01/2013 09:34:00
385035,"Concrete Work - Maintenance","1105 1 AV NE  ",07/10/2012 15:22:00,08/01/2013 09:23:00
385036,"Concrete Work - Maintenance","1105 1 AV NE  ",07/10/2012 15:23:00,08/01/2013 09:23:00
385039,"Concrete Work - Maintenance","415 11A ST NE  ",07/10/2012 15:25:00,08/01/2013 09:23:00
385040,"Concrete Work - Maintenance","221 12A ST NE  ",07/10/2012 15:26:00,08/01/2013 09:23:00
385127,"Install, replace, modify, or remove a Signal (Base)","  CRANSTON AV SE  ",07/11/2012 14:12:00,03/19/2013 13:00:00
384366,"Concrete Work - Maintenance","604 SIERRA MORENA PL SW  ",07/04/2012 13:46:00,08/01/2013 09:32:00
384408,"Concrete Work - Maintenance","  46 AV SW  ",07/04/2012 15:20:00,08/01/2013 09:33:00
384410,"Concrete Work - Maintenance","  46 AV SW  ",07/04/2012 15:21:00,08/01/2013 09:33:00
384426,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  4 ST SE  ",07/04/2012 16:41:37,01/10/2013 12:25:00
384445,"Investigation, Analysis, Contract Administration and overhead","  ACADIA DR SE  ",07/05/2012 07:15:45,11/26/2013 07:41:00
384446,"Concrete Work - Maintenance","  46 AV SW  ",07/05/2012 07:58:00,08/01/2013 09:33:00
384543,"Investigation, Analysis, Contract Administration and overhead","  36 ST SE  ",07/05/2012 14:53:35,11/26/2013 07:41:00
384774,"Concrete Work - Maintenance","2011 35 ST SW  ",07/09/2012 13:45:00,08/01/2013 09:35:00
384776,"Concrete Work - Maintenance","3008 35 ST SW  ",07/09/2012 13:47:00,08/01/2013 09:35:00
384804,"Concrete Work - Maintenance","2439 34 ST SW  ",07/09/2012 15:36:00,08/01/2013 09:35:00
384836,"Concrete Work - Maintenance","2005 32 ST SW  ",07/10/2012 08:17:00,08/01/2013 09:35:00
384837,"Concrete Work - Maintenance","2609 32 ST SW  ",07/10/2012 08:18:00,08/01/2013 09:35:00
384838,"Concrete Work - Maintenance","3116 28 AV SW  ",07/10/2012 08:19:00,08/01/2013 09:35:00
384849,"Concrete Work - Maintenance","2640 26A ST SW  ",07/10/2012 08:30:00,08/01/2013 09:35:00
384852,"Concrete Work - Maintenance","2218 26A ST SW  ",07/10/2012 08:44:00,08/01/2013 09:35:00
384853,"Concrete Work - Maintenance","2437 26A ST SW  ",07/10/2012 08:46:00,08/01/2013 09:35:00
384854,"Concrete Work - Maintenance","2806 26A ST SW  ",07/10/2012 08:47:00,08/01/2013 09:35:00
384855,"Concrete Work - Maintenance","2824 26 ST SW  ",07/10/2012 08:48:00,08/01/2013 09:35:00
384856,"Concrete Work - Maintenance","2801 26 ST SW  ",07/10/2012 08:49:00,08/01/2013 09:35:00
384858,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  17 AV SW  ",07/10/2012 08:57:00,01/11/2013 13:44:00
385048,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  33 ST SW  ",07/10/2012 15:45:00,01/11/2013 13:44:00
385119,"Signs Field Ops - Detours set up / take down, used with street use permits for prepaid setups based on unit rates.","  49 AV SW  ",07/11/2012 11:46:00,01/11/2013 13:44:00
384359,"Concrete Work - Maintenance","328 SIERRA MORENA GR SW  ",07/04/2012 13:34:00,08/01/2013 09:32:00
384361,"Concrete Work - Maintenance","6518 SIERRA MORENA BV SW  ",07/04/2012 13:35:00,08/01/2013 09:32:00
384362,"Concrete Work - Maintenance","92 SIERRA MORENA LD SW  ",07/04/2012 13:36:00,08/01/2013 09:32:00
384449,"Concrete Work - Maintenance","4548 46 AV SW  ",07/05/2012 08:09:00,08/01/2013 09:33:00
384486,"Concrete Work - Maintenance","112 GLENPATRICK DR SW  ",07/05/2012 10:55:00,08/01/2013 09:33:00
384491,"Traffic Detours - Investigation process (Non-Recoverable)","    ",07/05/2012 11:08:00,01/10/2013 12:09:00
384494,"Concrete Work - Maintenance","3312 41 ST SW  ",07/05/2012 11:22:00,08/01/2013 09:33:00
384501,"Concrete Work - Maintenance","2611 38 ST SW  ",07/05/2012 11:38:00,08/01/2013 09:33:00
384506,"Concrete Work - Maintenance","4511 GROVE HILL RD SW  ",07/05/2012 11:43:00,08/01/2013 09:33:00
384507,"Concrete Work - Maintenance","6 GROVE HILL PL SW  ",07/05/2012 11:45:00,08/01/2013 09:33:00
384508,"Concrete Work - Maintenance","1143 45 ST SW  ",07/05/2012 11:46:00,08/01/2013 09:33:00
385129,"Install Traffic Signal Electrical Device (i.e. cabinet, wiring)","  CRANSTON AV SE  ",07/11/2012 14:19:00,03/19/2013 13:00:00
385130,"Install Traffic Signal Head / Crosswalk or AWF Beacon","  CRANSTON AV SE  ",07/11/2012 14:22:00,03/19/2013 13:00:00
385132,"Concrete Work - Maintenance","1319 COLGROVE AV NE  ",07/11/2012 14:40:00,08/01/2013 09:23:00
385140,"Concrete Work - Maintenance","1018 RUNDLE CR NE  ",07/11/2012 14:47:00,08/01/2013 09:26:00
385144,"Concrete Work - Maintenance","1439 RICHLAND RD NE  ",07/11/2012 14:49:00,08/01/2013 09:26:00
385145,"Concrete Work - Maintenance","506 11 AV NE  ",07/11/2012 14:50:00,08/01/2013 09:26:00
385436,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","345 6 AV SE  ",07/12/2012 15:39:27,01/09/2013 16:24:00
385570,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  10 AV SE  ",07/13/2012 16:11:06,01/10/2013 12:07:00
385626,"Concrete Work - Maintenance","403 28 AV NE  ",07/16/2012 09:22:00,08/01/2013 09:28:00
385627,"Concrete Work - Maintenance","418 29 AV NE  ",07/16/2012 09:40:00,08/01/2013 09:28:00
384343,"Traffic Detours - Investigation Process (Recoverable)","  ANDERSON STATION WY SW  ",07/04/2012 11:27:00,01/11/2013 13:43:00
384513,"Roads PDOR","    ",07/05/2012 12:05:00,05/07/2013 15:26:00
384701,"Concrete Work - Maintenance","  8 AV SW  ",07/09/2012 09:34:00,08/01/2013 09:34:00
384702,"Concrete Work - Maintenance","  24 ST SW  ",07/09/2012 09:36:00,08/01/2013 09:35:00
384708,"Concrete Work - Maintenance","1403 27 ST SW  ",07/09/2012 09:40:00,08/01/2013 09:35:00
384712,"Concrete Work - Maintenance","3112 13 AV SW  ",07/09/2012 09:44:00,08/01/2013 09:35:00
384850,"Concrete Work - Maintenance","2640 26A ST SW  ",07/10/2012 08:34:00,08/01/2013 09:35:00
384851,"Concrete Work - Maintenance","2640 26A ST SW  ",07/10/2012 08:36:00,08/01/2013 09:35:00
384925,"Concrete Work - Maintenance","2619 24A ST SW  ",07/10/2012 10:44:00,08/01/2013 09:35:00
384961,"Concrete Work - Maintenance","6919 LEFROY CO SW  ",07/10/2012 11:40:00,08/01/2013 09:35:00
384992,"Concrete Work - Maintenance","1171 BOW VALLEY LN NE  ",07/10/2012 13:32:00,08/01/2013 09:23:00
384993,"Concrete Work - Maintenance","1171 BOW VALLEY LN NE  ",07/10/2012 13:33:00,08/01/2013 09:23:00
385294,"Concrete Work - Maintenance","  10 AV NE  ",07/12/2012 11:38:00,08/01/2013 09:25:00
385298,"Concrete Work - Maintenance","117 9 AV NE  ",07/12/2012 11:40:00,08/01/2013 09:25:00
385468,"Concrete Work - Maintenance","731 5 ST NW  ",07/13/2012 09:50:00,08/01/2013 09:26:00
385469,"Concrete Work - Maintenance","734 4A ST NW  ",07/13/2012 09:51:00,08/01/2013 09:26:00
385244,"Concrete Work - Maintenance","801 4 ST NE  ",07/12/2012 10:03:00,08/01/2013 09:26:00
385245,"Concrete Work - Maintenance","824 EDMONTON TR NE  ",07/12/2012 10:04:00,08/01/2013 09:26:00
385247,"Concrete Work - Maintenance","423 3 AV NE  ",07/12/2012 10:06:00,08/01/2013 09:26:00
385248,"Concrete Work - Maintenance","416 1 AV NE  ",07/12/2012 10:08:00,08/01/2013 09:26:00
385249,"Concrete Work - Maintenance","224 3 AV NE  ",07/12/2012 10:08:00,08/01/2013 09:26:00
385250,"Concrete Work - Maintenance","234 3 AV NE  ",07/12/2012 10:10:00,08/01/2013 09:26:00
385252,"Concrete Work - Maintenance","308 1 ST NE  ",07/12/2012 10:11:00,08/01/2013 09:26:00
385253,"Concrete Work - Maintenance","207 8 AV NE  ",07/12/2012 10:11:00,08/01/2013 09:26:00
385254,"Concrete Work - Maintenance","207 8 AV NE  ",07/12/2012 10:13:00,08/01/2013 09:26:00
385255,"Concrete Work - Maintenance","209 8 AV NE  ",07/12/2012 10:14:00,08/01/2013 09:26:00
385256,"Concrete Work - Maintenance","231 8 AV NE  ",07/12/2012 10:15:00,08/01/2013 09:26:00
385261,"Concrete Work - Maintenance","1001 2 ST NE  ",07/12/2012 10:22:00,08/01/2013 09:26:00
385266,"Concrete Work - Maintenance","  9 AV NE  ",07/12/2012 10:27:00,08/01/2013 09:25:00
385401,"Concrete Work - Maintenance","  CENTRE ST N  ",07/12/2012 14:27:00,08/01/2013 09:26:00
