id,title,description,streetAddress,postalCode,addressLocality,telefonos,fax,email,url,image,logo,socioHoreca,accesibilidad,comment,categoria,habitaciones,camas,geometry,lastUpdated,link
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1109","PENSIÓN YOLI","C/ La Parra, 5 - Barrio de Casetas <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 77 27 35","C/ La Parra, 5 - Barrio de Casetas","50620","Casetas","976 77 27 35","976 77 27 35","info@mesonyoli.com","http://www.mesonyoli.com","","","true","","Habitaciones con lavabo","Pensión","9","11","664117.96 4620693.41",2016-04-13T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1109&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/2124","HOTEL IBIS STYLES ZARAGOZA RAMIRO I","C/ Coso, 123 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 29 82 00","C/ Coso, 123","50001","Zaragoza","976 29 82 00","976 39 89 52","H8521@accor.com","http://www.ibis.com/es/hotel-8521-ibis-styles-zaragoza-ramiro-i/index.shtml","","","true","<div><img alt="""" src=""/cont/paginas/sinbarreras/img/icono_acomp1.jpg""/> Accesible con Acompañante</div><ul><li><strong>Aparcamiento</strong>: No dispone</li><li><strong>Acceso</strong>: Entrada adaptada. Puertas automáticas</li><li><strong>Movilidad en el interior del edificio:</strong><ul><li><strong>Zonas comunes:</strong><ul><li> Las estancias de hotel, restaurante y cafetería son accesibles</li><li>Espacios Amplios: Sí</li><li>Ascensor Adaptado:Sí</li></ul></li><li><strong>Habitaciones:</strong><ul><li> Habitaciones Adaptadas: Dispone de 2</li><li>Puertas: Ancho 80 cm</li><li>Espacios Amplios. Sí, no hay dificultad de giro </li><li>Aseos Adaptados: Sí. Ducha a cota cero con banqueta. El wc tiene alza elevadora y cuenta con barra fija y abatible. El lavabo está suspendido en la pared. Espejo con suficiente inclinación</li></ul></li></ul></li></ul><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>","69 habitaciones, renovadas en el 2002, con conexión a ordenador, tv interactiva, vía satélite, baño completo, secador de pelo, antena parabólica, minibar, servicio de lavandería y de habitaciones, aire acondicionado, calefacción, teléfono. Entre sus instalaciones se encuentran salones de convenciones, cafetería y garaje en el propio edificio. Establecimiento preparado para minusválidos. Admite animales","Hotel 3 estrellas","69","131","677093.0 4613461.71",2016-04-13T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=2124&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/27916","HOSTAL ARENAL","C/ Concepción Arenal, 5 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 97 48 86","C/ Concepción Arenal, 5","50005","Zaragoza","976 97 48 86","","","http://www.hostalarenal.com","","","","","","Hostal","20","25","",2016-04-06T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=27916&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/13241","HOTEL COGULLADA","C/ Alberto Einstein, 3 - Polígono Cogullada <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 47 02 50","C/ Alberto Einstein, 3 - Polígono Cogullada","50014","Zaragoza","976 47 02 50","976 47 24 19","reservas@hotelcogullada.com","http://www.hotelcogullada.com","","","true","","Parking propio y aparcamiento para camiones y trailer.","Hotel 1 estrella","95","111","678094.12 4615620.66",2016-04-06T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=13241&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/153","HOTEL EL CISNE","Ctra. de Madrid - Barcelona N-II, Km.309. <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 33 20 00","Ctra. de Madrid - Barcelona N-II, Km.309.","50012","Zaragoza","976 33 20 00","976 33 22 05","info@hotelcisne.com","http://www.hotelcisne.com","","","true","<p><strong>Accesibilidad: </strong></p><ul><li>Dispone de 1 habitación adaptada para personas con movilidad reducida. </li></ul><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>","El Hotel El Cisne se ha convertido en un moderno establecimiento, estratégicamente situado a 1 km de la Feria de Muestras y de la Plataforma Logística Plaza, así como a diez minutos del centro comercial de la ciudad, por lo que se encuentra en una localización ideal para sus reuniones, convenciones, 
Disponemos, a parte de amplios salones para reuniones y convenciones, de 68 confortables habitaciones, completamente equipadas.
- Amplios salones con capacidad de 10 a 400 personas. 
- Espaciosa zona de aparcamiento. 
- Acogedor entorno que ofrece amplias posibilidades.


The Hotel El Cisne is a modern establishment just 1 km from the Zaragoza Trade Fair and Exhibition Centre, the PLAZA logistics centre and ten minutes from the commercial centre of the city. It is an excellent location for meetings, conferences and similar events.
As well as the events and function rooms, there are 68 fully equipped bedrooms:

- Function rooms for 10 - 400 people 
- Large car park 
- A welcoming environment with many possibilities","Hotel 3 estrellas","69","118","665793.55 4610176.36",2016-04-06T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=153&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/12801","PENSION ROMA","C/ Duquesa Villahermosa, 4, esc. izda., 5º A-B-C, 6º B-C <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 33 81 31","C/ Duquesa Villahermosa, 4, esc. izda., 5º A-B-C, 6º B-C","50010","Zaragoza","976 33 81 31","976 32 79 54","mlj@shm.es","http://www.shm.es/pensionroma","","","true","","Habitaciones con baño, ducha o lavabo.","Pensión","20","30","675001.37 4613172.78",2016-04-05T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=12801&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/12818","ALBERGUE JUVENIL BALTASAR GRACIÁN","C/ Franco y López, 4 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 30 66 92","C/ Franco y López, 4","50005","Zaragoza","976 30 66 92","976 71 68 52","balta@aragon.es","http://www.alberguesdearagon.com","","","true","","Teléfono de reservas: 902 08 89 05","Albergue","12","46","674954.44 4612845.73",2015-04-11T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=12818&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/180","HOTEL AVENIDA","Avda. César Augusto, 55 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 43 93 00","Avda. César Augusto, 55","50003","Zaragoza","976 43 93 00","976 43 93 64","info@hotelavenida-zaragoza.com","http://www.hotelavenida-zaragoza.com","","","true","<div><img src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" alt=""Accesible""/> Accesible </div><ul><li><strong>Aparcamiento</strong>: Plazas concertadas con el Parking Cesaraugusta </li><li><strong>Acceso</strong>:  A Cota cero. Puerta automática adaptada en anchura </li><li><strong>Movilidad en el interior del edificio:</strong><ul><li><strong>Zonas comunes:</strong><ul><li> Recepción con mostrador adaptado en altura</li><li>Espacios Amplios: Sí</li><li>Espacios Amplios: Pavimento antideslizante</li><li>Ascensor Adaptado: Sí. Con barras. Botonera adaptada en altura y numeración en  braille. Bien iluminado.</li><li>Cafetería/Restaurante: Acceso adaptado. Mesas adaptadas en altura.     </li></ul></li><li><strong>Habitaciones:</strong><ul><li>Habitaciones Adaptadas: Dispone de 1.</li><li>Puertas: Adaptadas en anchura.</li><li>Espacios Amplios. Sí, no hay dificultad de giro </li><li>Aseos Adaptados: Sí.  Ducha a cota cero con barras y silla auxiliar. El wc con barras abatibles y espacio para transferencia lateral. Lavabo suspendido y espejo inclinado</li></ul></li></ul></li></ul><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>","","Hotel 2 estrellas","91","155","676284.39 4613869.81",2016-04-05T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=180&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/5306","HOTEL GRAN VÍA","Pº Gran Vía, 38 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 22 92 13","Pº Gran Vía, 38","50005","Zaragoza","976 22 92 13","976 22 92 13","info@granviahotel.com","http://www.granviahotel.com","","","true","<div><img src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" alt=""Accesible""/> Accesible </div><ul><li><strong>Aparcamiento</strong>: Concertado con el parking de Hernán Cortés. Con plazas reservadas.</li><li><strong>Acceso</strong>: Rampa a ras del suelo. Doble Puerta abatible.  </li><li><strong>Movilidad en el interior del edificio:</strong><ul><li><strong>Zonas comunes:</strong><ul><li> Recepción con mostrador no adaptado en altura</li><li>Espacios Amplios: Sí</li><li>Ascensor Adaptado: Sí</li><li>Pasillo con moqueta  </li><li>Cafetería/Restaurante: Acceso al ras sin puertas. Buffet desayuno adaptado en altura</li><li>Aseo adaptado unisex en planta -1</li></ul></li><li><strong>Habitaciones:</strong><ul><li>Habitaciones Adaptadas: Dispone de 1.</li><li>Puertas: Adaptadas en anchura.</li><li>Armarios: Adaptados</li><li>Espacios Amplios. Sí, no hay dificultad de giro </li><li>Aseos Adaptados: Sí. Ducha de hidromasaje cota cero con barras y&nbsp; banqueta regulable en altura . El wc con adaptado con barra fija y abatible. Lavabo suspendido y espejo inclinado</li></ul></li></ul></li></ul><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>","Ofrece desayunos sin gluten","Hotel 3 estrellas","44","68","675730.71 4612763.97",2016-04-13T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=5306&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1102","HOTEL CATALONIA EL PILAR","C/ Manifestación, 16 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 20 58 58","C/ Manifestación, 16","50003","Zaragoza","976 20 58 58","","elpilar@hoteles-catalonia.es","http://www.hoteles-catalonia.es","","","true","<div><img src=""/cont/paginas/sinbarreras/img/icono_acomp1.jpg"" alt=""Accesible con Acompañante""/> Accesible con Acompañante</div><ul><li><strong>Aparcamiento</strong>: No     </li><li><strong>Acceso</strong>: Rampa con escalón salvable con acompañante. Puerta principal giratoria con escalón. Puerta accesible por la cafetería, se abre por dentro.</li><li><strong>Movilidad en el interior del edificio:</strong><ul><li><strong>Zonas comunes:</strong><ul><li> Recepción con mostrador  adaptado: Sí</li><li>Espacios Amplios: Sí</li><li>Ascensor Adaptado: Sí. Buena iluminación y marcador visual</li><li>Cafetería/Restaurante:  Acceso mediante ascensor planta ¿1 al restaurante y buffet. Acceso cafetería planta calle rampa con escalón que se abre desde dentro</li></ul></li>        <li><strong>Habitaciones:</strong>  <ul>            <li> Habitaciones Adaptadas: Dispone de 1.</li>            <li>Puertas: Adaptadas en anchura.</li>       <li>Armario-Vestidor: Adaptados en altura pero algo estrechos para realizar el giro</li>          <li>Espacios Amplios. Sí, no hay dificultad de giro </li><li>Aseos Adaptados: Sí. Ducha con pequeño bordillo salvable sin barras con banqueta . El wc adaptado con barra fija y abatible. Lavabo suspendido con espejo adaptado en altura</li>        </ul></li></ul></li></ul><p><em>Información   facilitada por Disminuidos Físicos de Aragón</em></p>","","Hotel 4 estrellas","65","125","676536.11 4613962.16",2016-04-06T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1102&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/14576","HOTEL TRYP ZARAGOZA","Avda. Francia, s/n <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 28 79 50","Avda. Francia, s/n","50003","Zaragoza","976 28 79 50","976 28 79 51","tryp.zaragoza@solmelia.com","http://http://www.tryphotels.com/es/hotel-tryp-zaragoza-espana.html","/cont/paginas/turismo/oficina/rsc/img/empresa/036.%20Hotel%20Tryp.png","/cont/paginas/turismo/oficina/rsc/img/empresa/036.%20L_H.%20Tryp.jpg","true","<p><strong>Accesibilidad Física: </strong></p><div><img alt=""Icono de accesible"" src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg""/> Accesible</div><ul><li><strong>Aparcamiento</strong>: 2 plazas reservadas (falta la señalización vertical). Acceso directo al hotel mediante ascensor adaptado.</li><li><strong> Acceso</strong>:  Entrada con rampa y un poco de pendiente. Doble puertas automáticas. Mostrador no adaptado (altura).</li><li><strong>Movilidad en el interior del edificio</strong><ul><li><strong> Zonas Comunes</strong><ul><li>Espacios amplios: Sí</li><li>Cafetería: Adaptada</li><li> Zona de desayunos: Adaptada.</li><li>Restaurante: Adaptado.</li><li>Salones: Adaptados.</li><li>Aseo Adaptado: Sí, para ambos sexos.</li><li> Ascensor Adaptado: Sí. Con barras.</li><li>Otros: Pavimento de Parquet y alguna alfombra incrustada. Pasillos amplios y libres de obstáculos.</li></ul></li><li><strong>Habitaciones </strong>:<ul><li>Habitaciones Adaptadas: 7. </li><li>Espacios amplios: Sí, no hay dificultad de giro (1.50 cm.). Espacio libre de paso de 80 cm.</li><li>  Armarios: No adaptados. Cajones y baldas (altura 50 y 120 cm.)</li><li>  Aseo Adaptado: Sí. Espacio libre de giro (1,50 cm.). Inodoro a la altura (dificultad en la transferencia lateral). Lavabo sin pedestal y ducha a cota cero.</li></ul></li></ul></li></ul><p><strong>Accesibilidad Sensorial</strong></p><ul><li><strong>Movilidad en el interior del edificio</strong><ul><li><strong> Zonas Comunes</strong><ul><li> Ascensor Adaptado: Sí, botonera  en braille, buena iluminación.</li></ul></li></ul></li></ul>
<p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>","Inaugurado en octubre de 2007","Hotel 4 estrellas","162","321","674344.55 4614495.0",2016-09-21T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=14576&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/24011","ALBERGUE DEL CAMPING CIUDAD DE ZARAGOZA","Calle San Juan Bautista de la Salle, s/n <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 876 24 14 95","Calle San Juan Bautista de la Salle, s/n","50012","Zaragoza","876 24 14 95","876 24 12 86","info@campingzaragoza.com","http://www.campingzaragoza.com","/cont/paginas/turismo/oficina/rsc/img/empresa/albeguegracijo1.jpg","","","","El albegue se encuentra situado dentro del Camping Ciudad de Zaragoza y se puede disfrutar de todos los servicios del camping.","Albergue","11","54","666871.25 4607702.06",2015-04-10T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=24011&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/202","HOTEL ZARAGOZA ROYAL","C/ Arzobispo Domenech, 4 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 21 46 00","C/ Arzobispo Domenech, 4","50006","Zaragoza","976 21 46 00","976 22 03 59","recepción.royal@aa-hoteles.com","http://www.aa-hoteles.com/hoteles/landing-hotel-zaragoza-royal/","","","true","","El Hotel HUSA Zaragoza Royal está situado en el centro de la ciudad a sólo 10 minutos del aeropuerto, dispone de un espacioso garaje con 77 plazas. El Hotel ofrece a sus clientes un bar-cafetería muy acogedor, un restaurante con excelente cocina regional e internacional y espaciosas salas donde celebrar banquetes conferencias y reuniones.
Dispone de 92 habitaciones (84 doble y 8 individuales) con baño completo, aire acondicionado, teléfono directo, TV con antena parabólica, canal plus, mini-bar, caja de seguridad, secador de pelo.

<ul><li>Parking Propio.</li></ul>


The Hotel HUSA Zaragoza Royal is situated in the city centre, ten minutes from the airport. It has private parking for 77 cars. The Hotel has a comfortable bar-cafeteria, an excellent restaurant serving regional and international cuisine and spacious function rooms for banquets, conferences and meetings.
There are 92 rooms (84 double and 8 single) with en suite bathroom, air conditioning, direct dialling telephone, satellite TV, Canal +, mini-bar, safe deposit box and hair dryer.","Hotel 3 estrellas","92","168","675998.54 4612781.6",2016-10-20T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=202&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/27917","PENSIÓN CASA PITA","C/ San Miguel, 30 - Barrio de Casetas <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 771 578","C/ San Miguel, 30 - Barrio de Casetas","50620","Zaragoza","976 771 578","","info@casapita.es","http://www.casapita.es","","","","","","Pensión","4","8","",2016-04-06T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=27917&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/16223","CAMPING SAVIÑÁN PARK","Ctra El Frasno - Morés km 7 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 82 54 23","Ctra El Frasno - Morés km 7","","Saviñán","976 82 54 23","976 82 54 23","info@campingsavinan.com","http://www.campingsavinan.com","","","true","","Categoría 2ª
Abierto todo el año","Camping","0","400","",2016-04-14T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=16223&op=t"
