CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,URBAN_STR,DECADE,SRG,CONTACT,EMAIL,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residential,1,MOR,MONTEREY PARK,NORTHEAST,RECENT SUBURBS,1990s,BUILT-OUT,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,,10498,3136,813,0,2692,2474,23,0,157,139,302,39,1,0,0,1,0,0,0,0,152,115,303,4,0,1,0,34,4,92,2,0,3,0,23,21,78,0,0,0,0,268,266,464,8,26,0,0,0,0,0,0,0,0,0,2,0,82,0,0,0,1,138,75,378,0,0,0,0,2426,2211,9101,41,0,7,2,298,790,550,1076,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264127.21138000000,8498.41069873000
Residential,1,TEM,TEMPLE,NORTHEAST,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,,10926,3594,896,0,2562,2303,610,0,118,426,0,136,0,0,1,0,0,0,0,1,117,0,190,0,0,0,0,122,10,273,6,0,8,0,592,362,1738,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,405,268,1153,21,0,0,0,2248,1921,7569,51,0,4,1,390,1116,694,1016,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2624812.82014000000,6496.64397910000
Residential,1,WHI,WHITEHORN,NORTHEAST,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,,11665,3655,955,0,2532,2544,666,0,0,117,0,327,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,260,12,602,24,0,43,0,642,396,2005,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,187,0,0,0,0,115,68,283,2,0,0,0,2460,2056,8588,76,0,8,1,381,933,740,1081,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2645928.27622000000,6504.84347827000
Residential,1,GRE,GREENWOOD/GREENBRIAR,NORTHWEST,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Zheng Dou,Zheng.Dou@calgary.ca,2008,,993,501,47,0,453,1,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,453,992,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,156,220,58,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204938.49710000000,4908.42395835000
Residential,1,CHW,CHARLESWOOD,NORTHWEST,INNER SUBURBS,1950s,BUILT-OUT,Robyn Holme,Robyn.Holme@calgary.ca,2008,,3487,1492,140,0,1156,1296,34,0,117,0,0,45,0,0,0,0,0,0,0,0,115,1,155,2,0,0,0,35,0,63,3,0,7,0,33,15,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266,1140,3202,26,4,0,0,336,582,250,264,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1830352.95795000000,8414.50625382000
Residential,1,VAL,VALLEY RIDGE,WEST,NEW SUBURBS,BUILDING OUT,DEVELOPING,Mike Marko,Mike.Marko@calgary.ca,2008,,5011,1713,533,0,1639,1607,0,0,0,105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,148,0,0,0,0,103,95,178,2,0,0,0,1580,1544,4685,25,0,2,1,147,643,328,522,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3123831.82473000000,7647.36049620000
Residual Sub Area,4,01H,01H,WEST,GREENFIELD,NON RESIDENTIAL,N/A,Mike Marko,Mike.Marko@calgary.ca,2008,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3042780.52145000000,7527.58543044000
Industrial,2,PEG,PEGASUS,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,Y,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255287.40369100000,2294.82562096000
Industrial,2,GRI,GREENVIEW INDUSTRIAL PARK,NORTH,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Robyn Holme,Robyn.Holme@calgary.ca,2008,Y,0,6,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138741.91305000000,7681.92858281000
Residential,1,HPK,HIGHLAND PARK,CENTRE,INNER SUBURBS,1950s,BUILT-OUT,Robyn Holme,Robyn.Holme@calgary.ca,2008,,3704,2091,195,0,561,900,227,36,411,20,0,492,0,3,2,0,0,0,0,0,390,19,558,19,0,2,1,407,8,636,27,5,52,1,189,70,467,15,21,1,0,0,0,0,0,0,0,0,33,0,53,3,0,0,0,5,1,9,0,0,0,0,19,1,39,1,0,0,3,851,462,1942,36,6,4,5,776,687,252,159,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1369133.65516000000,6635.66403137000
Industrial,2,NAW,NORTH AIRWAYS,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209898.42603000000,5098.83875306000
Residential,1,COL,COLLINGWOOD,NORTHWEST,INNER SUBURBS,1950s,BUILT-OUT,Robyn Holme,Robyn.Holme@calgary.ca,2008,,2234,960,92,0,702,731,96,0,121,0,0,11,0,0,1,0,0,0,0,0,106,2,169,4,11,0,0,10,2,21,1,0,0,1,88,56,192,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,694,642,1852,34,2,0,1,183,369,143,190,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1558978.72551000000,5580.25059678000
Residential,1,CAM,CAMBRIAN HEIGHTS,CENTRE,INNER SUBURBS,1950s,BUILT-OUT,Robyn Holme,Robyn.Holme@calgary.ca,2008,,2015,924,123,0,543,605,138,36,16,56,0,73,0,0,0,0,0,0,0,0,16,0,21,0,0,0,0,52,4,85,12,0,9,0,124,33,275,14,0,0,0,0,0,0,0,0,0,0,36,0,53,0,0,0,0,0,0,0,0,0,0,0,51,0,120,5,0,0,0,583,506,1461,19,3,0,0,220,337,145,155,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864001.18381800000,5162.65214973000
Residential,1,CRM,CRESTMONT,WEST,NEW SUBURBS,BUILDING OUT,DEVELOPING,Mike Marko,Mike.Marko@calgary.ca,2008,,1298,434,187,0,404,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,408,404,1298,8,16,0,0,25,121,96,151,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636697.33644200000,3193.22705721000
Residential,1,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,CENTRE,INNER CITY,1950s,BUILT-OUT,Dawn Boutilier,Dawn.Boutilier@calgary.ca,2008,,2905,1108,125,0,794,676,0,0,370,32,0,27,0,0,0,2,0,1,0,0,350,222,556,17,0,3,0,22,0,35,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,574,0,0,0,0,32,31,54,0,0,0,3,623,541,1686,36,13,1,3,315,385,129,193,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178022.00319000000,4704.71261117000
Residential,1,REN,RENFREW,CENTRE,INNER CITY,1950s,BUILT-OUT,Dawn Boutilier,Dawn.Boutilier@calgary.ca,2008,,5646,3177,328,0,1673,1495,165,4,669,434,0,403,0,4,1,1,1,0,0,1,576,281,816,55,36,1,0,333,10,506,6,1,63,0,144,68,333,5,15,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,6,0,43,0,0,0,0,422,313,792,12,0,0,9,1403,1001,3156,65,10,8,7,1146,1075,422,218,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2658624.38464000000,7948.22241459000
Residential,1,CRE,CRESCENT HEIGHTS,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Dawn Boutilier,Dawn.Boutilier@calgary.ca,2008,,5982,3647,251,0,1418,1167,60,11,1984,227,0,189,0,6,2,1,0,0,0,3,1825,498,2722,94,40,22,1,151,9,232,14,0,23,0,53,24,113,1,6,0,0,0,0,0,0,0,0,0,11,0,23,0,0,0,1,7,1,129,1,0,0,1,191,111,348,6,26,3,8,1072,775,2415,53,16,18,9,1532,1277,300,185,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625199.80500000000,5793.76856398000
Residential,1,RDL,ROSEDALE,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Dawn Boutilier,Dawn.Boutilier@calgary.ca,2008,,1576,634,104,0,475,578,0,0,36,4,0,15,0,0,0,0,1,0,0,0,32,3,43,4,0,0,0,15,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,4,4,8,0,0,0,1,541,467,1494,25,9,2,1,124,196,105,158,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666246.01006500000,3717.75068340000
Residential,1,HIL,HILLHURST,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Dawn Boutilier,Dawn.Boutilier@calgary.ca,2008,,5333,3447,341,0,1182,1031,211,98,1836,98,0,160,1,8,2,1,0,1,0,10,1083,261,1908,30,498,215,2,138,6,206,9,1,10,0,191,145,492,12,8,0,0,0,0,0,0,0,0,0,97,3,142,1,0,0,1,9,2,73,1,2,0,1,90,38,179,1,6,0,6,978,727,2333,35,12,0,13,993,929,295,357,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2068839.41083000000,6746.13246765000
Residential,1,ABB,ABBEYDALE,NORTHEAST,RECENT SUBURBS,1980s,BUILT-OUT,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,,6005,2006,540,0,1451,1420,290,0,0,230,0,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53,0,100,5,0,7,0,279,203,841,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,221,108,663,9,0,0,0,1385,1140,4373,34,0,1,1,222,548,472,584,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1668248.73632000000,5745.72531285000
Residential,1,MRL,MARLBOROUGH,NORTHEAST,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,,8356,3110,554,0,2032,2260,125,0,378,193,0,154,0,0,0,0,0,0,0,1,361,1,772,16,0,0,1,119,9,233,13,0,21,0,119,77,353,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,133,493,6,0,0,2,2205,1812,6505,53,0,0,0,465,1125,581,670,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654747.52367000000,6656.11476513000
Industrial,2,FRA,FRANKLIN,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,Y,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464543.54816000000,5267.41926306000
Industrial,2,MER,MERIDIAN,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382365.49136000000,5945.49283239000
Residential,1,QPK,QUEENS PARK VILLAGE,CENTRE,INNER SUBURBS,1980s,BUILT-OUT,Robyn Holme,Robyn.Holme@calgary.ca,2008,,450,188,40,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183,0,450,4,0,0,0,0,0,0,0,0,0,0,31,83,40,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621438.82544100000,3372.98689694000
Residual Sub Area,4,01C,01C,WEST,GREENFIELD,NON RESIDENTIAL,N/A,Zheng Dou,Zheng.Dou@calgary.ca,2008,,39,5,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991173.35954000000,7349.02714856000
Residual Sub Area,4,01D,01D,WEST,GREENFIELD,NON RESIDENTIAL,N/A,Mike Marko,Mike.Marko@calgary.ca,2008,Y,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457802.12502600000,3925.84018659000
Major Park,3,COP,CANADA OLYMPIC PARK,WEST,OTHER,NON RESIDENTIAL,N/A,Zheng Dou,Zheng.Dou@calgary.ca,2008,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881360.86121100000,4107.58187090000
Residual Sub Area,4,01E,01E,WEST,GREENFIELD,NON RESIDENTIAL,N/A,Zheng Dou,Zheng.Dou@calgary.ca,2008,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571917.20109000000,3435.89712247000
Residential,1,BNF,BANFF TRAIL,CENTRE,INNER CITY,1950s,BUILT-OUT,Robyn Holme,Robyn.Holme@calgary.ca,2008,,3759,1831,98,0,660,1040,172,0,54,4,0,540,1,7,1,0,0,12,0,0,52,4,84,2,0,0,0,460,24,867,24,1,55,0,159,58,352,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,45,0,0,7,0,4,0,11,0,0,0,2,994,574,2400,41,2,1,21,464,680,322,200,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451656.03686000000,5869.15123698000
Residential,1,SCA,SCARBORO,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Steve Jones,Steve.Jones2@calgary.ca,2008,,915,345,78,0,273,333,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,14,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,306,271,901,26,0,0,0,43,108,48,103,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453685.27209900000,3058.96749666000
Residential,1,RAM,RAMSAY,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Denise Carbol,Denise.carbol@calgary.ca,2008,,2027,1140,110,0,533,752,71,0,54,52,0,203,0,6,2,0,0,0,0,0,53,0,58,1,0,0,0,168,8,262,6,0,29,0,61,23,143,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,18,0,0,0,1,50,0,127,1,0,0,6,702,499,1419,32,9,3,8,402,419,134,80,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890617.17987000000,4498.70877374000
Residential,1,SIG,SIGNAL HILL,WEST,RECENT SUBURBS,1990s,BUILT-OUT,Steve Jones,Steve.Jones2@calgary.ca,2008,,13959,5254,869,0,4896,3406,372,0,1083,387,0,5,0,0,0,1,0,0,0,1,1049,963,1482,33,0,0,0,3,2,9,0,0,2,0,368,351,745,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,0,0,0,0,378,331,712,9,0,0,1,3350,3249,10963,54,0,1,1,1100,1694,737,1461,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5556768.74994000000,10669.35914820000
Residential,1,GDL,GLENDALE,WEST,INNER SUBURBS,1950s,BUILT-OUT,Steve Jones,Steve.Jones2@calgary.ca,2008,,2743,1104,156,0,878,959,0,0,108,24,0,13,0,0,0,0,0,0,0,0,108,0,158,0,0,0,0,13,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,38,0,0,0,0,935,854,2522,21,3,0,0,252,390,171,239,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363685.72385000000,5283.95935222000
Residential,1,BNK,BANKVIEW,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Steve Jones,Steve.Jones2@calgary.ca,2008,,5279,3530,195,0,1018,528,76,52,2449,197,0,222,2,3,1,0,0,0,0,13,2298,564,3439,126,5,7,3,195,13,299,4,2,18,0,73,27,129,1,2,0,0,0,0,0,0,0,0,0,39,5,62,13,0,0,0,3,0,14,3,0,0,0,172,118,322,5,20,0,2,486,291,1014,29,7,4,6,1717,1214,233,98,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686657.16904800000,3414.74785849000
Residual Sub Area,4,09E,09E,EAST,RESIDUAL,NON RESIDENTIAL,N/A,Mike Marko,Mike.Marko@calgary.ca,2008,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9662316.24270000000,13122.49333890000
Industrial,2,FLI,FOREST LAWN INDUSTRIAL,EAST,SOUTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,,140,63,2,0,52,0,0,0,0,0,60,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,51,106,1,0,6,0,0,0,0,0,0,0,0,3,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,27,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538900.27687000000,7472.28204328000
Residential,1,LMR,LOWER MOUNT ROYAL,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Denise Carbol,Denise.carbol@calgary.ca,2008,,3279,2303,52,0,648,68,20,0,2071,94,0,45,0,0,4,1,0,0,0,12,1929,537,2828,116,0,14,0,33,2,48,1,0,11,0,20,17,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,95,3,0,0,0,87,73,154,2,4,1,3,47,19,104,12,0,6,5,1239,737,104,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282657.31771900000,2856.12390163000
Industrial,2,AYB,ALYTH/BONNYBROOK,CENTRE,CENTRAL INDUSTRIAL,NON RESIDENTIAL,N/A,Denise Carbol,Denise.carbol@calgary.ca,2008,,46,16,0,0,3,13,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,0,0,1,0,0,0,0,0,0,0,4,7,3,19,1,0,1,3,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3907691.33399000000,11197.81008280000
Residential,1,SNA,SUNALTA,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Steve Jones,Steve.Jones2@calgary.ca,2008,,3236,2127,106,0,557,258,2,0,1648,63,0,146,2,6,1,0,0,1,0,2,1516,402,2313,119,0,11,2,117,3,175,8,0,19,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,169,1,0,1,0,52,33,81,6,5,0,2,225,119,495,28,0,3,10,1048,660,140,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940817.81725400000,4680.77130692000
