Extract date,Organisation URI,Organisation label,Service type URI,Service type label,Programme ,Event title ,Event description ,Event type,Site name,Month,Date and time,Audience / Type,Ticket price,Booking information
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Roof Top tour,Take in the stunning views from the rooftop of Temple Newsam. A head for heights and the ability to climb some steep steps required. Numbers are very limited so booking is required. Tickets £3 (does not include admission to the House),Tour,Temple Newsam,Jun,Every Thursday 3.30pm,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Roof Top tour,Take in the stunning views from the rooftop of Temple Newsam. A head for heights and the ability to climb some steep steps required. Numbers are very limited so booking is required. Tickets £3 (does not include admission to the House),Tour,Temple Newsam,Jul,Every Thursday 2.30pm,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Roof Top tour,Take in the stunning views from the rooftop of Temple Newsam. A head for heights and the ability to climb some steep steps required. Numbers are very limited so booking is required. Tickets £3 (does not include admission to the House),Tour,Temple Newsam,Jul,Every Thursday 3.30pm,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Roof Top tour,Take in the stunning views from the rooftop of Temple Newsam. A head for heights and the ability to climb some steep steps required. Numbers are very limited so booking is required. Tickets £3 (does not include admission to the House),Tour,Temple Newsam,Aug,Every Thursday 2.30pm,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Roof Top tour,Take in the stunning views from the rooftop of Temple Newsam. A head for heights and the ability to climb some steep steps required. Numbers are very limited so booking is required. Tickets £3 (does not include admission to the House),,Temple Newsam,Aug,Every Thursday 3.30pm,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Pyke Clock chimes,The newly restored pedestal organ Pyke clock will spring to life and play at least one of its eight musical tunes each Sunday at 2pm.,Regular event,Temple Newsam,Jul,Every Sunday  11am and 2pm,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Pyke Clock chimes,The newly restored pedestal organ Pyke clock will spring to life and play at least one of its eight musical tunes each Sunday at 2pm.,Regular event,Temple Newsam,Jul,Every Sunday  11am and 2pm,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Pyke Clock chimes,The newly restored pedestal organ Pyke clock will spring to life and play at least one of its eight musical tunes each Sunday at 2pm.,Regular event,Temple Newsam,Aug,Every Sunday  11am and 2pm,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Pyke Clock chimes,The newly restored pedestal organ Pyke clock will spring to life and play at least one of its eight musical tunes each Sunday at 2pm.,Regular event,Temple Newsam,Aug,Every Sunday  11am and 2pm,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Gruesome Newsam Tour,,,Temple Newsam,,,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer holidays,Crafty Tuesday - collage landscapes,Make your own magical landscape collage to take home,Family activity,Temple Newsam,Aug,Tue 2nd August 10.30-12 and 1-4.00,All,included in house admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer holidays,Story time Wednesday - magical gardens,Join us on the magic carpet in this fun interactive story time session all about magical gardens!  ,Family activity,Temple Newsam,Aug,Wed 3rd August  2.00-2.30pm and 3.00-3.30pm,Family,included in house admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer holidays,Drawing Thursday - Drawing landscapes,Pick up some drawing tools and draw what inspires you around the house and gardens,Family activity,Temple Newsam,Aug,Thurs 4th August 11-12 and 1-4.00,All,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer holidays,Crafty Tuesday - pebble pets,Make your own pebble pet to take home and put in your garden,Family activity,Temple Newsam,Aug,Tue 9th August 10.30-12 and 1- 4.00,All,included in house admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer holidays,Story time Wednesday - Naughty rabbits and other garden tales,Join us on the magic carpet in this fun interactive story time session inspired by tales and gardens created and written by Beatrix Potter as 2016 marks 150 years since Potter was born . Beatrix Potter crafts available all day in the house.,Family activity,Temple Newsam,Aug,Wed 10th August 2.00-2.30 and 3.00-3.30,Family,included in house admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer holidays,Drawing Thursday - Drawing landscapes,Pick up some drawing tools and draw what inspires you around the house and gardens,Family activity,Temple Newsam,Aug,Thurs 11th August 11-12 and 1-4.00,All,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,The Family Silver ,Curator Rachel will run a handling session of some of the items from the Temple Newsam collection. Numbers are very limited so booking required,Family activity,Temple Newsam,Aug,Thurs 11th August 14.00-14.45,Young people,included in house admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer holidays,Creative landscape making,Creative landscape making,Family activity,Temple Newsam,Aug,Sat 13th Aug ,Family,included in house admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer holidays,Crafty Tuesday - Garden book making,Create your own garden inspired books with smelly bits and exploding paper parts!,Family activity,Temple Newsam,Aug,Tue 16th August 10.30-12 and 1-4.00,All,included in house admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer holidays,Story time Wednesday - Secret gardens and Clever tricks,Join us on the magic carpet in this fun interactive story time session inspired by tales and gardens created and written by Roald Dahl as 2016 marks 100 years since the birth of Roald Dahl.  Roald Dahl crafts available all day in the house.,Family activity,Temple Newsam,Aug,Wed 17th August 2.00-2.30 and 3.00-3.30pm,Family,included in house admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer holidays,Drawing Thursday - Drawing landscapes,Pick up some drawing tools and draw what inspires you around the house and gardens,Family activity,Temple Newsam,Aug,Thurs 18th August 11-12 and 1-4.00,All,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer holidays,Crafty Tuesday - landscape weaving,Weave your own landscape to take home  using all sorts of creative materials ,Family activity,Temple Newsam,Aug,Tue 23rd August 10.30-12 and 1-4.00,Family,included in house admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer holidays,Story time Wednesday - More Secret gardens and Clever tricks ,Join us on the magic carpet in this fun interactive story time session inspired by more tales and gardens created and written by Roald Dahl as 2016 marks 100 years since the birth of Roald Dahl.  Roald Dahl crafts available all day in the house.,,Temple Newsam,Aug,Wed 24th August 2-2.30 and 3.00-3.30,,included in house admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer holidays,Drawing Thursday - Drawing landscapes,Pick up some drawing tools and draw what inspires you around the house and gardens,Family activity,Temple Newsam,Aug,Thurs 25th August 11-12 and 1-4.00,All,included in house admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer holidays,Crafty Tuesday - bunting making,make your own celebration bunting to take home,Family activity,Temple Newsam,Aug,Tuesday 30th August 10.30-12 and 1-4.00,Family,included in house admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer holidays,Story time Wednesday - tea party fun,Join us on the magic carpet in this fun interactive story time session inspired by tea parties and picnics!,Family activity,Temple Newsam,Aug,Wed 31st August 2-2.30 and 3.00-3.30,Family,included in house admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer holidays,Drawing Thursday - Drawing landscapes,Pick up some drawing tools and draw what inspires you around the house and gardens,Family activity,Temple Newsam,Aug,Thurs 1st September 11-12 and 1-4.00,All,included in house admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Exhibition,Tea with the Curator,Curator Rachel Conroy will lead a close up look at the exhibition and explore the changing role of the landscape at Temple Newsam followed by tea and cake in the Dining Room. £7.50(includes admission). Booking required,Talk,Temple Newsam,Sep,Tues 13th,Adult,7,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Exhibition,Ashley Jackson Demonstration,"Ashley Jackson, Yorkshire landscape artist will be giving a painting demonstration in the glorious Picture Gallery. The demonstration is free with normal admission but places are limited so booking required.",,Temple Newsam,Aug,4 at 11am,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Exhibition,Capability Brown's Birthday Party,"Join us in celebration to mark 300 years since the birth of Sir Lancelot Capability Brown. Meet Capability Brown, enjoy a Capability and join in the Birthday activities",,Temple Newsam,Aug,30 All day,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,18th Century Revels,The White Rose revellers will be donning their beautiful costumes and taking to the floor in the Picture Gallery to twirl and dance for your delight,Family activity,Temple Newsam,Jul,Sunday 17th 2pm - 4pm,Family,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Hidden Temple Newsam Tour,Take a journey under the House and learn how the servants got around the House unseen. This tour does involve some steep steps and uneven surfaces and suitable for ages 7+ ,Tour,Temple Newsam,Sep,Tues 11 am,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Hidden Temple Newsam Tour,Take a journey under the House and learn how the servants got around the House unseen. This tour does involve some steep steps and uneven surfaces and suitable for ages 7+ ,Tour,Temple Newsam,Sep,Sat 11 am,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Discovery Tour,A 45 minute overview and tour of the House taking in some of the highlights chosen by our tour guides,Tour,Temple Newsam,Sep,Thurs 11am,All,Normal admission,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Roof Top tour,Take in the stunning views from the rooftop of Temple Newsam. A head for heights and the ability to climb some steep steps required. Numbers are very limited so booking is required. Tickets £3 (does not include admission to the House),Tour,Temple Newsam,Sep,Thurs 2.30pm,All,3,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Heritage Open Days,Free entry to the House,Always wanted to visit but never got round to it? Take the opportunity to come in to the House for free as part of Heritage Open Day,,Temple Newsam,Sep,Thurs 8th All day,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Heritage Open Days,Free entry to the House,Always wanted to visit but never got round to it? Take the opportunity to come in to the House for free as part of Heritage Open Day,,Temple Newsam,Sep,Fri 9th All day,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Heritage Open Days,FREE Roof top tour,Take in the stunning views from the rooftop of Temple Newsam. A head for heights and the ability to climb some steep steps required. Numbers are very limited so booking is required. ,,Temple Newsam,Sep,"Sun 11th 11am, 11.30am, 2.30pm, 3.00pm and 3.30pm",,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Annual Service,The annual  Eucharist service led by the vicar and congregation of Whitkirk Church to celebrate the House and Estate being given to Leeds in 1922.,,Temple Newsam,Sep,Sun 18th 6pm,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Hidden Temple Newsam Tour,Take a journey under the House and learn how the servants got around the House unseen. This tour does involve some steep steps and uneven surfaces and suitable for ages 7+ ,Tour,Temple Newsam,Oct,Tues 11 am (except 25th),All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Hidden Temple Newsam Tour,Take a journey under the House and learn how the servants got around the House unseen. This tour does involve some steep steps and uneven surfaces and suitable for ages 7+ ,Tour,Temple Newsam,Oct,Sat 11 am (except 29th),All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Tea with the Curator,Curator Rachel Conroy will lead a close up look at the exhibition and explore the changing role of the landscape at Temple Newsam followed by tea and cake in the Dining Room. £7.50(includes admission). Booking required,Talk,Temple Newsam,Oct,Thurs 13th 2.30pm,Adult,,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Visioning the Landscape - Autumn colours,Journey through the House following the park benches and look out on the glorious landscape in all it's Autumn glory,,Temple Newsam,Oct,Every day during opening hours,All,Normal admission,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Happy Birthday Winnie the Pooh,To mark the 90th anniversary of the publication of Winnie the Pooh bring your special bear (or cuddly) to Temple Newsam and see if you can spot some our favourites.,Family activity,Temple Newsam,Oct,Sat 15th 10.30-5pm,All,Normal admission,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Happy Birthday Winnie the Pooh,To mark the 90th anniversary of the publication of Winnie the Pooh bring your special bear (or cuddly) to Temple Newsam and see if you can spot some our favourites.,Family activity,Temple Newsam,Oct,Sun 16th 10.30-5pm,All,Normal admission,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half term,Gruesome Temple Newsam Tour,Hear some of the grisly and ghastly stories associated with Temple Newsam including a journey through the derelict cellars. This tour does include some steep steps and uneven surfaces and suitable for 7+,Tour,Temple Newsam,Oct,Sat  22nd 11am,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half term,Gruesome Temple Newsam Tour,Hear some of the grisly and ghastly stories associated with Temple Newsam including a journey through the derelict cellars. This tour does include some steep steps and uneven surfaces and suitable for 7+,Tour,Temple Newsam,Oct,Sun 23rd 11am,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half term,Gruesome Temple Newsam Tour,Hear some of the grisly and ghastly stories associated with Temple Newsam including a journey through the derelict cellars. This tour does include some steep steps and uneven surfaces and suitable for 7+,Tour,Temple Newsam,Oct,Tues 25th 11am,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half term,Gruesome Temple Newsam Tour,Hear some of the grisly and ghastly stories associated with Temple Newsam including a journey through the derelict cellars. This tour does include some steep steps and uneven surfaces and suitable for 7+,Tour,Temple Newsam,Oct,Wed 26th 11am,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half term,Big House Story time - light and dark,"Join in on the magic carpet for this interactive story time all about light, dark and colour.",Family activity,Temple Newsam,Oct,Wed 26th 2pm-2.30pm,Young people,Normal admission,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half term,Big House Story time - light and dark,"Join in on the magic carpet for this interactive story time all about light, dark and colour.",Family activity,Temple Newsam,Oct,Wed 26th 3pm-3.30pm,Young people,Normal admission,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half term,Gruesome Temple Newsam Tour,Hear some of the grisly and ghastly stories associated with Temple Newsam including a journey through the derelict cellars. This tour does include some steep steps and uneven surfaces and suitable for 7+,Tour,Temple Newsam,Oct,Thurs 27th 11am,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half term,Gruesome Temple Newsam Tour,Hear some of the grisly and ghastly stories associated with Temple Newsam including a journey through the derelict cellars. This tour does include some steep steps and uneven surfaces and suitable for 7+,Tour,Temple Newsam,Oct,Fri 28th 11am,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half term,Gruesome Temple Newsam Tour,Hear some of the grisly and ghastly stories associated with Temple Newsam including a journey through the derelict cellars. This tour does include some steep steps and uneven surfaces and suitable for 7+,Tour,Temple Newsam,Oct,Sat 29th 11am,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half term,Gruesome Temple Newsam Tour,Hear some of the grisly and ghastly stories associated with Temple Newsam including a journey through the derelict cellars. This tour does include some steep steps and uneven surfaces and suitable for 7+,Tour,Temple Newsam,Oct,Sun 30th 11am,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half term,Technicolor Temple Newsam,"Bring some light into you life this half term by following our light trail, sitting on our bright green benches and joining in our  craft activities to take home.",Family activity,Temple Newsam,Oct,Sat 22nd 10.30am-5pm,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half term,Technicolor Temple Newsam,"Bring some light into you life this half term by following our light trail, sitting on our bright green benches and joining in our  craft activities to take home.",Family activity,Temple Newsam,Oct,Sun 23rd 10.30am-5pm,All,Normal admission,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half term,Technicolor Temple Newsam,"Bring some light into you life this half term by following our light trail, sitting on our bright green benches and joining in our  craft activities to take home.",Family activity,Temple Newsam,Oct,Tues 25th 10.30am-5pm,All,Normal admission,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half term,Technicolor Temple Newsam,"Bring some light into you life this half term by following our light trail, sitting on our bright green benches and joining in our  craft activities to take home.",Family activity,Temple Newsam,Oct,Wed 26th 10.30am-5pm,All,Normal admission,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half term,Big House ,,,Temple Newsam,Nov,,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half term,Technicolor Temple Newsam,"Bring some light into you life this half term by following our light trail, sitting on our bright green benches and joining in our  craft activities to take home.",Family activity,Temple Newsam,Oct,Thurs 27th 10.30am-5pm,All,Normal admission,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half term,Technicolor Temple Newsam,"Bring some light into you life this half term by following our light trail, sitting on our bright green benches and joining in our  craft activities to take home.",Family activity,Temple Newsam,Oct,Fri 28th 10.30am-5pm,All,Normal admission,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half term,Technicolor Temple Newsam,"Bring some light into you life this half term by following our light trail, sitting on our bright green benches and joining in our  craft activities to take home.",Family activity,Temple Newsam,Oct,Sat 29th 10.30am-5pm,All,Normal admission,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half term,Diwali Lamp making,To mark Diwali come and see our display of lamps from different faiths and make your own sparkly Diwali lamp to take home.,Family activity,Temple Newsam,Oct,Sun 30th 11am -12.30pm,All,Normal admission,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half term,Diwali Lamp making,To mark Diwali come and see our display of lamps from different faiths and make your own sparkly Diwali lamp to take home.,Family activity,Temple Newsam,Oct,Sun 30th 1.30pm - 3.30pm,All,Normal admission,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Halloween,Spooky Spooktacular,Bring your little ghosts and ghouls to trick or treat through the darkened house and farm. Under 16s must be accompanied by an adult,Family activity,Temple Newsam,Oct,Mon 31st 5pm - 8.00pm,Family,Adults £7.00 Child (1yr - 16yr) £4.00 Family £20.00,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Halloween,Temple Newsam in the Dark (adults only),A ghost walk through the house and cellars - not for the faint hearted. Numbers are very limited so book early to avoid disappointment,Tour,Temple Newsam,Oct,Mon 31st 8.45pm - 9.45pm,Adults,10,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Winter programme,Discovery  Tour,A one hour tour of the House taking in some of the highlights chosen by our tour guides,Tour,Temple Newsam,Nov,Sat 11 am,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Winter programme,Discovery  Tour,An hour tour of the House taking in some of the highlights chosen by our tour guides,Tour,Temple Newsam,Nov,Sun 11 am,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Winter programme,Twilight Tour,A  guided tour by torchlight through the House and cellars - what secrets will the Hidden Temple Newsam reveal?,Tour,Temple Newsam,Nov,Sat 3pm,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Winter programme,Twilight Tour,A  guided tour by torchlight through the House and cellars - what secrets will the Hidden Temple Newsam reveal?,Tour,Temple Newsam,Nov,Sun 3pm,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Winter programme,Conservation in Action ,Ever wondered how we look after our precious collections?  Now's your chance to see the different methods the team use and how busy we are during the winter months.,Tour,Temple Newsam,Nov,Wed 11am,,Normal admission,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Winter programme,Conservation in Action ,Ever wondered how we look after our precious collections?  Now's your chance to see the different methods the team use and how busy we are during the winter months.,Tour,Temple Newsam,Nov,Wed 2pm,,Normal admission,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Winter programme,Tea with the Curator - The Chinese Room,Lady Hertford's Chinese Room at Temple Newsam,Talk,Temple Newsam,Nov,Thurs 10th 2.30pm -4pm,,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Winter programme,Tea with the Curator - The Chinese Room,,Talk,Temple Newsam,Nov,Thurs 17th 2.30pm -4pm,,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Winter programme,Get crafty…,A workshop designed for younger visitors to get creative and take something home that they have made inspired by the collections at Temple Newsam ,Family activity,Temple Newsam,Nov,Sat 19 1.30-3.00,,Child normal admission price but accompanying adults free,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Winter programme,Get crafty…,A workshop designed for younger visitors to get creative and take something home that they have made inspired by the collections at Temple Newsam ,Family activity,Temple Newsam,Nov,Sat 26 1.30-3.00,,Child normal admission price but accompanying adults free,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Winter programme,Tea with the Curator - Portraits Undressed,Meet the Curator of the costume collection Natalie Raw for this revealing look at what the portraits at Temple Newsam tell us about the fashion of the time. Followed by tea and cake in the Dining Room,Talk,Temple Newsam,Nov,Thurs 24th 2.30pm-4.00pm,,7,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Winter programme,Chocolates for Christmas,Learn to make chocolates from a professional chocolatier! A two hour workshop in the glorious Great Hall during which you will  create delicious Belgian truffles by hand from raw chocolate ingredients and leave with 30-50 beautifully packaged chocolates ready as gifts for Christmas Day. The day includes a pre workshop tour of Temple Newsam and post workshop tea and cake.,Workshop,Temple Newsam,Nov,Sat 26th  1.00pm - 4.00pm,,30,0113  3367460
