CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,URBAN_STR,DECADE,SRG,CONTACT,EMAIL,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residential,1,BLN,BELTLINE,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Thom Mahler,Thom.Mahler@calgary.ca,2006,,16662,12220,344,12625,2914,143,13,5,11537,324,0,118,17,51,1,2,0,9,0,96,10112,2658,15439,275,866,188,8,84,1,113,6,0,20,1,7,3,12,2,0,3,0,0,0,0,0,0,0,0,5,0,5,0,0,0,2,31,7,400,7,1,39,8,298,218,488,11,7,0,21,91,27,205,14,0,17,80,6099,3606,692,215,16,9183,7479,155,213,190,935,3181,2162,1181,557,380,229,132,182,183,1054,2610,1290,755,480,407,386,287,395,373,1989,5791,3452,1936,1037,787,615,2944590.25150000000,9694.22450135000
Residential,1,SCA,SCARBORO,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Norah Li,norah.li@calgary.ca,2006,,941,345,78,488,301,335,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,297,925,8,3,0,0,58,107,54,108,7,472,469,28,69,44,17,49,64,102,48,29,22,34,70,36,20,43,74,95,40,27,30,62,139,80,37,92,138,197,88,56,52,453685.27209900000,3058.96749666000
Residential,1,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,CENTRE,INNER CITY,1950s,BUILT-OUT,Vern Hart,Vern.Hart@calgary.ca,2006,,2903,1101,107,1196,827,675,0,0,370,32,0,21,0,0,0,2,0,1,0,0,355,229,543,8,0,7,0,19,0,28,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,556,0,0,0,0,32,29,58,0,0,0,3,643,569,1718,25,4,0,3,336,376,144,189,7,1343,1560,46,138,70,116,144,128,236,119,98,248,40,111,63,96,130,175,201,118,123,503,86,249,133,212,274,303,437,237,221,751,1178022.00319000000,4704.71261117000
Residential,1,RDL,ROSEDALE,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Vern Hart,Vern.Hart@calgary.ca,2006,,1650,633,127,912,493,577,0,0,36,4,0,15,0,0,0,0,1,0,0,0,36,3,43,0,0,0,0,14,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,4,4,10,0,0,0,1,554,484,1571,12,10,0,1,130,190,106,169,14,831,819,43,115,66,54,63,134,184,113,34,25,46,128,74,46,72,141,161,86,28,37,89,243,140,100,135,275,345,199,62,62,666246.01006500000,3717.75068340000
Residential,1,MPK,MARLBOROUGH PARK,NORTHEAST,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2006,,8513,2978,765,4909,2229,2058,76,0,58,630,0,156,0,0,0,0,0,0,0,0,57,51,87,1,0,0,0,106,7,216,16,0,34,0,59,22,153,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,429,1610,16,0,0,1,2014,1720,6447,40,0,3,0,370,927,593,802,158,4347,4166,314,581,297,344,657,758,668,418,232,78,303,611,287,309,602,704,621,416,217,96,617,1192,584,653,1259,1462,1289,834,449,174,2487253.59045000000,6281.98092578000
Residential,1,ABB,ABBEYDALE,NORTHEAST,RECENT SUBURBS,1980s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2006,,6012,2018,517,3192,1482,1420,290,0,0,230,0,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47,4,92,4,0,26,0,280,213,832,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,218,105,662,12,0,0,0,1386,1160,4398,34,0,0,1,234,512,459,624,103,3091,2921,190,533,255,266,438,548,516,211,107,27,192,468,236,227,443,517,496,207,86,49,382,1001,491,493,881,1065,1012,418,193,76,1668248.73632000000,5745.72531285000
Residential,1,MRL,MARLBOROUGH,NORTHEAST,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2006,,8465,3078,580,4869,2144,2261,125,0,378,192,0,122,0,0,0,0,0,0,0,1,363,0,724,14,0,0,0,99,7,181,11,0,12,0,122,82,378,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,133,505,2,0,0,1,2231,1922,6677,29,0,0,0,478,1101,581,681,164,4445,4020,233,475,297,380,646,729,688,540,324,133,214,440,264,312,528,613,585,579,300,185,447,915,561,692,1174,1342,1273,1119,624,318,2654747.52367000000,6656.11476513000
Industrial,2,FRA,FRANKLIN,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Cliff DeJong,cliff.dejong@calgary.ca,2006,Y,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464543.54816000000,5267.41926306000
Residential,1,MAL,MAYLAND HEIGHTS,NORTHEAST,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2006,,5957,2733,339,3584,1540,1308,316,16,621,286,0,184,0,0,1,0,0,1,0,0,606,239,962,9,0,6,0,151,9,237,11,0,22,0,306,142,755,10,0,0,0,0,0,0,0,0,0,0,15,0,28,1,0,0,0,1,0,1,1,0,0,0,283,12,697,3,0,0,1,1295,1138,3277,12,0,0,2,805,1003,422,397,30,2959,2998,123,257,190,248,499,546,469,255,246,126,145,283,181,292,466,494,392,280,294,171,268,540,371,540,965,1040,861,535,540,297,2021813.73699000000,6234.85937781000
Residential,1,DNW,DOWNTOWN WEST END,CENTRE,DOWNTOWN,DOWNTOWN,BUILT-OUT,Dawn Boutilier,Dawn.Boutilier@calgary.ca,2006,,2681,1635,57,1876,834,9,0,0,1620,0,0,3,0,1,0,0,0,2,0,10,1589,834,2655,21,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,1,0,0,0,0,0,0,0,0,0,3,3,0,11,3,0,0,3,731,710,115,35,6,1415,1266,19,17,39,135,373,307,290,148,53,34,30,32,50,125,356,258,227,112,46,30,49,49,89,260,729,565,517,260,99,64,364534.76936500000,2809.59153047000
Residential,1,DNE,DOWNTOWN EAST VILLAGE,CENTRE,DOWNTOWN,DOWNTOWN,BUILT-OUT,Rob Graham,"Rob,Graham@calgary.ca",2006,,2232,891,14,1073,101,4,0,0,876,0,0,0,3,2,0,0,0,6,0,3,835,101,1015,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1213,0,0,2,0,0,0,0,0,0,0,0,2,0,4,1,0,1,11,682,139,12,6,7,1663,569,5,5,20,119,261,370,342,221,215,105,8,0,10,34,99,64,55,92,119,88,13,5,30,153,360,434,397,313,334,193,521308.99926400000,3518.12388114000
Residential,1,CRE,CRESCENT HEIGHTS,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Vern Hart,Vern.Hart@calgary.ca,2006,,6082,3595,227,4278,1431,1193,49,6,1955,191,0,193,0,6,1,1,0,0,0,1,1893,482,2838,53,0,8,2,148,12,228,18,5,20,0,45,20,98,3,1,0,0,0,0,0,0,0,0,0,6,1,10,0,0,0,1,4,0,103,3,0,0,0,188,106,342,2,1,0,7,1118,810,2463,54,10,4,8,1597,1287,328,176,14,3092,2990,78,140,92,274,855,657,474,276,168,78,105,153,76,333,754,532,451,264,226,96,183,293,168,607,1609,1189,925,540,394,174,1625199.80500000000,5793.76856398000
Residential,1,HIL,HILLHURST,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Vern Hart,Vern.Hart@calgary.ca,2006,,5288,2940,317,3605,1153,1045,195,98,1332,93,0,164,1,8,2,1,0,1,0,4,1073,226,1876,51,0,204,1,150,6,219,4,0,9,0,187,143,444,2,6,0,0,0,0,0,0,0,0,0,98,4,133,0,0,0,0,11,2,72,2,0,0,0,89,34,181,0,4,0,4,999,738,2363,27,15,0,13,995,968,320,311,13,2611,2677,124,161,182,354,561,494,396,205,85,49,143,196,160,365,591,506,352,189,74,101,267,357,342,719,1152,1000,748,394,159,150,2068839.41083000000,6746.13246765000
Industrial,2,MER,MERIDIAN,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Cliff DeJong,cliff.dejong@calgary.ca,2006,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382365.49136000000,5945.49283239000
Residual Sub Area,4,10A,10A,EAST,RESIDUAL,NON RESIDENTIAL,N/A,Scott Lockwood,Scott.Lockwood@calgary.ca,2006,,685,310,58,405,291,4,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,296,288,669,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,16,0,0,0,0,62,140,62,33,3,348,337,27,22,18,19,36,53,57,57,46,13,20,32,11,22,48,43,64,62,25,10,47,54,29,41,84,96,121,119,71,23,2054961.09165000000,7727.89625789000
Residential,1,COA,COACH HILL,WEST,RECENT SUBURBS,1980s,BUILT-OUT,Norah Li,norah.li@calgary.ca,2006,,3308,1481,165,1900,1225,634,104,0,237,506,0,0,0,0,0,0,0,0,0,1,224,126,335,12,0,0,0,0,0,0,0,0,0,0,104,93,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,391,962,6,0,0,0,624,615,1800,10,0,0,0,445,526,223,234,24,1612,1696,55,176,119,115,172,230,339,197,123,86,68,154,107,105,225,289,347,188,116,97,123,330,226,220,397,519,686,385,239,183,1076091.99187000000,4831.20981807000
Residual Sub Area,4,03I,03I,NORTHEAST,GREENFIELD,NON RESIDENTIAL,N/A,Scott Lockwood,scott.lockwood@calgary.ca,2006,,18,5,4,7,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,13,0,0,0,0,1,2,0,1,1,8,10,1,2,1,0,0,1,2,0,1,0,1,3,1,0,0,1,3,0,0,1,2,5,2,0,0,2,5,0,1,1,7967099.56493000000,11400.68111670000
Residual Sub Area,4,03H,03H,NORTHEAST,GREENFIELD,NON RESIDENTIAL,N/A,Scott Lockwood,scott.lockwood@calgary.ca,2006,,24,9,0,12,6,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,21,0,0,0,0,3,1,2,3,0,14,10,0,5,0,0,2,3,3,0,1,0,0,1,0,0,1,2,2,2,2,0,0,6,0,0,3,5,5,2,3,0,2656660.47502000000,6516.94210477000
Industrial,2,ST4,STONEY 4,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Deborah Cooper,Deborah.Cooper@calgary.ca,2006,Y,0,4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5559451.94495000000,16495.89916600000
Residual Sub Area,4,03D,03D,NORTH,GREENFIELD,NON RESIDENTIAL,N/A,Deborah Cooper,Deborah.Cooper@calgary.ca,2006,Y,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514302.30526000000,6874.64371581000
Residual Sub Area,4,02B,02B,NORTHWEST,GREENFIELD,NON RESIDENTIAL,N/A,Scott Lockwood,scott.lockwood@calgary.ca,2006,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2655613.23601000000,6527.84570333000
Residual Sub Area,4,02C,02C,NORTHWEST,GREENFIELD,NON RESIDENTIAL,N/A,Scott Lockwood,scott.lockwood@calgary.ca,2006,Y,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505413.52302000000,6034.34288335000
Residential,1,SYV,SYMONS VALLEY,NORTH,NEW SUBURBS,BUILDING OUT,DEVELOPING,Doug MacDonald,Doug.MacDonald@calgary.ca,2006,,2658,1014,286,1634,826,977,34,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,27,27,51,1,6,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,826,799,2602,15,127,0,0,32,321,179,287,36,1336,1322,121,181,78,60,302,316,173,70,29,6,114,195,72,54,360,281,151,63,22,10,235,376,150,114,662,597,324,133,51,16,10793865.87490000000,16159.01879420000
Residential,1,SNA,SUNALTA,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Norah Li,norah.li@calgary.ca,2006,,3354,2128,111,2705,485,257,4,0,1648,58,0,151,1,6,1,0,0,2,0,3,1558,331,2333,78,9,0,3,137,5,203,10,0,1,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,222,1,0,0,0,57,33,103,1,0,0,1,233,116,489,20,2,1,10,1140,630,164,57,5,1906,1448,45,67,50,179,732,483,225,87,27,11,49,55,32,232,609,251,106,67,32,15,94,122,82,411,1341,734,331,154,59,26,940817.81725400000,4680.77130692000
Residential,1,FLN,FOREST LAWN,EAST,ESTABLISHED SUBURBS,PRE-1940,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2006,,7857,3295,610,4325,1193,1403,317,6,223,739,57,532,1,11,3,0,2,1,0,1,217,4,413,5,0,0,1,426,22,828,40,0,65,0,311,118,894,4,0,2,1,37,34,53,0,0,19,0,6,3,11,0,0,0,0,16,9,101,2,0,0,0,712,61,1919,27,0,0,5,1367,942,3638,31,0,0,18,732,1119,591,532,118,4309,3548,272,435,261,356,733,827,745,324,226,130,214,423,243,295,609,634,458,282,226,164,486,858,504,651,1342,1461,1203,606,452,294,2316962.67354000000,6520.72444002000
Residential,1,REN,RENFREW,CENTRE,INNER CITY,1950s,BUILT-OUT,Vern Hart,Vern.Hart@calgary.ca,2006,,5629,3119,296,3816,1690,1520,141,0,623,426,0,403,0,4,1,1,0,0,0,1,610,279,889,12,0,0,1,328,9,480,49,0,25,0,133,59,280,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,0,0,0,0,411,300,780,15,0,0,7,1450,1043,3182,58,5,0,6,1202,1119,387,207,23,2834,2795,122,185,110,222,742,582,449,191,98,133,118,161,104,245,722,551,405,176,146,167,240,346,214,467,1464,1133,854,367,244,300,2658624.38464000000,7948.22241459000
Residual Sub Area,4,01F,01F,NORTHWEST,NEW SUBURBS,BUILDING OUT,N/A,Scott Lockwood,Scott.Lockwood@calgary.ca,2006,,192,77,19,116,58,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,58,192,0,18,0,0,0,15,20,20,3,92,100,8,7,8,7,11,14,22,14,1,0,10,9,11,7,14,14,24,9,2,0,18,16,19,14,25,28,46,23,3,0,884005.14165500000,6628.81546871000
Residential,1,MRT,MARTINDALE,NORTHEAST,RECENT SUBURBS,1990s,BUILT-OUT,Scott Lockwood,Scott.Lockwood@calgary.ca,2006,,11915,3572,1494,6573,3112,3323,52,0,0,148,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,87,6,0,4,0,48,39,157,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,138,306,1,0,0,0,3279,2932,11365,44,0,0,0,345,842,758,1231,337,6094,5821,671,1079,361,366,1154,1216,684,348,151,64,516,972,325,378,1292,1082,674,355,164,63,1187,2051,686,744,2446,2298,1358,703,315,127,2716744.34905000000,6713.93364052000
Residential,1,DAL,DALHOUSIE,NORTHWEST,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Laura Weckman,Laura.Weckman@calgary.ca,2006,,9098,3706,499,4819,2542,1925,307,0,863,570,0,41,0,0,0,0,0,0,0,4,839,354,1323,20,0,0,0,35,1,61,1,0,5,0,305,124,890,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,309,1377,5,0,0,0,1896,1754,5447,27,2,0,0,831,1349,619,776,65,4504,4594,209,496,322,526,664,666,597,483,353,188,176,479,331,486,593,654,625,539,411,300,385,975,653,1012,1257,1320,1222,1022,764,488,3335932.04103000000,7592.46633784000
Residential,1,SIL,SILVER SPRINGS,NORTHWEST,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Laura Weckman,Laura.Weckman@calgary.ca,2006,,9329,3510,501,5339,2932,2531,209,1,240,514,0,14,0,0,1,0,0,0,0,2,235,0,403,3,0,0,0,11,2,19,2,0,1,0,205,139,544,4,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,2,0,0,0,0,505,407,1014,9,0,0,0,2510,2383,7345,21,0,0,1,615,1233,655,888,77,4687,4642,169,565,409,427,539,560,863,717,299,139,229,525,424,342,466,633,942,682,262,137,398,1090,833,769,1005,1193,1805,1399,561,276,4978414.22181000000,10061.28688680000
Industrial,2,WES,WESTWINDS,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Cliff DeJong,cliff.dejong@calgary.ca,2006,,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950608.01970000000,6713.54908030000
Residential,1,THO,THORNCLIFFE,NORTH,INNER SUBURBS,1950s,BUILT-OUT,Brenda Etherington,Brenda.Etherington@calgary.ca,2006,,8862,3779,576,5010,2348,2056,366,0,335,816,0,205,0,0,1,0,0,0,0,3,310,31,468,22,0,0,0,145,5,231,23,0,37,0,354,165,912,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,794,355,2119,20,0,0,0,2027,1792,5132,28,0,1,1,878,1341,689,647,75,4484,4378,231,455,282,371,691,781,709,377,298,289,219,451,270,346,623,730,645,376,365,353,450,906,552,717,1314,1511,1354,753,663,642,3269188.17324000000,8229.10911659000
Residential,1,VAR,VARSITY,NORTHWEST,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Laura Weckman,Laura.Weckman@calgary.ca,2006,,12158,5450,409,6015,3556,2606,170,0,1753,893,0,26,0,0,1,0,0,1,0,10,1668,545,2598,75,0,0,0,24,0,42,2,0,0,0,167,83,420,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,868,537,1705,23,0,1,2,2569,2391,7392,34,1,0,2,1609,1985,693,919,91,5879,6279,148,577,409,743,786,687,899,640,579,411,163,568,456,696,720,732,949,694,705,596,311,1145,865,1439,1506,1419,1848,1334,1284,1007,6848980.94680000000,11791.02440860000
Residual Sub Area,4,05B,05B,NORTHEAST,RESIDUAL,NON RESIDENTIAL,N/A,Scott Lockwood,Scott.Lockwood@calgary.ca,2006,,16,4,1,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,16,0,0,0,0,0,1,0,3,0,8,8,0,1,0,0,1,1,3,0,1,1,1,1,1,1,1,2,0,0,1,0,1,2,1,1,2,3,3,0,2,1,1022480.53860000000,4503.73339724000
Residential,1,COR,CORAL SPRINGS,NORTHEAST,RECENT SUBURBS,1990s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2006,,6166,1477,416,3400,1422,1437,0,0,0,37,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,31,81,0,0,0,0,1426,1391,6079,11,0,0,0,38,192,265,701,269,3082,3084,170,534,318,285,356,441,572,240,118,48,146,488,305,271,364,506,566,222,132,84,316,1022,623,556,720,947,1138,462,250,132,1626240.79469000000,5257.08734666000
Residential,1,CAS,CASTLERIDGE,NORTHEAST,RECENT SUBURBS,1980s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2006,,6216,1887,575,3424,1303,1458,226,0,120,0,0,83,0,0,0,0,0,0,0,0,117,0,208,3,0,0,0,64,2,119,2,0,17,0,221,131,729,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1429,1170,5160,29,0,0,0,231,421,364,613,202,3148,3068,235,502,277,262,464,560,506,191,104,47,214,487,275,253,434,540,476,195,136,58,449,989,552,515,898,1100,982,386,240,105,1212142.08070000000,4570.77495815000
Residual Sub Area,4,01B,01B,NORTHWEST,OTHER,NON RESIDENTIAL,N/A,Mike Marko,Mike.Marko@calgary.ca,2006,Y,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976907.33369000000,6132.17319733000
Industrial,2,SKE,SKYLINE EAST,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Doug MacDonald,Doug.MacDonald@calgary.ca,2006,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554908.42752800000,3438.30333461000
Residential,1,SIG,SIGNAL HILL,WEST,RECENT SUBURBS,1990s,DEVELOPING,Norah Li,norah.li@calgary.ca,2006,,14076,5255,1003,6935,4980,3406,372,0,1083,387,0,6,0,0,0,1,0,0,0,2,1062,996,1494,18,0,1,0,3,3,10,2,0,1,0,371,352,739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,0,0,0,0,381,336,714,6,0,0,1,3383,3293,11071,21,1,0,1,1156,1623,794,1479,149,6727,7349,370,1079,494,326,497,1144,1302,693,409,413,401,1067,475,337,631,1372,1281,630,501,654,771,2146,969,663,1128,2516,2583,1323,910,1067,5556768.74994000000,10669.35914820000
