Community Name,Project Number,Job Created Year (YYYY),Permit Number,POSSE Job Type,Status Description,Est Construction Values,Construction Area ( Square Footage),Job Created Date (YYYY/MM/DD),Permit Issue Date (YYYY/MM/DD),Job Compltd Date (YYYY/MM/DD),Permit Duration ,SCP Process times
CITYSCAPE,PDA2015-01948,2015,BP2015-12794,Single Construction Permit,Completed,"$182,278","2,108.0000",9/30/2015,11/30/2015,5/5/2016,218,40
CITYSCAPE,PDA2015-01954,2015,BP2015-12659,Single Construction Permit,Completed,"$317,512","2,550.0000",9/28/2015,10/5/2015,3/30/2016,184,97
CITYSCAPE,PDA2015-01968,2015,BP2015-12804,Single Construction Permit,Completed,"$373,540","3,004.0000",9/30/2015,10/7/2015,3/31/2016,183,1
CITYSCAPE,PDA2015-01969,2015,BP2015-12805,Single Construction Permit,Completed,"$306,014","2,471.0000",9/30/2015,10/6/2015,4/12/2016,195,1
CITYSCAPE,PDA2015-01973,2015,BP2015-12803,Single Construction Permit,Completed,"$276,011","2,309.0000",9/30/2015,10/6/2015,4/15/2016,198,1
CITYSCAPE,PDA2015-01983,2015,BP2015-12880,Single Construction Permit,Completed,"$289,918","2,334.0000",10/1/2015,10/20/2015,4/15/2016,197,10
CITYSCAPE,PDA2015-01984,2015,BP2015-12881,Single Construction Permit,Completed,"$288,449","2,426.0000",10/1/2015,10/29/2015,4/12/2016,194,18
CITYSCAPE,PDA2015-01985,2015,BP2015-12879,Single Construction Permit,Completed,"$265,253","2,121.0000",10/1/2015,10/7/2015,4/11/2016,193,1
CITYSCAPE,PDA2015-01986,2015,BP2015-12882,Single Construction Permit,Completed,"$293,741","2,460.0000",10/1/2015,10/20/2015,5/4/2016,216,10
CITYSCAPE,PDA2015-01987,2015,BP2015-12883,Single Construction Permit,Completed,"$364,041","3,019.0000",10/1/2015,10/13/2015,6/16/2016,259,1
CITYSCAPE,PDA2015-01990,2015,BP2015-12908,Single Construction Permit,Completed,"$222,095","1,712.0000",10/2/2015,10/15/2015,5/3/2016,214,100
CITYSCAPE,PDA2015-02003,2015,BP2015-13012,Single Construction Permit,Completed,"$265,059","2,183.0000",10/5/2015,10/16/2015,4/8/2016,186,3
CITYSCAPE,PDA2015-02006,2015,BP2015-13128,Single Construction Permit,Completed,"$402,485","3,149.0000",10/7/2015,10/14/2015,5/5/2016,211,2
CITYSCAPE,PDA2015-02008,2015,BP2015-13063,Single Construction Permit,Completed,"$256,280","2,160.0000",10/6/2015,10/13/2015,4/22/2016,199,1
CITYSCAPE,PDA2015-02020,2015,BP2015-13136,Single Construction Permit,Completed,"$251,768","2,129.0000",10/7/2015,10/15/2015,5/12/2016,218,1
CITYSCAPE,PDA2015-02029,2015,BP2015-13208,Single Construction Permit,Completed,"$261,492","1,740.0000",10/8/2015,10/20/2015,5/16/2016,221,1
CITYSCAPE,PDA2015-02031,2015,BP2015-13297,Single Construction Permit,Completed,"$297,439","2,435.0000",10/9/2015,10/20/2015,4/15/2016,189,3
CITYSCAPE,PDA2015-02075,2015,BP2015-13484,Single Construction Permit,Completed,"$238,493","1,735.0000",10/15/2015,10/26/2015,5/24/2016,222,1
CITYSCAPE,PDA2015-02077,2015,BP2015-13502,Single Construction Permit,Completed,"$243,749","1,740.0000",10/15/2015,10/26/2015,5/17/2016,215,1
CITYSCAPE,PDA2015-02082,2015,BP2015-13512,Single Construction Permit,Completed,"$276,515","2,188.0000",10/15/2015,10/27/2015,4/26/2016,194,1
CITYSCAPE,PDA2015-02083,2015,BP2015-13515,Single Construction Permit,Completed,"$289,916","2,431.0000",10/15/2015,11/20/2015,4/12/2016,180,14
CITYSCAPE,PDA2015-02085,2015,BP2015-13528,Single Construction Permit,Completed,"$378,561","2,939.0000",10/15/2015,11/4/2015,4/13/2016,181,1
CITYSCAPE,PDA2015-02095,2015,BP2015-13582,Single Construction Permit,Completed,"$418,899","3,665.0000",10/16/2015,10/28/2015,4/27/2016,194,1
CITYSCAPE,PDA2015-02119,2015,BP2015-13678,Single Construction Permit,Completed,"$215,180","1,581.0000",10/19/2015,10/26/2015,5/5/2016,199,1
CITYSCAPE,PDA2015-02160,2015,BP2015-13864,Single Construction Permit,Completed,"$362,708","2,881.0000",10/22/2015,10/27/2015,5/3/2016,194,1
CITYSCAPE,PDA2015-02173,2015,BP2015-13915,Single Construction Permit,Completed,"$266,381","2,171.0000",10/23/2015,11/2/2015,4/26/2016,186,1
CITYSCAPE,PDA2015-02174,2015,BP2015-13916,Single Construction Permit,Completed,"$355,022","2,760.0000",10/23/2015,11/2/2015,5/17/2016,207,2
CITYSCAPE,PDA2015-02213,2015,BP2015-14088,Single Construction Permit,Completed,"$365,057","3,064.0000",10/27/2015,11/3/2015,4/21/2016,177,1
CITYSCAPE,PDA2015-02215,2015,BP2015-14091,Single Construction Permit,Completed,"$282,722","2,324.0000",10/27/2015,11/2/2015,4/29/2016,185,1
CITYSCAPE,PDA2015-02216,2015,BP2015-14093,Single Construction Permit,Completed,"$287,251","2,324.0000",10/27/2015,11/3/2015,5/5/2016,191,5
CITYSCAPE,PDA2015-02217,2015,BP2015-14098,Single Construction Permit,Completed,"$376,971","3,071.0000",10/27/2015,11/3/2015,5/5/2016,191,118
CITYSCAPE,PDA2015-02219,2015,BP2015-14100,Single Construction Permit,Completed,"$294,445","2,431.0000",10/27/2015,11/3/2015,5/5/2016,191,1
CITYSCAPE,PDA2015-02221,2015,BP2015-14103,Single Construction Permit,Completed,"$294,445","2,431.0000",10/27/2015,11/3/2015,4/25/2016,181,1
CITYSCAPE,PDA2015-02222,2015,BP2015-14104,Single Construction Permit,Completed,"$294,445","2,431.0000",10/27/2015,11/4/2015,4/26/2016,182,1
CITYSCAPE,PDA2015-02223,2015,BP2015-14106,Single Construction Permit,Completed,"$364,389","3,057.0000",10/27/2015,11/3/2015,5/5/2016,191,5
CITYSCAPE,PDA2015-02258,2015,BP2015-14267,Single Construction Permit,Completed,"$355,423","2,805.0000",10/29/2015,11/10/2015,4/14/2016,168,7
CITYSCAPE,PDA2015-02260,2015,BP2015-14268,Single Construction Permit,Completed,"$285,386","2,284.0000",10/29/2015,11/10/2015,4/14/2016,168,15
CITYSCAPE,PDA2015-02261,2015,BP2015-14277,Single Construction Permit,Completed,"$285,386","2,284.0000",10/29/2015,11/10/2015,4/26/2016,180,7
CITYSCAPE,PDA2015-02285,2015,BP2015-14378,Single Construction Permit,Completed,"$237,888","1,584.0000",10/30/2015,11/18/2015,5/17/2016,200,1
CITYSCAPE,PDA2015-02286,2015,BP2015-14379,Single Construction Permit,Completed,"$215,351","1,576.0000",10/30/2015,11/18/2015,5/17/2016,200,1
CITYSCAPE,PDA2015-02287,2015,BP2015-14384,Single Construction Permit,Completed,"$372,749","3,096.0000",10/30/2015,11/18/2015,5/9/2016,192,115
CITYSCAPE,PDA2015-02292,2015,BP2015-14423,Single Construction Permit,Completed,"$240,264","1,672.0000",10/30/2015,11/18/2015,5/17/2016,200,1
CITYSCAPE,PDA2015-02293,2015,BP2015-14440,Single Construction Permit,Completed,"$228,107","1,506.0000",10/30/2015,11/24/2015,5/10/2016,193,4
CITYSCAPE,PDA2015-02331,2015,BP2015-14728,Single Construction Permit,Completed,"$300,938","1,939.0000",11/9/2015,12/3/2015,4/15/2016,158,18
CITYSCAPE,PDA2015-02337,2015,BP2015-14752,Single Construction Permit,Completed,"$205,836","1,387.0000",11/10/2015,12/7/2015,5/17/2016,189,17
CITYSCAPE,PDA2015-02340,2015,BP2015-14775,Single Construction Permit,Completed,"$205,836","1,387.0000",11/10/2015,12/7/2015,5/17/2016,189,17
CITYSCAPE,PDA2015-02343,2015,BP2015-14806,Single Construction Permit,Completed,"$210,364","1,387.0000",11/10/2015,12/7/2015,5/16/2016,188,17
CITYSCAPE,PDA2015-02391,2015,BP2015-15110,Single Construction Permit,Completed,"$291,046","1,823.0000",11/19/2015,12/15/2015,4/20/2016,153,6
CITYSCAPE,PDA2015-02393,2015,BP2015-15114,Single Construction Permit,Completed,"$287,251","1,785.0000",11/19/2015,12/15/2015,5/5/2016,168,8
CITYSCAPE,PDA2015-02394,2015,BP2015-15115,Single Construction Permit,Completed,"$284,257","1,785.0000",11/19/2015,12/15/2015,4/18/2016,151,8
CITYSCAPE,PDA2015-02398,2015,BP2015-15141,Single Construction Permit,Completed,"$222,095","1,407.0000",11/20/2015,12/15/2015,5/5/2016,167,8
CITYSCAPE,PDA2015-02435,2015,BP2015-15387,Single Construction Permit,Completed,"$260,724","1,649.0000",11/27/2015,12/17/2015,6/28/2016,214,1
CITYSCAPE,PDA2016-00013,2016,BP2016-00075,Single Construction Permit,Completed,"$366,910","2,250.0000",1/6/2016,1/7/2016,8/22/2016,229,50
CITYSCAPE,PDA2016-00016,2016,BP2016-00230,Single Construction Permit,Completed,"$377,189","2,255.0000",1/12/2016,1/14/2016,8/25/2016,226,5
CITYSCAPE,PDA2016-00017,2016,BP2016-00238,Single Construction Permit,Completed,"$390,568","2,357.0000",1/12/2016,2/11/2016,8/25/2016,226,16
CITYSCAPE,PDA2016-00020,2016,BP2016-00087,Single Construction Permit,Final Phase,"$390,568","2,357.0000",1/6/2016,1/20/2016,12/31/9999,258,11
CITYSCAPE,PDA2016-00022,2016,BP2016-00275,Single Construction Permit,Completed,"$390,568","2,357.0000",1/13/2016,1/22/2016,9/16/2016,247,7
CITYSCAPE,PDA2016-00070,2016,BP2016-00303,Single Construction Permit,Completed,"$389,095","2,352.0000",1/14/2016,2/4/2016,9/13/2016,243,15
CITYSCAPE,PDA2016-00112,2016,BP2016-00795,Single Construction Permit,Completed,"$416,754","2,573.0000",1/29/2016,2/2/2016,8/16/2016,200,22
CITYSCAPE,PDA2016-00191,2016,BP2016-00933,Single Construction Permit,Completed,"$417,436","2,561.0000",2/4/2016,2/8/2016,8/18/2016,196,19
CITYSCAPE,PDA2016-00198,2016,BP2016-00897,Single Construction Permit,Final Phase,"$377,189","2,255.0000",2/3/2016,2/5/2016,12/31/9999,230,39
CITYSCAPE,PDA2016-00305,2016,BP2016-01341,Single Construction Permit,Final Phase,"$368,045","2,256.0000",2/17/2016,2/22/2016,12/31/9999,216,14
CITYSCAPE,PDA2016-00313,2016,BP2016-01397,Single Construction Permit,Completed,"$313,680","1,939.0000",2/18/2016,2/23/2016,8/16/2016,180,1
CITYSCAPE,PDA2016-00317,2016,BP2016-01409,Single Construction Permit,Completed,"$389,095","2,352.0000",2/18/2016,2/24/2016,8/24/2016,188,29
CITYSCAPE,PDA2016-00321,2016,BP2016-01421,Single Construction Permit,Completed,"$293,210","1,785.0000",2/18/2016,2/25/2016,8/16/2016,180,5
CITYSCAPE,PDA2016-00345,2016,BP2016-01550,Single Construction Permit,Completed,"$367,252","2,256.0000",2/23/2016,4/27/2016,9/16/2016,206,46
CITYSCAPE,PDA2016-00356,2016,BP2016-01630,Single Construction Permit,Final Phase,"$326,997","1,981.0000",2/25/2016,3/8/2016,12/31/9999,208,8
CITYSCAPE,PDA2016-00392,2016,BP2016-01946,Single Construction Permit,Completed,"$294,306","1,785.0000",3/7/2016,4/28/2016,8/31/2016,177,38
CITYSCAPE,PDA2016-00394,2016,BP2016-01956,Single Construction Permit,Completed,"$297,888","1,785.0000",3/7/2016,3/9/2016,8/24/2016,170,3
CITYSCAPE,PDA2016-00396,2016,BP2016-01963,Single Construction Permit,Final Phase,"$390,568","2,357.0000",3/7/2016,3/10/2016,12/31/9999,197,2
CITYSCAPE,PDA2016-00400,2016,BP2016-02014,Single Construction Permit,Completed,"$326,064","1,981.0000",3/9/2016,3/11/2016,9/16/2016,191,2
CITYSCAPE,PDA2016-00446,2016,BP2016-02377,Single Construction Permit,Completed,"$372,614","2,255.0000",3/17/2016,3/31/2016,9/16/2016,183,75
CITYSCAPE,PDA2016-00482,2016,BP2016-02533,Single Construction Permit,Pre Board Phase,"$91,949",575.0000,3/22/2016,5/2/2016,12/31/9999,182,24
CITYSCAPE,PDA2016-00482,2016,BP2016-02534,Single Construction Permit,Pre Board Phase,"$91,949",575.0000,3/22/2016,5/2/2016,12/31/9999,182,24
CITYSCAPE,PDA2016-00486,2016,BP2016-02606,Single Construction Permit,Completed,"$415,757","2,561.0000",3/23/2016,5/3/2016,9/16/2016,177,24
CITYSCAPE,PDA2016-00489,2016,BP2016-02623,Single Construction Permit,Final Phase,"$224,741","1,407.0000",3/23/2016,5/3/2016,12/31/9999,181,24
CITYSCAPE,PDA2016-00494,2016,BP2016-02684,Single Construction Permit,Completed,"$306,930","1,939.0000",3/24/2016,4/5/2016,9/16/2016,176,3
CITYSCAPE,PDA2016-00510,2016,BP2016-02804,Single Construction Permit,Completed,"$291,051","1,785.0000",3/30/2016,5/13/2016,9/16/2016,170,32
CITYSCAPE,PDA2016-00521,2016,BP2016-02868,Single Construction Permit,Completed,"$375,445","2,255.0000",3/31/2016,4/6/2016,9/16/2016,169,2
CITYSCAPE,PDA2016-00541,2016,BP2016-02981,Single Construction Permit,Pre Board Phase,"$275,587","1,702.0000",4/4/2016,5/3/2016,12/31/9999,169,18
CITYSCAPE,PDA2016-00570,2016,BP2016-03208,Single Construction Permit,Pre Board Phase,"$303,805","1,823.0000",4/8/2016,5/2/2016,12/31/9999,165,26
CITYSCAPE,PDA2016-00571,2016,BP2016-03210,Single Construction Permit,Pre Board Phase,"$283,255","1,753.0000",4/8/2016,5/2/2016,12/31/9999,165,17
CITYSCAPE,PDA2016-00572,2016,BP2016-03212,Single Construction Permit,Pre Board Phase,"$294,796","1,785.0000",4/8/2016,4/28/2016,12/31/9999,165,15
CITYSCAPE,PDA2016-00574,2016,BP2016-03216,Single Construction Permit,Pre Board Phase,"$275,165","1,649.0000",4/8/2016,5/2/2016,12/31/9999,165,14
CITYSCAPE,PDA2016-00575,2016,BP2016-03217,Single Construction Permit,Pre Board Phase,"$293,430","1,729.0000",4/8/2016,4/21/2016,12/31/9999,165,5
CITYSCAPE,PDA2016-00577,2016,BP2016-03238,Single Construction Permit,Pre Board Phase,"$374,268","2,255.0000",4/8/2016,5/2/2016,12/31/9999,165,14
CITYSCAPE,PDA2016-00578,2016,BP2016-03246,Single Construction Permit,Pre Board Phase,"$303,805","1,823.0000",4/8/2016,5/16/2016,12/31/9999,165,27
CITYSCAPE,PDA2016-00631,2016,BP2016-03559,Single Construction Permit,Pre Board Phase,"$296,315","1,823.0000",4/15/2016,5/3/2016,12/31/9999,158,1
CITYSCAPE,PDA2016-00638,2016,BP2016-03624,Single Construction Permit,Pre Board Phase,"$415,757","2,561.0000",4/18/2016,4/28/2016,12/31/9999,155,2
CITYSCAPE,PDA2016-00710,2016,BP2016-04057,Single Construction Permit,Pre Board Phase,"$290,118","1,785.0000",4/27/2016,5/5/2016,12/31/9999,146,2
CITYSCAPE,PDA2016-00713,2016,BP2016-04075,Single Construction Permit,Pre Board Phase,"$278,577","1,753.0000",4/27/2016,5/5/2016,12/31/9999,146,5
CITYSCAPE,PDA2016-00715,2016,BP2016-04089,Single Construction Permit,Pre Board Phase,"$312,514","1,939.0000",4/27/2016,5/5/2016,12/31/9999,146,5
CITYSCAPE,PDA2016-00749,2016,BP2016-04285,Single Construction Permit,Pre Board Phase,"$479,544","2,352.0000",5/2/2016,5/12/2016,12/31/9999,141,2
CITYSCAPE,PDA2016-00757,2016,BP2016-04327,Single Construction Permit,Final Phase,"$377,189","2,255.0000",5/2/2016,5/12/2016,12/31/9999,141,2
CITYSCAPE,PDA2016-00791,2016,BP2016-04521,Single Construction Permit,Pre Board Phase,"$300,759","1,801.0000",5/5/2016,5/24/2016,12/31/9999,138,13
CITYSCAPE,PDA2016-00793,2016,BP2016-04553,Single Construction Permit,Pre Board Phase,"$230,585","1,407.0000",5/5/2016,5/24/2016,12/31/9999,138,13
CITYSCAPE,PDA2016-00800,2016,BP2016-04619,Single Construction Permit,Pre Board Phase,"$265,914","1,568.0000",5/6/2016,6/21/2016,12/31/9999,137,31
CITYSCAPE,PDA2016-00801,2016,BP2016-04623,Single Construction Permit,Pre Board Phase,"$269,409","1,599.0000",5/6/2016,6/20/2016,12/31/9999,137,30
CITYSCAPE,PDA2016-00802,2016,BP2016-04629,Single Construction Permit,Pre Board Phase,"$301,365","1,823.0000",5/6/2016,5/30/2016,12/31/9999,137,12
CITYSCAPE,PDA2016-00816,2016,BP2016-04705,Single Construction Permit,Pre Board Phase,"$273,999","1,649.0000",5/9/2016,5/24/2016,12/31/9999,134,11
CITYSCAPE,PDA2016-00834,2016,BP2016-04823,Single Construction Permit,Pre Board Phase,"$415,757","2,561.0000",5/11/2016,5/24/2016,12/31/9999,132,2
CITYSCAPE,PDA2016-00839,2016,BP2016-04838,Single Construction Permit,Pre Board Phase,"$302,639","1,823.0000",5/11/2016,5/27/2016,12/31/9999,132,9
CITYSCAPE,PDA2016-00845,2016,BP2016-04861,Single Construction Permit,Final Phase,"$377,807","2,255.0000",5/11/2016,5/25/2016,12/31/9999,132,1
CITYSCAPE,PDA2016-00847,2016,BP2016-04870,Single Construction Permit,Pre Board Phase,"$374,887","2,255.0000",5/11/2016,5/27/2016,12/31/9999,132,12
CITYSCAPE,PDA2016-00848,2016,BP2016-04879,Single Construction Permit,Pre Board Phase,"$275,398","1,649.0000",5/11/2016,5/24/2016,12/31/9999,132,2
CITYSCAPE,PDA2016-00906,2016,BP2016-05202,Single Construction Permit,Pre Board Phase,"$296,722","1,785.0000",5/18/2016,5/27/2016,12/31/9999,125,7
CITYSCAPE,PDA2016-00928,2016,BP2016-05268,Single Construction Permit,Pre Board Phase,"$262,669","1,615.0000",5/19/2016,6/20/2016,12/31/9999,124,22
CITYSCAPE,PDA2016-00941,2016,BP2016-05327,Single Construction Permit,Pre Board Phase,"$417,390","2,561.0000",5/20/2016,6/22/2016,12/31/9999,123,20
CITYSCAPE,PDA2016-00968,2016,BP2016-05525,Single Construction Permit,Pre Board Phase,"$415,122","2,573.0000",5/25/2016,6/6/2016,12/31/9999,118,1
CITYSCAPE,PDA2016-00977,2016,BP2016-05596,Single Construction Permit,Pre Board Phase,"$225,907","1,407.0000",5/26/2016,6/6/2016,12/31/9999,117,3
CITYSCAPE,PDA2016-00998,2016,BP2016-05701,Single Construction Permit,Pre Board Phase,"$288,952","1,785.0000",5/27/2016,6/6/2016,12/31/9999,116,2
CITYSCAPE,PDA2016-01227,2016,BP2016-06957,Single Construction Permit,Pre Board Phase,"$270,575","1,599.0000",6/21/2016,7/12/2016,12/31/9999,91,2
CITYSCAPE,PDA2016-01239,2016,BP2016-07022,Single Construction Permit,Pre Backfill Phase,"$294,796","1,785.0000",6/22/2016,7/12/2016,12/31/9999,90,3
CITYSCAPE,PDA2016-01241,2016,BP2016-07028,Single Construction Permit,Pre Backfill Phase,"$371,451","2,255.0000",6/22/2016,7/12/2016,12/31/9999,90,3
CITYSCAPE,PDA2016-01246,2016,BP2016-07032,Single Construction Permit,Pre Backfill Phase,"$377,165","2,255.0000",6/22/2016,7/19/2016,12/31/9999,90,17
CITYSCAPE,PDA2016-01257,2016,BP2016-07091,Single Construction Permit,Pre Backfill Phase,"$307,561","1,939.0000",6/23/2016,7/12/2016,12/31/9999,89,3
CITYSCAPE,PDA2016-01285,2016,BP2016-07275,Single Construction Permit,Pre Backfill Phase,"$377,189","2,255.0000",6/28/2016,7/12/2016,12/31/9999,84,2
CITYSCAPE,PDA2016-01291,2016,BP2016-07288,Single Construction Permit,Pre Backfill Phase,"$277,411","1,753.0000",6/28/2016,7/12/2016,12/31/9999,84,2
CITYSCAPE,PDA2016-01293,2016,BP2016-07299,Single Construction Permit,Pre Backfill Phase,"$262,669","1,615.0000",6/28/2016,7/12/2016,12/31/9999,84,2
CITYSCAPE,PDA2016-01381,2016,BP2016-07640,Single Construction Permit,Pre Backfill Phase,"$327,230","1,981.0000",7/6/2016,7/26/2016,12/31/9999,76,2
CITYSCAPE,PDA2016-01383,2016,BP2016-07660,Single Construction Permit,Pre Backfill Phase,"$304,248","1,823.0000",7/6/2016,7/20/2016,12/31/9999,76,3
CITYSCAPE,PDA2016-01435,2016,BP2016-07931,Single Construction Permit,Pre Backfill Phase,"$298,539","1,785.0000",7/12/2016,7/28/2016,12/31/9999,70,4
CITYSCAPE,PDA2016-01490,2016,BP2016-08186,Single Construction Permit,Pre Backfill Phase,"$222,453","1,451.0000",7/18/2016,8/4/2016,12/31/9999,64,13
CITYSCAPE,PDA2016-01545,2016,BP2016-08498,Single Construction Permit,Pre Backfill Phase,"$265,121","1,568.0000",7/22/2016,8/11/2016,12/31/9999,60,2
CITYSCAPE,PDA2016-01552,2016,BP2016-08538,Single Construction Permit,Pre Backfill Phase,"$376,046","2,255.0000",7/25/2016,8/15/2016,12/31/9999,57,15
CITYSCAPE,PDA2016-01555,2016,BP2016-08542,Single Construction Permit,Pre Backfill Phase,"$416,778","2,573.0000",7/25/2016,8/15/2016,12/31/9999,57,15
CITYSCAPE,PDA2016-01560,2016,BP2016-08554,Single Construction Permit,Pre Backfill Phase,"$275,305","1,649.0000",7/25/2016,8/10/2016,12/31/9999,57,2
CITYSCAPE,PDA2016-01562,2016,BP2016-08590,Single Construction Permit,Pre Backfill Phase,"$375,811","2,284.0000",7/26/2016,8/15/2016,12/31/9999,56,1
CITYSCAPE,PDA2016-01645,2016,BP2016-09385,Single Construction Permit,Pre Backfill Phase,"$244,946","1,615.0000",8/11/2016,9/9/2016,12/31/9999,40,14
CITYSCAPE,PDA2016-01730,2016,BP2016-09358,Single Construction Permit,Pre Backfill Phase,"$390,568","2,357.0000",8/11/2016,8/24/2016,12/31/9999,40,3
CITYSCAPE,PDA2016-01847,2016,BP2016-09898,Single Construction Permit,Pre Backfill Phase,"$375,468","2,255.0000",8/24/2016,9/8/2016,12/31/9999,27,4
CITYSCAPE,PDA2016-01893,2016,BP2016-10119,Single Construction Permit,Pre Backfill Phase,"$212,624","1,387.0000",8/29/2016,9/14/2016,12/31/9999,22,12
CITYSCAPE,PDA2016-01901,2016,BP2016-10166,Single Construction Permit,In Review,"$369,046","2,210.0000",8/30/2016,12/31/9999,12/31/9999,21,0
CITYSCAPE,PDA2016-01902,2016,BP2016-10169,Single Construction Permit,Pre Backfill Phase,"$226,955","1,448.0000",8/30/2016,9/14/2016,12/31/9999,21,3
CITYSCAPE,PDA2016-01921,2016,BP2016-10235,Single Construction Permit,Pre Backfill Phase,"$296,722","1,785.0000",8/31/2016,9/16/2016,12/31/9999,20,4
CITYSCAPE,PDA2016-01924,2016,BP2016-10246,Single Construction Permit,Pre Backfill Phase,"$296,936","1,798.0000",8/31/2016,9/14/2016,12/31/9999,20,4
CITYSCAPE,PDA2016-01931,2016,BP2016-10263,Single Construction Permit,Pre Backfill Phase,"$443,849","2,763.0000",8/31/2016,9/14/2016,12/31/9999,20,5
CITYSCAPE,PDA2016-01974,2016,BP2016-10476,Single Construction Permit,Hold,"$370,423","2,210.0000",9/7/2016,12/31/9999,12/31/9999,13,5
CITYSCAPE,PDA2016-01976,2016,BP2016-10480,Single Construction Permit,Hold,"$444,751","2,769.0000",9/7/2016,12/31/9999,12/31/9999,13,5
CITYSCAPE,PDA2016-01978,2016,BP2016-10487,Single Construction Permit,Hold,"$353,139","2,158.0000",9/7/2016,12/31/9999,12/31/9999,13,5
CITYSCAPE,PDA2016-01993,2016,BP2016-10603,Single Construction Permit,In Review,"$297,888","1,785.0000",9/9/2016,12/31/9999,12/31/9999,11,0
CITYSCAPE,PDA2016-02015,2016,BP2016-10767,Single Construction Permit,In Review,"$417,883","2,586.0000",9/13/2016,12/31/9999,12/31/9999,7,0
CLIFF BUNGALOW,,2015,BP2015-00674,Single Construction Permit,Completed,"$394,149","3,344.0000",1/21/2015,2/11/2015,12/8/2015,321,16
COLLINGWOOD,,2015,BP2015-00635,Single Construction Permit,Completed,"$572,376","5,713.9999",1/21/2015,2/26/2015,6/22/2016,518,15
COLLINGWOOD,,2015,BP2015-04509,Single Construction Permit,Completed,"$763,175","7,706.0000",4/24/2015,5/28/2015,9/19/2016,514,16
COLLINGWOOD,,2016,BP2016-04661,Single Construction Permit,Pre Board Phase,,,5/6/2016,6/3/2016,12/31/9999,,15
COPPERFIELD,DBA2014-03317,2015,BP2015-00074,Single Construction Permit,Completed,"$217,239","1,554.0000",1/7/2015,1/8/2015,8/11/2015,216,2
COPPERFIELD,DBA2014-03344,2015,BP2015-00352,Single Construction Permit,Completed,"$268,641","2,449.0000",1/14/2015,1/21/2015,7/6/2015,173,5
COPPERFIELD,DBA2014-03346,2015,BP2015-00351,Single Construction Permit,Completed,"$258,121","2,297.0000",1/14/2015,1/22/2015,7/16/2015,183,6
COPPERFIELD,DBA2014-03347,2015,BP2015-00348,Single Construction Permit,Completed,"$202,633","1,511.0000",1/14/2015,1/19/2015,8/4/2015,202,18
COPPERFIELD,PDA2015-00020,2015,BP2015-00092,Single Construction Permit,Completed,"$184,657","1,253.0000",1/7/2015,1/8/2015,6/23/2015,167,1
COPPERFIELD,PDA2015-00072,2015,BP2015-00335,Single Construction Permit,Completed,"$209,292","1,440.0000",1/14/2015,1/19/2015,9/14/2015,243,1
COPPERFIELD,PDA2015-00079,2015,BP2015-00374,Single Construction Permit,Completed,"$214,179","1,462.0000",1/14/2015,1/22/2015,6/23/2015,160,1
COPPERFIELD,PDA2015-00082,2015,BP2015-00363,Single Construction Permit,Completed,"$338,975","2,787.0000",1/14/2015,1/21/2015,6/18/2015,155,1
COPPERFIELD,PDA2015-00083,2015,BP2015-00490,Single Construction Permit,Completed,"$235,299","1,747.0000",1/16/2015,1/27/2015,7/17/2015,182,3
COPPERFIELD,PDA2015-00086,2015,BP2015-00488,Single Construction Permit,Completed,"$235,299","1,747.0000",1/16/2015,2/2/2015,8/5/2015,201,12
COPPERFIELD,PDA2015-00114,2015,BP2015-00486,Single Construction Permit,Completed,"$211,786","1,569.0000",1/16/2015,1/28/2015,6/12/2015,147,1
COPPERFIELD,PDA2015-00119,2015,BP2015-00503,Single Construction Permit,Completed,"$235,299","1,747.0000",1/16/2015,1/27/2015,7/16/2015,181,1
COPPERFIELD,PDA2015-00181,2015,BP2015-00677,Single Construction Permit,Completed,"$235,399","1,750.0000",1/21/2015,2/9/2015,9/30/2015,252,1
COPPERFIELD,PDA2015-00184,2015,BP2015-00715,Single Construction Permit,Completed,"$340,824","2,763.0000",1/22/2015,2/9/2015,7/29/2015,188,2
COPPERFIELD,PDA2015-00194,2015,BP2015-00717,Single Construction Permit,Completed,"$217,239","1,554.0000",1/22/2015,2/9/2015,9/3/2015,224,1
COPPERFIELD,PDA2015-00287,2015,BP2015-01126,Single Construction Permit,Completed,"$223,360","1,648.0000",2/3/2015,2/19/2015,9/14/2015,223,1
COPPERFIELD,PDA2015-00289,2015,BP2015-01149,Single Construction Permit,Completed,"$250,828","1,802.0000",2/3/2015,2/20/2015,12/21/2015,321,1
COPPERFIELD,PDA2015-00292,2015,BP2015-01144,Single Construction Permit,Completed,"$308,443","2,417.0000",2/3/2015,2/19/2015,2/5/2016,367,1
COPPERFIELD,PDA2015-00294,2015,BP2015-01146,Single Construction Permit,Completed,"$239,828","1,747.0000",2/3/2015,2/19/2015,7/29/2015,176,1
COPPERFIELD,PDA2015-00296,2015,BP2015-01148,Single Construction Permit,Completed,"$235,299","1,747.0000",2/3/2015,2/19/2015,6/29/2015,146,1
COPPERFIELD,PDA2015-00352,2015,BP2015-01332,Single Construction Permit,Completed,"$212,710","1,554.0000",2/9/2015,2/24/2015,6/30/2015,141,1
COPPERFIELD,PDA2015-00387,2015,BP2015-01514,Single Construction Permit,Completed,"$349,314","2,882.0000",2/12/2015,2/26/2015,11/3/2015,264,2
COPPERFIELD,PDA2015-00426,2015,BP2015-01736,Single Construction Permit,Completed,"$234,967","1,611.0000",2/18/2015,3/4/2015,9/29/2015,223,1
