CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,URBAN_STR,DECADE,SRG,CONTACT,EMAIL,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residual Sub Area,4,01C,01C,WEST,GREENFIELD,NON RESIDENTIAL,N/A,Emile Takla,Emile.Takla@calgary.ca,2005,,46,6,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,42,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991175.82003000000,7349.51239553000
Residential,1,QPK,QUEENS PARK VILLAGE,CENTRE,INNER SUBURBS,1970s,BUILT-OUT,Tamara Tannis,Tamara.Tannis@calgary.ca,2005,,381,188,16,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,186,0,381,1,0,0,0,0,0,0,0,0,0,0,42,111,20,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621438.82372600000,3372.98689694000
Major Park,3,COP,CANADA OLYMPIC PARK,WEST,OTHER,NON RESIDENTIAL,N/A,Emile Takla,Emile.Takla@calgary.ca,2005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881360.86121100000,4107.58187090000
Residual Sub Area,4,01E,01E,WEST,GREENFIELD,NON RESIDENTIAL,N/A,Emile Takla,Emile.Takla@calgary.ca,2005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571917.20109000000,3435.89712247000
Residential,1,BNF,BANFF TRAIL,CENTRE,INNER CITY,1950s,BUILT-OUT,Paul Donker,paul.donker@calgary.ca,2005,,3559,1759,104,0,711,1050,153,0,54,4,0,477,1,7,1,0,0,12,0,0,53,3,75,1,0,0,1,390,14,679,71,1,14,2,141,50,321,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,30,9,0,0,0,4,0,9,0,0,0,2,1002,644,2445,45,1,0,21,450,641,307,183,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451656.03686000000,5869.15123698000
Residential,1,RMT,ROSEMONT,CENTRE,INNER SUBURBS,1950s,BUILT-OUT,Tamara Tannis,Tamara.Tannis@calgary.ca,2005,,1295,541,71,0,347,310,170,0,19,0,0,41,0,0,1,0,0,0,0,0,19,1,29,0,0,0,0,37,0,55,4,0,0,0,166,67,398,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,303,279,810,4,2,0,1,122,199,86,114,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449752.66437200000,2807.11494729000
Residential,1,CAM,CAMBRIAN HEIGHTS,CENTRE,INNER SUBURBS,1950s,BUILT-OUT,Tamara Tannis,Tamara.Tannis@calgary.ca,2005,,1992,918,110,0,574,608,135,20,32,56,0,67,0,0,0,0,0,0,0,0,31,0,42,1,0,0,0,52,3,79,10,0,5,0,126,30,271,9,0,0,0,0,0,0,0,0,0,0,19,0,27,1,0,0,0,0,0,0,0,0,0,1,54,0,134,1,0,0,1,593,541,1439,13,1,0,0,246,344,138,140,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864001.18324700000,5162.65214973000
Residual Sub Area,4,01D,01D,WEST,GREENFIELD,NON RESIDENTIAL,N/A,Emile Takla,Emile.Takla@calgary.ca,2005,Y,0,4,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457802.12502600000,3925.84018659000
Residential,1,WIN,WINSTON HEIGHTS/MOUNTVIEW,CENTRE,INNER SUBURBS,1940s,BUILT-OUT,Tamara Tannis,Tamara.Tannis@calgary.ca,2005,,3639,1795,173,0,1056,872,236,2,127,154,183,217,0,0,2,1,0,1,0,0,126,0,141,1,0,0,0,164,12,249,46,0,7,0,213,116,515,23,0,0,0,175,169,292,8,0,0,0,2,0,2,0,0,0,0,2,0,300,2,0,0,1,146,123,345,7,0,0,2,816,636,1795,40,14,0,4,603,649,209,162,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3013962.83812000000,8242.93247518000
Residential,1,UOC,UNIVERSITY OF CALGARY,NORTHWEST,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Paul Donker,paul.donker@calgary.ca,2005,,2121,644,147,0,0,0,0,0,392,250,0,0,2,0,0,0,0,0,0,2,379,0,818,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,566,0,0,0,0,245,0,737,5,0,0,0,0,0,0,0,0,0,2,132,214,132,144,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659681.31046000000,9062.15134420000
Residual Sub Area,4,06B,06B,WEST,GREENFIELD,NON RESIDENTIAL,N/A,Emile Takla,Emile.Takla@calgary.ca,2005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641508.34114300000,3236.31037702000
Residential,1,MON,MONTGOMERY,NORTHWEST,ESTABLISHED SUBURBS,PRE-1940,BUILT-OUT,Paul Donker,paul.donker@calgary.ca,2005,,3807,1673,234,0,929,1134,278,0,43,51,0,153,0,7,0,2,0,5,0,0,39,0,47,4,0,0,0,128,3,206,17,0,8,2,261,136,654,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,265,4,0,0,0,50,0,142,1,0,0,2,1088,790,2493,42,1,1,14,443,624,279,204,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2951500.78520000000,7352.52929254000
Residential,1,PIN,PINERIDGE,NORTHEAST,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2005,,9787,3758,769,0,2460,1732,604,0,714,628,0,80,0,0,0,0,0,0,0,0,697,203,1043,17,0,0,0,63,4,132,17,0,0,0,584,426,1719,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,605,338,1513,22,0,0,2,1691,1489,5380,39,0,0,0,862,1127,679,799,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2640566.41814000000,6501.02476866000
Residential,1,MOP,MOUNT PLEASANT,CENTRE,INNER CITY,1940s,BUILT-OUT,Vern Hart,Vern.Hart@calgary.ca,2005,,4729,2485,292,0,1338,1636,263,3,62,86,0,432,0,2,1,0,0,0,0,0,58,0,82,4,0,0,0,325,9,465,106,0,1,0,239,147,555,14,10,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,8,0,0,0,0,85,68,119,1,0,0,0,1549,1114,3496,74,13,0,3,771,916,291,258,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1864829.84970000000,5992.60603260000
Residential,1,TUX,TUXEDO PARK,CENTRE,INNER CITY,1940s,BUILT-OUT,Vern Hart,Vern.Hart@calgary.ca,2005,,4399,2546,229,0,994,1177,275,22,522,213,0,329,3,2,2,0,0,1,0,1,483,57,650,38,0,0,0,271,6,433,54,0,4,2,247,111,585,17,8,1,0,0,0,0,0,0,0,0,21,4,38,1,0,0,0,8,2,49,0,0,0,0,197,73,355,5,10,1,12,1082,741,2289,75,7,1,8,968,880,274,170,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322796.79952000000,4935.19350977000
Residential,1,RUN,RUNDLE,NORTHEAST,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2005,,11130,3663,948,0,2426,2225,174,0,0,1111,0,152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,122,7,248,27,0,1,1,166,120,401,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,1,1065,390,2884,45,0,0,0,2181,1908,7591,44,0,0,1,400,1085,741,1030,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641185.59181000000,6500.50722701000
Industrial,2,SUN,SUNRIDGE,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Cliff DeJong,cliff.dejong@calgary.ca,2005,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2261630.17867000000,6030.65685615000
Residential,1,CGR,COUGAR RIDGE,WEST,NEW SUBURBS,BUILDING OUT,DEVELOPING,Mike Marko,Mike.Marko@calgary.ca,2005,,3174,1413,461,0,1154,1290,72,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,70,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,50,49,102,0,0,0,13,1053,1035,2897,46,178,0,1,128,482,277,277,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2463104.42086000000,7949.99143981000
Residential,1,CRE,CRESCENT HEIGHTS,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Vern Hart,Vern.Hart@calgary.ca,2005,,5748,3597,266,0,1396,1198,43,6,1970,178,0,193,0,6,2,1,0,0,0,0,1835,461,2677,128,0,7,0,142,7,197,48,0,3,0,38,17,84,1,4,0,0,0,0,0,0,0,0,0,5,1,7,1,0,0,0,6,0,25,3,0,0,0,172,98,311,6,0,0,11,1114,812,2447,68,5,0,9,1595,1258,285,159,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625199.80500000000,5793.76856398000
Residential,1,RDL,ROSEDALE,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Vern Hart,Vern.Hart@calgary.ca,2005,,1603,633,123,0,493,579,0,0,36,4,0,13,0,0,1,0,0,0,0,0,35,0,40,1,0,0,0,12,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,8,1,0,0,1,554,489,1539,12,12,0,1,135,186,110,160,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666246.01006500000,3717.75068340000
Residential,1,HIL,HILLHURST,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Vern Hart,Vern.Hart@calgary.ca,2005,,5567,2935,320,0,1124,1049,187,98,1333,90,0,165,1,8,2,1,0,1,0,4,1265,230,2265,64,0,0,1,148,5,210,14,1,1,0,164,118,388,19,4,0,0,0,0,0,0,0,0,0,96,3,138,2,0,0,0,12,2,83,1,0,0,0,82,32,165,8,0,0,3,988,734,2318,47,10,1,13,1026,1085,324,306,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2068839.41108000000,6746.13246765000
Residential,1,MPK,MARLBOROUGH PARK,NORTHEAST,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2005,,8587,2975,707,0,2201,2058,76,0,58,630,0,153,0,0,0,0,0,0,0,0,55,49,88,3,0,0,0,124,6,244,27,0,2,0,69,28,154,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,430,1693,19,0,0,1,2013,1688,6408,44,0,0,0,380,925,598,803,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2487253.59045000000,6281.98092578000
Industrial,2,SAW,SOUTH AIRWAYS,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Cliff DeJong,cliff.dejong@calgary.ca,2005,Y,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1891791.23814000000,8022.22535419000
Residential,1,CAP,CAPITOL HILL,CENTRE,INNER CITY,1940s,BUILT-OUT,Vern Hart,Vern.Hart@calgary.ca,2005,,3947,2162,161,0,741,940,372,0,425,34,0,389,1,0,0,1,0,0,0,0,397,0,571,28,0,0,0,326,11,492,44,0,19,0,340,147,794,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,53,0,0,0,0,33,5,62,1,0,0,3,907,578,1975,25,4,1,2,789,777,256,175,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418523.94874000000,6600.71258255000
Residual Sub Area,4,06A,06A,WEST,RESIDUAL,NON RESIDENTIAL,N/A,Mike Marko,Mike.Marko@calgary.ca,2005,,53,13,4,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,53,0,0,0,0,0,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2834895.39671000000,13258.18884080000
Residential,1,STA,ST. ANDREWS HEIGHTS,CENTRE,INNER SUBURBS,1950s,BUILT-OUT,Paul Donker,paul.donker@calgary.ca,2005,,1555,718,65,0,401,405,0,0,178,132,0,1,0,0,0,2,0,0,0,70,98,0,148,10,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,167,0,0,0,1,100,42,210,31,0,0,1,395,359,1028,8,1,0,2,141,260,81,107,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160432.86400000000,4933.97528299000
Residential,1,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,CENTRE,INNER CITY,1950s,BUILT-OUT,Vern Hart,Vern.Hart@calgary.ca,2005,,2894,1109,104,0,825,679,0,0,370,32,0,25,0,0,0,2,0,1,0,0,352,227,551,18,0,0,0,25,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,552,0,0,0,0,31,27,56,1,0,0,3,648,568,1695,15,13,0,3,330,400,140,184,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178022.00321000000,4704.71261117000
Residential,1,VIS,VISTA HEIGHTS,NORTHEAST,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2005,,2115,793,166,0,384,380,20,0,0,370,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,19,2,25,1,0,0,0,20,6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,327,43,1028,43,0,0,0,374,333,1011,6,0,0,3,113,255,151,190,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140009.72099000000,4782.18048841000
Residential,1,PAT,PATTERSON,WEST,RECENT SUBURBS,1980s,BUILT-OUT,Norah Li,norah.li@calgary.ca,2005,,4162,2004,245,0,1384,543,167,0,669,625,0,0,0,0,0,0,0,0,0,2,547,174,982,119,0,1,0,0,0,0,0,0,0,0,160,142,332,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,553,1111,5,0,0,0,534,515,1737,9,0,0,0,560,747,245,279,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802021.16957000000,6613.11821887000
Residential,1,UNI,UNIVERSITY HEIGHTS,NORTHWEST,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Paul Donker,paul.donker@calgary.ca,2005,,2845,1377,118,0,416,431,41,0,874,12,0,18,0,0,1,0,0,0,0,2,793,14,1431,79,0,0,0,16,3,32,1,0,1,0,37,7,114,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,12,0,33,0,0,0,0,419,392,1232,12,0,0,1,379,529,162,191,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811616.80322600000,4021.40746869000
Residential,1,WLD,WILDWOOD,WEST,INNER SUBURBS,1950s,BUILT-OUT,Norah Li,norah.li@calgary.ca,2005,,2594,1055,187,0,934,1027,16,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,18,1,0,0,0,15,3,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,931,2543,13,0,0,0,237,389,154,248,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2566063.48206000000,8641.18888147000
Residential,1,WSP,WEST SPRINGS,WEST,NEW SUBURBS,BUILDING OUT,DEVELOPING,Mike Marko,Mike.Marko@calgary.ca,2005,,4791,1880,675,0,1614,1517,101,0,0,256,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,74,73,152,5,21,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,216,192,403,21,17,0,3,1390,1349,4233,49,75,0,2,213,552,379,507,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4071173.00983000000,8272.16076155000
Industrial,2,FLI,FOREST LAWN INDUSTRIAL,EAST,SOUTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Cliff DeJong,cliff.dejong@calgary.ca,2005,,106,62,0,0,60,0,0,0,0,0,60,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,105,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,26,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538900.27687000000,7472.28204328000
Residential,1,LMR,LOWER MOUNT ROYAL,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Trevor Sholdice,Trevor.Sholdice@calgary.ca,2005,,3144,2268,48,0,553,75,18,0,2031,90,0,49,0,0,4,1,0,0,0,21,1871,435,2657,124,12,3,1,45,2,62,3,0,0,1,15,13,37,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,93,1,0,0,0,84,72,156,6,0,0,3,64,31,139,6,1,1,5,1283,662,112,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282657.31818800000,2856.12390163000
Residential,1,DNW,DOWNTOWN WEST END,CENTRE,DOWNTOWN,DOWNTOWN,BUILT-OUT,Ian Fawcett,Ian.Fawcett@calgary.ca,2005,,1750,1636,30,0,532,10,0,0,1620,0,0,3,0,1,0,0,0,2,0,6,1058,532,1731,269,287,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,2,5,0,12,3,0,0,3,526,433,84,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364534.76941600000,2809.59153047000
Residential,1,DNE,DOWNTOWN EAST VILLAGE,CENTRE,DOWNTOWN,DOWNTOWN,BUILT-OUT,Ian Fawcett,Ian.Fawcett@calgary.ca,2005,,2159,896,10,0,111,6,0,0,877,0,0,3,3,1,0,0,0,6,0,2,820,111,1003,55,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1150,1,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,10,659,148,16,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521308.99926400000,3518.12388114000
Residential,1,SNA,SUNALTA,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Norah Li,norah.li@calgary.ca,2005,,3227,2125,101,0,436,258,4,0,1647,58,0,148,1,6,1,0,0,2,0,3,1490,274,2208,110,44,0,2,125,5,184,19,0,2,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,199,0,0,0,0,56,30,107,2,0,0,4,239,127,525,15,0,0,10,1083,632,140,62,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940817.81949200000,4680.77130692000
Residential,1,CHR,CHRISTIE PARK,WEST,RECENT SUBURBS,1990s,BUILT-OUT,Norah Li,norah.li@calgary.ca,2005,,2241,728,113,0,690,476,94,0,0,156,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,207,0,0,0,0,151,136,273,5,0,0,0,469,460,1586,7,0,0,2,110,237,115,236,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813862.18402600000,4741.08364287000
Residential,1,SCA,SCARBORO,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Norah Li,norah.li@calgary.ca,2005,,884,346,66,0,294,335,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,8,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,293,876,14,2,0,0,55,113,60,92,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453685.27083500000,3058.96749666000
