"WORK_ORDER_NUMBER","WORK_ORDER_ACTIVITY_DESC","WORK_ORDER_ADDRESS","WORK_ORDER_INITIATED_DATE","WORK_ORDER_COMPLETED_DATE"
454913,"Signs Field Ops - Sign Repair/replace missing or damaged signs","    ",02/25/2014 13:05:58,03/26/2014 15:26:00
454914,"Signs Field Ops - Sign Repair/replace missing or damaged signs","    ",02/25/2014 13:06:39,03/26/2014 16:27:00
454915,"Signs Field Ops - Sign Repair/replace missing or damaged signs","8043 ELBOW DR SW  ",02/25/2014 13:09:19,04/30/2014 15:00:00
454916,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  CRANBERRY RD SE  ",02/25/2014 13:10:06,05/01/2014 10:19:00
454917,"Signs Field Ops - Sign Repair/replace missing or damaged signs","    ",02/25/2014 13:12:05,04/29/2014 08:45:00
454918,"SL Replace Luminaire","  BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
454919,"Bridges Concrete Coatings","    ",02/25/2014 13:16:07,07/09/2014 14:44:00
454709,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","    ",02/24/2014 09:52:04,02/26/2014 09:00:00
454710,"Signals Construction - Signals Over Dimensional Load Escort","7007 84 ST SE  ",02/24/2014 09:51:00,02/28/2014 12:52:00
454711,"Signs Field Ops - Sign Repair/replace missing or damaged signs","1015 4 ST SW  ",02/24/2014 09:55:03,03/26/2014 09:02:00
454715,"Signals Construction - Signals Over Dimensional Load Escort","5796 40 ST SE  ",02/24/2014 10:03:00,02/28/2014 13:41:00
454716,"Traffic Parking & Assessment - Design, review and update (Non-Recoverable)","3615 RADCLIFFE DR SE  ",02/24/2014 10:06:50,03/27/2014 09:30:00
454719,"Signals Construction - Signals Over Dimensional Load Escort","4840 90 AV SE  ",02/24/2014 10:13:00,02/28/2014 00:00:00
454721,"Signs Field Ops - Sign Repair/replace missing or damaged signs","1215 10 ST SW  ",02/24/2014 10:17:38,02/26/2014 14:00:00
454737,"SL Replace Luminaire","20 PRESTWICK DR SE  ",02/24/2014 00:00:00,02/24/2014 00:00:00
454738,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  4 ST NW  ",02/24/2014 11:11:04,03/13/2014 09:30:00
454740,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/24/2014 11:11:07,03/13/2014 09:30:00
454741,"SL Replace Bulb","143 PRESTWICK DR SE  ",02/24/2014 00:00:00,02/24/2014 00:00:00
454786,"Signs Manufacture - Standard signs for Supply Management","    ",02/24/2014 14:50:03,03/12/2014 11:29:00
454787,"Signals Construction - Signals Over Dimensional Load Escort","    ",02/24/2014 14:50:00,03/12/2014 16:50:00
454792,"SL Replace Luminaire","  BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
454793,"Signs Field Ops - Sign Repair/replace missing or damaged signs","609 ROYAL AV SW  ",02/24/2014 15:16:21,02/26/2014 14:30:00
454794,"SL Replace Luminaire","  BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
454795,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  PANORA CO NW  ",02/24/2014 15:25:52,02/26/2014 11:00:00
454797,"SL Replace Luminaire","  BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
454798,"Signs Field Ops - Sign Repair/replace missing or damaged signs","1115 15 ST NW  ",02/24/2014 15:40:00,04/11/2014 15:12:00
454799,"Signals Construction - Signals Over Dimensional Load Escort","    ",02/24/2014 15:40:00,02/28/2014 13:21:00
454800,"Signals Construction - Signals Over Dimensional Load Escort","4207 GLENMORE TR SE  ",02/24/2014 15:52:00,02/28/2014 13:22:00
454801,"SL Replace Luminaire","  BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
454803,"Signals Construction - Signals Over Dimensional Load Escort","5550 55 ST SE  ",02/24/2014 16:09:00,02/28/2014 13:30:00
454830,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","7328 BOW CR NW  ",02/25/2014 07:44:23,02/25/2014 07:45:00
454841,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/25/2014 09:15:29,02/26/2014 15:30:00
454843,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/25/2014 09:15:32,02/26/2014 15:30:00
454844,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",02/25/2014 09:15:32,03/03/2014 11:14:00
454845,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/25/2014 09:15:35,02/26/2014 15:30:00
454854,"Signal Services - SR Signal Services PDOR","    ",02/24/2014 12:45:00,05/21/2014 12:00:00
454867,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/25/2014 09:50:21,02/27/2014 12:00:00
454869,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/25/2014 09:50:23,02/27/2014 12:00:00
454870,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","535 12 AV SE  ",02/25/2014 09:50:25,02/27/2014 12:00:00
454921,"SL Replace Luminaire","  BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
454922,"Bridges Concrete Repairs","    ",02/25/2014 13:23:08,04/15/2014 08:18:00
454923,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  16 ST SW  ",02/25/2014 13:27:01,05/05/2014 15:40:00
454924,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  4 ST SW  ",02/25/2014 13:27:40,04/11/2014 15:34:00
454925,"SL Replace Luminaire","  BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
454927,"Signs Field Ops - Sign Repair/replace missing or damaged signs","    ",02/25/2014 13:30:10,04/09/2014 15:04:00
454933,"Signs Field Ops - Sign Repair/replace missing or damaged signs","    ",02/25/2014 13:34:33,04/25/2014 16:00:00
454935,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  26 AV SW  ",02/25/2014 13:52:53,04/07/2014 08:58:00
454936,"Traffic Parking & Assessment - Design, review and update (Non-Recoverable)","225 27 AV NW  ",02/25/2014 14:12:09,03/17/2014 15:00:00
454948,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  46 AV NE  ",02/25/2014 15:35:27,03/31/2014 14:03:00
454952,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","  BRISEBOIS DR NW  ",02/25/2014 16:01:07,03/12/2014 15:00:00
454954,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","    ",02/25/2014 16:01:09,03/12/2014 15:00:00
454988,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",02/26/2014 07:37:27,03/03/2014 11:18:00
454989,"SL Replace Bulb","  HERITAGE DR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
454990,"SL Replace Luminaire","55 ROCKY RIDGE LD NW  ",02/26/2014 08:15:29,02/14/2014 00:00:00
454998,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  44 AV SW  ",02/26/2014 08:34:01,05/12/2014 14:43:00
455004,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  LINCOLN PL SW  ",02/26/2014 08:40:17,05/12/2014 15:31:00
455007,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",02/26/2014 08:55:58,07/25/2014 11:17:00
455008,"SL Replace Bulb","  BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
455009,"SL Install temporary overhead wire","1816 23 AV NW  ",02/26/2014 08:59:13,02/17/2014 00:00:00
455012,"SL Replace Fuse","1735 24 AV NW  ",02/26/2014 09:03:57,02/17/2014 00:00:00
454437,"SL Replace relay","2640 37 ST SW  ",02/20/2014 09:55:54,02/18/2014 00:00:00
454732,"SL Install temporary overhead wire","7 FOLEY RD SE  ",02/24/2014 10:43:16,02/05/2014 00:00:00
454733,"Signals Construction - Signals Over Dimensional Load Escort","9423 SHEPARD RD SE 1",02/24/2014 10:50:00,02/28/2014 13:15:00
454735,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  162 AV SW  ",02/24/2014 10:53:42,02/25/2014 10:25:00
454742,"SL Replace relay","2419 9 AV NW  ",02/24/2014 11:14:01,02/01/2014 00:00:00
454744,"SL Replace Bulb","311 VALENCIA PL NW  ",02/24/2014 11:24:05,02/19/2014 00:00:00
454746,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",02/24/2014 12:58:00,03/12/2014 10:58:00
454751,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","  RADCLIFFE DR SE  ",02/24/2014 13:06:45,03/27/2014 09:30:00
454753,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","    ",02/24/2014 13:06:47,03/27/2014 09:30:00
454758,"SL Install temporary overhead wire","128 54 AV NE  ",02/24/2014 13:20:46,02/19/2014 00:00:00
454759,"Traffic Parking & Assessment - Design, review and update (Non-Recoverable)","  145 AV SE  ",02/24/2014 13:28:59,03/11/2014 11:00:00
454761,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","    ",02/24/2014 13:34:00,02/25/2014 10:30:00
454769,"Signs Manufacture - Detour Sign","    ",02/24/2014 13:53:00,03/03/2014 11:13:00
454771,"SL Install temporary overhead wire","1135 19 AV NW  ",02/24/2014 14:01:44,02/16/2014 00:00:00
454774,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/24/2014 14:15:00,05/15/2014 13:00:00
454776,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",02/24/2014 14:15:00,03/31/2014 14:13:00
454777,"SL Replace Bulb","1308 17 AV NW  ",02/24/2014 14:23:10,02/17/2014 00:00:00
454778,"SL Install temporary overhead wire","1228 18 AV NW  ",02/24/2014 14:30:57,02/17/2014 00:00:00
454779,"SL Install temporary overhead wire","1202 17 AV NW  ",02/24/2014 14:35:44,02/17/2014 00:00:00
454785,"SL Replace Luminaire","4815 NORQUAY DR NW  ",02/24/2014 14:44:28,02/13/2014 00:00:00
454788,"SL Replace Luminaire","1340 48 AV NW  ",02/24/2014 14:50:51,02/13/2014 00:00:00
454790,"SL Replace Luminaire","248 NOTTINGHAM RD NW  ",02/24/2014 14:58:08,02/13/2014 00:00:00
454823,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","12 EDFORTH RD NW  ",02/25/2014 07:36:26,02/25/2014 07:36:00
454826,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","263 MAITLAND CR NE  ",02/25/2014 07:38:17,02/25/2014 07:38:00
454827,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","1325 9 AV SE  ",02/25/2014 07:39:45,02/25/2014 07:40:00
454828,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","5036 MARBANK DR NE  ",02/25/2014 07:41:08,02/25/2014 07:41:00
454829,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","1111 10 ST SW  ",02/25/2014 07:43:05,02/25/2014 07:43:00
454853,"SL Replace Luminaire","2910 BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
454871,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","    ",02/25/2014 09:51:01,03/27/2014 14:30:00
454874,"SL Replace Luminaire","2910 BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
454877,"SL Replace Luminaire","2910 BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
454889,"Traffic Parking & Assessment - Design, review and update (Non-Recoverable)","167 HUNTINGTON GR NE  ",02/25/2014 11:13:08,03/03/2014 15:30:00
454906,"SL Replace Bulb","4120 BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
454909,"SL Replace Bulb","  BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
454942,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",02/25/2014 15:18:09,03/03/2014 11:17:00
454951,"SL Replace Bulb","  BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
455003,"SL Replace Bulb"," BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
455017,"Signs Field Ops - Sign Repair/replace missing or damaged signs","253 PARKLAND WY SE  ",02/26/2014 09:26:08,04/07/2014 11:40:00
455018,"SL Replace relay","1804 17 AV NW  ",02/26/2014 09:30:44,02/14/2014 00:00:00
455027,"SL Replace Fuse","  15 ST SE  ",02/26/2014 10:21:48,02/02/2014 00:00:00
455029,"SL Replace relay","437 11 ST NE  ",02/26/2014 00:00:00,02/19/2014 00:00:00
455038,"SL Install temporary overhead wire","9883 ATHENS RD SE  ",02/26/2014 10:52:54,02/04/2014 00:00:00
455041,"SL Replace Fuse","707 ARCHWOOD RD SE  ",02/26/2014 11:14:31,02/04/2014 00:00:00
455044,"SL Install temporary overhead wire","14124 PARK ESTATES DR SE  ",02/26/2014 11:22:29,02/13/2014 00:00:00
455045,"SL Replace Bulb","207 COPPERFIELD CL SE  ",02/26/2014 00:00:00,02/20/2014 00:00:00
454941,"Traffic Parking & Assessment - Design, review and update (Non-Recoverable)","16 MONCTON RD NE  ",02/25/2014 15:14:00,03/13/2014 12:00:00
454943,"SL Replace Bulb","  BLACKFOOT TR SE  ",02/25/2014 00:00:00,02/03/2014 00:00:00
454944,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  9 ST SW  ",02/25/2014 15:24:12,04/02/2014 11:15:00
454945,"SL Replace Bulb","  BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
454946,"SL Replace Bulb","  BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
454949,"SL Replace Bulb","  BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
454950,"SL Replace Bulb","  BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
454955,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  COUNTRY HILLS BV NW  ",02/25/2014 16:02:32,02/27/2014 13:30:00
454956,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  COVENTRY HILLS BV NE  ",02/25/2014 16:20:15,04/07/2014 14:15:00
454957,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  COVENTRY HILLS WY NE  ",02/25/2014 16:24:19,02/25/2014 10:00:00
454960,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  HARVEST HILLS DR NE  ",02/25/2014 16:40:40,04/01/2014 09:14:00
454961,"Signs Field Ops - Sign Repair/replace missing or damaged signs","999 COUNTRY HILLS BV NE  ",02/25/2014 16:42:38,02/26/2014 09:30:00
454962,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  52 ST NE  ",02/25/2014 16:50:31,02/26/2014 15:45:00
454963,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  88 AV NE  ",02/25/2014 16:54:07,06/20/2014 14:43:00
454964,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  52 ST NE  ",02/25/2014 16:57:17,02/26/2014 13:00:00
454965,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  52 ST NE  ",02/25/2014 17:03:11,04/02/2014 13:34:00
454985,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","20 BOW VILLAGE CR NW  ",02/26/2014 06:20:46,02/26/2014 06:21:00
454986,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","3600 12 ST NE  ",02/26/2014 06:22:12,02/26/2014 06:28:00
454993,"Traffic Parking & Assessment - Design, review and update (Non-Recoverable)"," 17 AV SW  ",02/26/2014 08:19:12,03/06/2014 15:30:00
454997,"Traffic Parking & Assessment - Design, review and update (Non-Recoverable)","322 9 AV SE  ",02/26/2014 08:30:29,02/28/2014 12:00:00
455001,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","    ",02/26/2014 08:36:33,03/17/2014 15:00:00
455021,"SL Replace relay","    ",02/26/2014 09:38:51,02/14/2014 00:00:00
455024,"SL Replace starter","9110 FAIRMOUNT DR SE  ",02/26/2014 00:00:00,02/20/2014 00:00:00
455025,"SL Replace Bulb","9110 FAIRMOUNT DR SE  ",02/26/2014 00:00:00,02/20/2014 00:00:00
455028,"SL Replace Bulb","  11 ST NE  ",02/26/2014 00:00:00,02/19/2014 00:00:00
455062,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  DON ETHELL BV SW  ",02/26/2014 12:16:18,05/20/2014 11:49:00
455063,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  41 AV NE  ",02/26/2014 12:26:14,03/31/2014 15:07:00
455065,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  RICHMOND RD SW  ",02/26/2014 12:43:30,03/03/2014 10:00:00
450827,"Signals Construction - Trouble Service","5120 6 ST NE  ",01/14/2014 14:07:00,01/18/2014 02:00:00
455193,"SL Replace Bulb","27 STRADWICK PL SW  ",02/27/2014 07:30:24,02/14/2014 00:00:00
455195,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","    ",02/27/2014 07:45:18,03/06/2014 15:30:00
455197,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","    ",02/27/2014 07:45:20,03/06/2014 15:30:00
455303,"SL Replace Bulb","195 ARBOUR CREST RI NW  ",02/27/2014 00:00:00,02/18/2014 00:00:00
455310,"SL Replace Fuse","405 ROCKY RIDGE BA NW  ",02/27/2014 00:00:00,02/18/2014 00:00:00
455315,"Signal Services - SR Signal Services PDOR","  16 AV NE  ",02/25/2014 21:17:00,02/26/2014 02:00:00
455416,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/27/2014 11:51:00,03/05/2014 13:30:00
455418,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",02/27/2014 11:51:00,03/03/2014 11:22:00
455419,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/27/2014 11:51:00,03/05/2014 13:30:00
455498,"Signs Manufacture - Detour Sign","    ",02/27/2014 13:55:25,03/03/2014 11:23:00
454929,"Signs Field Ops - Sign Repair/replace missing or damaged signs","    ",02/25/2014 13:32:26,03/04/2014 13:00:00
454931,"SL Replace Luminaire","  BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
454932,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  4 ST SE  ",02/25/2014 13:33:56,04/07/2014 13:50:00
454934,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  TUSCANY HL NW  ",02/25/2014 13:40:55,02/25/2014 17:00:00
454939,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","20 BOW VILLAGE CR NW  ",02/25/2014 15:06:41,02/25/2014 15:07:00
454940,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",02/25/2014 15:12:34,03/12/2014 11:30:00
454983,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","79 BAY VIEW DR SW  ",02/26/2014 06:16:12,02/26/2014 06:16:00
454984,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","609 7 AV SW  ",02/26/2014 06:17:42,02/26/2014 06:18:00
454994,"SL Replace Bulb","  HERITAGE DR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
454995,"SL Install temporary overhead wire","20 ROYAL HIGHLAND CO NW  ",02/26/2014 08:20:50,02/14/2014 00:00:00
454996,"SL Replace Bulb","  BLACKFOOT TR SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
455005,"SL Replace Bulb","816 ALDERWOOD PL SE  ",02/24/2014 00:00:00,02/03/2014 00:00:00
455023,"SL Install temporary overhead wire","1719 17 AV NW  ",02/26/2014 09:55:26,02/14/2014 00:00:00
455026,"SL Install temporary overhead wire","7100 15 ST SE  ",02/26/2014 10:12:42,02/02/2014 00:00:00
455070,"SL Replace Luminaire","6321 PENBROOKE DR SE  ",02/26/2014 13:18:16,02/16/2014 00:00:00
455087,"SL Replace photo electric cell","  HERITAGE DR SW  ",02/26/2014 13:39:28,02/22/2014 00:00:00
455098,"SL Replace photo electric cell","    ",02/26/2014 13:45:22,02/22/2014 00:00:00
455108,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/26/2014 13:46:40,02/28/2014 12:00:00
455110,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",02/26/2014 13:46:40,03/03/2014 11:20:00
455111,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/26/2014 13:46:46,02/28/2014 12:00:00
455175,"Signs Field Ops - Sign Repair/replace missing or damaged signs","5556 SIGNAL HILL CE SW  ",02/26/2014 16:21:22,05/15/2014 15:33:00
455183,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","2115 RICHMOND RD SW  ",02/27/2014 06:39:23,02/27/2014 06:39:00
455184,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","134 OAKWOOD PL SW  ",02/27/2014 06:42:04,02/27/2014 06:42:00
455185,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","3600 12 ST NE  ",02/27/2014 06:44:40,02/27/2014 06:45:00
455186,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","  42 ST SE  ",02/27/2014 07:21:17,02/28/2014 15:30:00
455188,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","  42 ST SE  ",02/27/2014 07:21:20,02/28/2014 15:30:00
455189,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","  42 ST SE  ",02/27/2014 07:21:22,02/28/2014 15:30:00
455190,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","  42 ST SE  ",02/27/2014 07:21:23,02/28/2014 15:30:00
455191,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","  42 ST SE  ",02/27/2014 07:21:24,02/28/2014 15:30:00
455192,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","    ",02/27/2014 07:21:27,02/28/2014 15:30:00
455208,"SL Replace Luminaire","  SOUTHLAND DR SW  ",02/27/2014 08:17:53,02/20/2014 00:00:00
455210,"SL Troubleshooting","  MACLEOD TR S  ",02/27/2014 00:00:00,02/20/2014 00:00:00
455221,"SL Replace Luminaire","220 42 AV SE  ",02/27/2014 00:00:00,02/19/2014 00:00:00
455223,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  SPILLER RD SE  ",02/27/2014 08:33:38,04/01/2014 12:00:00
455225,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",02/27/2014 08:33:38,03/03/2014 11:22:00
455226,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","721 23 AV SE  ",02/27/2014 08:33:42,04/01/2014 12:00:00
455227,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","710 23 AV SE  ",02/27/2014 08:33:44,04/01/2014 12:00:00
455228,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/27/2014 08:33:46,04/01/2014 12:00:00
455229,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/27/2014 08:33:48,04/01/2014 12:00:00
455230,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/27/2014 08:33:50,04/01/2014 12:00:00
455231,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/27/2014 08:33:52,04/01/2014 12:00:00
455232,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/27/2014 08:33:54,04/01/2014 12:00:00
455233,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/27/2014 08:33:55,04/01/2014 12:00:00
455014,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","167 HUNTINGTON GR NE  ",02/26/2014 09:22:23,03/03/2014 15:30:00
455019,"Signs Field Ops - Sign Repair/replace missing or damaged signs","304 PARKLAND WY SE  ",02/26/2014 09:32:10,04/29/2014 10:30:00
455039,"SL Replace Bulb","252 THAMES CL NW  ",02/26/2014 00:00:00,02/19/2014 00:00:00
455040,"SL Replace Fuse","152 THAMES CL NW  ",02/26/2014 00:00:00,02/19/2014 00:00:00
455042,"SL Replace Bulb","207 COPPERFIELD CL SE  ",02/26/2014 00:00:00,02/20/2014 00:00:00
455112,"SL Replace Bulb","  HERITAGE DR SW  ",02/26/2014 13:57:37,02/22/2014 00:00:00
455163,"SL Replace photo electric cell","  BLACKFOOT TR SE  ",02/26/2014 00:00:00,02/20/2014 00:00:00
455164,"SL Replace Luminaire","4011 BONNYBROOK RD SE  ",02/26/2014 00:00:00,02/20/2014 00:00:00
455165,"SL Replace Bulb","4011 BONNYBROOK RD SE  ",02/26/2014 00:00:00,02/20/2014 00:00:00
455202,"SL Replace Fuse","33 25 AV SW  ",02/27/2014 00:00:00,02/19/2014 00:00:00
455211,"SL Replace Bulb","  SOUTHLAND DR SW  ",02/27/2014 08:22:45,02/20/2014 00:00:00
455216,"SL Replace Bulb","    ",02/27/2014 08:26:44,02/20/2014 00:00:00
455220,"SL Replace Bulb","  MACLEOD TR S  ",02/27/2014 08:29:28,02/20/2014 00:00:00
455240,"SL Replace Fuse","43 ASPEN HILLS PL SW  ",02/27/2014 08:35:18,02/20/2014 00:00:00
455241,"Signs Field Ops - Sign Repair/replace missing or damaged signs","10 COUGAR PLATEAU WY SW  ",02/27/2014 08:35:46,02/27/2014 11:00:00
455248,"SL Replace Bulb","2222 29 ST SW  ",02/27/2014 08:42:44,02/20/2014 00:00:00
455251,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  4 ST SW  ",02/27/2014 08:45:57,03/03/2014 12:10:00
455289,"SL Replace Bulb","15 ASPEN HILLS CL SW  ",02/27/2014 09:10:00,02/20/2014 00:00:00
455298,"Traffic Parking & Assessment - Design, review and update (Non-Recoverable)","  11 AV SE  ",02/27/2014 09:22:00,04/16/2014 14:30:00
455299,"SL Replace Bulb","96 ASPEN HILLS GR SW  ",02/27/2014 09:24:47,02/20/2014 00:00:00
455309,"SL Replace Bulb","404 PROMINENCE RI SW  ",02/27/2014 09:38:46,02/20/2014 00:00:00
455319,"SL Install Fuse","6 GLENMOUNT CR SW  ",02/27/2014 09:49:18,02/24/2014 00:00:00
455326,"SL Replace contactor","3404 BOW TR SW  ",02/27/2014 09:56:02,02/24/2014 00:00:00
455329,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  CENTRE ST N  ",02/27/2014 10:00:49,02/27/2014 10:09:00
455330,"SL Replace Fuse","2 GROVE HILL PL SW  ",02/27/2014 10:02:43,02/24/2014 00:00:00
455340,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  CENTRE ST N  ",02/27/2014 10:05:50,04/08/2014 10:05:00
455342,"SL Replace Bulb","139 CEDARGROVE CO SW  ",02/27/2014 10:06:52,02/24/2014 00:00:00
