Nombre,Temas,Subtemas,Tipos,Subtipos,Subsubtipos,Perfiles,País,Provincia,Municipio,Distrito,Calle,Número,Bloque,Portal,Escalera,Planta,Puerta,Localidad,C.P.,Georreferenciación,Coordenada X (UTM),Coordenada Y (UTM),Coordenada X,Coordenada Y,CIF,Teléfono,Fax,Email,Web,Texto
"Parada autobús CALLE DE LA GRANJA - CALLE DE LOS REYES CATÓLICOS","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL GRANJA","104","","","","","","Alcobendas","","center=40.53716311008602,-3.656455722174361&info=Parada autobús C/GRANJA - C/ REYES CATÓLICOS",444406.4900000922,4487586.839999998,40.53716311008602,-3.656455722174361,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_1157487922668"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2249"">L-6. Estaci&oacute;n FFCC. Valdelasfuentes-Pol&iacute;gono Industrial</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LA GRANJA - ESTACIÓN DE METRO DE LA GRANJA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL GRANJA","","","","","","","Alcobendas","","center=40.5282929345591,-3.6583776830613606&info=Parada autobús C/GRANJA - METRO GRANJA",444236.3700000943,4486603.45,40.5282929345591,-3.6583776830613606,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_1157487922668"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2249"">L-6. Estaci&oacute;n FFCC. Valdelasfuentes-Pol&iacute;gono Industrial</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LA LIBERTAD - CALLE JULIÁN BAENA DE CASTRO","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL LIBERTAD","36","","","","","","Alcobendas","","center=40.53969229356477,-3.636435359581228&info=Parada autobús C/LIBERTAD - C/J.B.DE CASTRO",446104.0000000742,4487855.150000001,40.53969229356477,-3.636435359581228,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_527071015022"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2248"">L-5. San Sebasti&aacute;n de los Reyes-Alcobendas-Soto de la Moraleja</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2254"">151. Madrid (Plaza de Castilla) -Alcobendas</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2255"">152C. Madrid-S.S. Reyes (Pol&iacute;gono Industrial Norte)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2256"">153. Madrid-Alcobendas-Rosa de Luxemburgo</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2257"">154. Madrid-S.S. Reyes Circular (Chamartin - Por Fuencarral)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2259"">154C. Madrid-S.S. Reyes (Avenida Qui&ntilde;ones)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2765"">156. Madrid (Pza. Castilla) S.S. de los Reyes (P.I. Moscatelares)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2280"">158. Madrid (Pinar de Chamart&iacute;n)-San Sebasti&aacute;n de los Reyes (Tempranales)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2766"">161. Madrid (Pza. Castilla)-Urb. Fuente del Fresno</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2767"">171. Madrid (Plaza Castilla ) - Ciudad de Santo Domingo</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2277"">N-101. (L&iacute;nea Nocturna). Madrid (Plaza de Castilla) - Alcobendas</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LA MARQUESA VIUDA DE ALDAMA - CALLE DE NUESTRA SEÑORA DEL PILAR","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL MARQUESA VDA ALDAMA","9","","","","","","Alcobendas","","center=40.54128109850712,-3.6329123650196653&info=Parada autobús C/M.VDA.ALDAMA - C/NTRA.SRA.PILAR",446403.6101000715,4488029.3619,40.54128109850712,-3.6329123650196653,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_2130522045352"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2246"">L-2. Alcobendas-La Moraleja</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2248"">L-5. San Sebasti&aacute;n de los Reyes-Alcobendas-Soto de la Moraleja</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2252"">C-10. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2254"">151. Madrid (Plaza de Castilla) -Alcobendas</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2255"">152C. Madrid-S.S. Reyes (Pol&iacute;gono Industrial Norte)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2256"">153. Madrid-Alcobendas-Rosa de Luxemburgo </a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2257"">154. Madrid-S.S. Reyes Circular (Chamartin - Por Fuencarral) </a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2259"">154C. Madrid-S.S. Reyes (Avenida Qui&ntilde;ones)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2765"">156. Madrid (Pza. Castilla) S.S. de los Reyes (P.I. Moscatelares)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2280"">158. Madrid (Pinar de Chamart&iacute;n)-San Sebasti&aacute;n de los Reyes (Tempranales)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2766"">161. Madrid (Pza. Castilla)-Urb. Fuente del Fresno</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2767"">171. Madrid (Plaza Castilla ) - Ciudad de Santo Domingo</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2274"">827. Madrid (Canillejas)-T4-S.S Reyes-Alcobendas-Univ. Aut&oacute;noma-Tres Cantos</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2276"">828. Universidad Aut&oacute;noma-Alcobendas-T4-Recintos Feriales-Canillejas</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2277"">N-101. (L&iacute;nea Nocturna). Madrid (Plaza de Castilla) - Alcobendas</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2279"">N-103. (L&iacute;nea Nocturna). Madrid-Algete</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LA MARQUESA VIUDA DE ALDAMA - TRAVESÍA DEL CAÑON","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL MARQUESA VDA ALDAMA","33","","","","","","Alcobendas","","center=40.54220853234044,-3.630888539051508&info=Parada autobús C/M.V.ALDAMA - TV.CAÑON",446575.7300000699,4488131.08,40.54220853234044,-3.630888539051508,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_49193356240"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2255"">152C. Madrid-S.S. Reyes (Pol&iacute;gono Industrial Norte)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2257"">154. Madrid-S.S. Reyes Circular (Chamartin - Por Fuencarral) </a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2259"">154C. Madrid-S.S. Reyes (Avenida Qui&ntilde;ones)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2765"">156. Madrid (Pza. Castilla) S.S. de los Reyes (P.I. Moscatelares)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2766"">161. Madrid (Pza. Castilla)-Urb. Fuente del Fresno</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2767"">171. Madrid (Plaza Castilla ) - Ciudad de Santo Domingo</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2277"">N-101. (L&iacute;nea Nocturna). Madrid (Plaza de Castilla) - Alcobendas </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LA SUERTE - AVENIDA DE LA MAGIA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV MAGIA","17","","","","","","Alcobendas","","center=40.555142197464185,-3.6569908245877607&info=Parada autobús C/ SUERTE - AV. MAGIA",444376.0500000928,4489582.890000001,40.555142197464185,-3.6569908245877607,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_4695309603024"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2252"">C-10. L&iacute;nea Circular</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LA SUERTE - PASEO DE FUENTELUCHA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL SUERTE DE LA","3","","","","","","Alcobendas","","center=40.5548412915546,-3.6590331036579005&info=Parada autobús C/SUERTE - Pº FUENTELUCHA",444202.89000009483,4489550.78,40.5548412915546,-3.6590331036579005,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_2615474029796"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2253"">C-11. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2262"">157. Madrid-Alcobendas (Paseo de la Chopera)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2277"">N-101. (L&iacute;nea Nocturna). Madrid (Plaza de Castilla) - Alcobendas</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LA YUCA - CARRETERA NACIONAL I","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL YUCA","S/N","","","","","","Alcobendas","","center=40.52607810622502,-3.6477608520882256&info=Parada autobús C/YUCA - CR.NACIONAL I",445133.8000000841,4486350.94,40.52607810622502,-3.6477608520882256,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_8017736465179"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2257"">154. Madrid-S.S. Reyes Circular (Chamartin - Por Fuencarral)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2262"">157. Madrid-Alcobendas (Paseo de la Chopera) </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LOS CALABOZOS - CALLE DE FRANCISCO GERVÁS (Impares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL CALABOZOS","1","","","","","","Alcobendas","","center=40.53071034068204,-3.651821816400808&info=Parada autobús C/CALABOZOS - C/FCO GERVÁS",444793.63000008784,4486867.66,40.53071034068204,-3.651821816400808,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_1157487922668"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2249"">L-6. Estaci&oacute;n FFCC. Valdelasfuentes-Pol&iacute;gono Industrial</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LOS CALABOZOS - CALLE DE FRANCISCO GERVÁS (Pares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL CALABOZOS","4","","","","","","Alcobendas","","center=40.53066096943127,-3.6521096628694947&info=Parada autobús C/CALABOZOS - C/FCO GERVÁS (Pares)",444769.2100000882,4486862.3599999985,40.53066096943127,-3.6521096628694947,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_1157487922668"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2249"">L-6. Estaci&oacute;n FFCC. Valdelasfuentes-Pol&iacute;gono Industrial</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LOS CALABOZOS - CALLE DE SAN JOSÉ ARTESANO","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL CALABOZOS","14","","","","","","Alcobendas","","center=40.5291249803158,-3.6531259660763684&info=Parada autobús C/CALABOZOS - C/S JOSÉ ARTESANO",444681.87000008905,4486692.499999999,40.5291249803158,-3.6531259660763684,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_1157487922668"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2249"">L-6. Estaci&oacute;n FFCC. Valdelasfuentes-Pol&iacute;gono Industrial</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE MANUEL DE FALLA - CALLE DE CALDERÓN DE LA BARCA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL MANUEL DE FALLA","4","","","","","","Alcobendas","","center=40.54679671956943,-3.6503580437603214&info=Parada autobús M.FALLA-CALDERÓN BARCA",444930.78000008647,4488652.359999999,40.54679671956943,-3.6503580437603214,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_2167066060297"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2275"">827A. Universidad Aut&oacute;noma-Alcobendas-S.S Reyes</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE MANUEL DE FALLA - CENTRO DE MAYORES","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL MANUEL DE FALLA","8","","","","","","Alcobendas","","center=40.549133677522605,-3.6487769498231932&info=Parada autobús C/M.FALLA - C.MAYORES",445066.57000008493,4488910.780000002,40.549133677522605,-3.6487769498231932,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_9906152809237"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2256"">153. Madrid-Alcobendas-Rosa de Luxemburgo</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE MANUEL DE FALLA - ESTACIÓN DE METRO MANUEL DE FALLA (Impares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL MANUEL DE FALLA","59","","","","","","Alcobendas","","center=40.55025301018197,-3.6472421830575685&info=Parada autobús C/M.FALLA-METRO M.FALLA",445197.4355948986,4489034.07253099,40.55025301018197,-3.6472421830575685,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_4870678879388"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2252"">C-10. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li>	<p>	<a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2256"">153. Madrid-Alcobendas-Rosa de Luxemburgo</a>	</p>	</li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE MANUEL DE FALLA - ESTACIÓN DE METRO MANUEL DE FALLA (pares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL MANUEL DE FALLA","32","","","","","","Alcobendas","","center=40.55029226958417,-3.646794030802497&info=Parada autobús C/M.FALLA-METRO M.FALLA",445235.41327668313,4489038.151810269,40.55029226958417,-3.646794030802497,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_8266570752136"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2248"">L-5. San Sebasti&aacute;n de los Reyes-Alcobendas-Soto de la Moraleja</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2253"">C-11. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2256"">153. Madrid-Alcobendas-Rosa de Luxemburgo</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2275"">827A. Universidad Aut&oacute;noma-Alcobendas-S.S Reyes</a> </li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2277"">N-101. (L&iacute;nea Nocturna). Madrid (Plaza de Castilla) - Alcobendas</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE MANUEL DE FALLA - INSTITUTO (Impares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL MANUEL DE FALLA","89","","","","","","Alcobendas","","center=40.55345739777107,-3.6408007192256178&info=Parada autobús C/M.FALLA - INSTITUTO",445745.430000078,4489385.78,40.55345739777107,-3.6408007192256178,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_9987474163836"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2256"">153. Madrid-Alcobendas-Rosa de Luxemburgo</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE MANUEL DE FALLA - INSTITUTO (Pares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL MANUEL DE FALLA","50","","","","","","Alcobendas","","center=40.55355217900347,-3.6400191480842317&info=Parada autobús C/ MANUEL FALLA - INSTITUTO",445811.68000007723,4489395.819999999,40.55355217900347,-3.6400191480842317,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_3857848141754"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2248"">L-5. San Sebasti&aacute;n de los Reyes-Alcobendas-Soto de la Moraleja</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2256"">153. Madrid-Alcobendas-Rosa de Luxemburgo</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2275"">827A. Universidad Aut&oacute;noma-Alcobendas-S.S Reyes</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE MANUEL DE FALLA - PARQUE DE EXTREMADURA (Impares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL MANUEL DE FALLA","(P. Extremadura)","","","","","","Alcobendas","","center=40.5520103334824,-3.6445045680396797&info=Parada autobús C/M.FALLA - P.EXTREMADURA",445430.6600000811,4489227.44,40.5520103334824,-3.6445045680396797,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_2592113430726"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2256"">153. Madrid-Alcobendas-Rosa de Luxemburgo </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE MANUEL DE FALLA - PARQUE DE EXTREMADURA (Pares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL MANUEL DE FALLA","42","","","","","","Alcobendas","","center=40.55180663414875,-3.6443447068209833&info=Parada autobús C/M.FALLA - P.EXTREMADURA",445444.03000008094,4489204.730000001,40.55180663414875,-3.6443447068209833,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_246765957391"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2248"">L-5. San Sebasti&aacute;n de los Reyes-Alcobendas-Soto de la Moraleja</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2256"">153. Madrid-Alcobendas-Rosa de Luxemburgo </a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2275"">827A. Universidad Aut&oacute;noma-Alcobendas-S.S Reyes</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2277"">N-101. (L&iacute;nea Nocturna). Madrid (Plaza de Castilla) - Alcobendas </a></li></ul></div></div><!--fin fichaterritoriales-->"
